      time;        p0;        p1;        p2;        p3;        p4;        p5;        p6;        x0;        x1;        x2;        x3;        x4;        x5;        x6;        x7;        x8;        x9;       x10;indicators.z[0];solver.numSteps;solver.minStepSize;solver.maxStepSize;solver.minOrder;solver.maxOrder;solver.numStateEvents;solver.numTimeEvents;    p0_ref;    p1_ref;    p2_ref;    p3_ref;    p4_ref;    p5_ref;    p6_ref;    x0_ref;    x1_ref;    x2_ref;    x3_ref;    x4_ref;    x5_ref;    x6_ref;    x7_ref;    x8_ref;    x9_ref;   x10_ref;qtronic.silver.allow_non_virtual_can;qtronic.silver.env.PROCESSOR_LEVEL;qtronic.silver.env.NUMBER_OF_PROCESSORS;qtronic.silver.real_time;qtronic.silver.env.Timestep;qtronic.silver.macro_step;qtronic.silver.version.sp;qtronic.silver.version.minor;qtronic.silver.version.major;qtronic.silver.internal.stepDisabled;qtronic.silver.internal.pauseDisabled
         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;         0;         0;      4900;         4;       140;         0;         0;         0;         0;        35;        35;         1;         0;         0;         0;         0;         0;         0;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;         0;         0;      4900;         4;       140;         0;         0;         0;         0;        35;        35;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.003;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;  1.518565;0.50894947; 4967.1872;   3.99568;       140; 9.3455246; 58.768105;0.26723672; 1.6804831; 34.970959; 35.479909;        -1;        59;5.0507627e-010;0.0001978911;         0;         5;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;    1.4926;  0.509058;   4967.36;   3.99568;       140;   9.18725;    58.778;  0.262702;   1.68071;   34.9721;   35.4812;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.006;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 3.2003868;0.50909142; 4962.1214;   3.99136;       140; 19.678811; 58.717527;0.56330377; 1.6807827; 34.934633; 35.443724;        -1;        67;7.6760791e-005;0.00061408633;         2;         5;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   3.17455;  0.509091;   4962.28;   3.99136;       140;   19.5206;   58.7194;  0.558757;   1.68078;   34.9358;   35.4449;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.009;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 4.8796779;0.50909085; 4957.0419;   3.98704;       140; 29.973396; 58.656504;0.85887713; 1.6807815; 34.898351; 35.407442;        -1;        70;0.0003901331;0.0015605324;         2;         2;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   4.85396;  0.509091;    4957.2;   3.98704;       140;   29.8164;   58.6584;   0.85435;   1.68078;   34.8995;   35.4086;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.012;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 6.5564056;0.50909092; 4951.9673;   3.98272;       140; 40.230861; 58.595585; 1.1539998; 1.6807816; 34.862104; 35.371195;        -1;        72;0.00065920137;0.0013184027;         2;         2;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   6.53079;  0.509091;   4952.13;   3.98272;       140;    40.075;   58.5975;   1.14949;   1.68078;   34.8632;   35.3723;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.015;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 8.2305734;0.50909091; 4946.8976;    3.9784;       140; 50.451287;  58.53472; 1.4486718; 1.6807816; 34.825892; 35.334983;        -1;        73;0.0016815973;0.0016815973;         2;         2;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   8.20507;  0.509091;   4947.06;    3.9784;       140;   50.2966;   58.5366;   1.44418;   1.68078;    34.827;   35.3361;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.018;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 9.9021837;0.50909091; 4941.8327;   3.97408;       140; 60.634772; 58.473912; 1.7428937; 1.6807816; 34.789714; 35.298805;        -1;        74;     0.003;     0.003;         2;         2;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   9.87679;  0.509091;   4941.99;   3.97408;       140;   60.4812;   58.4758;   1.73842;   1.68078;   34.7908;   35.2999;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.021;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;  11.57124;0.50909091; 4936.7726;   3.96976;       140; 70.781412; 58.413163; 2.0366659; 1.6807816; 34.753571; 35.262661;        -1;        75;     0.003;     0.003;         2;         2;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;    11.546;  0.509091;   4936.93;   3.96976;       140;    70.629;    58.415;   2.03221;   1.68078;   34.7547;   35.2638;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.024;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 13.237744;0.50909091; 4931.7174;   3.96544;       140; 80.891304; 58.352472;  2.329989; 1.6807816; 34.717462; 35.226553;        -1;        76;     0.003;     0.003;         2;         2;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   13.2126;  0.509091;   4931.87;   3.96544;       140;     80.74;   58.3544;   2.32556;   1.68078;   34.7186;   35.2277;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.027;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 14.901699;0.50909091; 4926.6669;   3.96112;       140; 90.964545; 58.291838; 2.6228635; 1.6807816; 34.681387; 35.190478;        -1;        77;     0.003;     0.003;         2;         2;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   14.8766;  0.509091;   4926.82;   3.96112;       140;   90.8144;   58.2937;   2.61845;   1.68078;   34.6825;   35.1916;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
      0.03;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 16.563108;0.50909091; 4921.6213;    3.9568;       140; 101.00123; 58.231263; 2.9152899; 1.6807816; 34.645347; 35.154438;        -1;        78;     0.003;     0.003;         2;         2;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   16.5381;  0.509091;   4921.78;    3.9568;       140;   100.852;   58.2331;    2.9109;   1.68078;   34.6465;   35.1555;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.033;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 18.221974;0.50909091; 4916.5806;   3.95248;       140; 111.00145; 58.170746; 3.2072686; 1.6807816; 34.609342; 35.118433;        -1;        79;     0.003;     0.003;         2;         2;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   18.1971;  0.509091;   4916.74;   3.95248;       140;   110.854;   58.1726;   3.20289;   1.68078;   34.6104;   35.1195;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.036;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 19.878299;0.50909091; 4911.5446;   3.94816;       140; 120.96531; 58.110287; 3.4988001; 1.6807816; 34.573371; 35.082462;        -1;        80;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   19.8535;  0.509091;    4911.7;   3.94816;       140;   120.819;   58.1121;   3.49444;   1.68078;   34.5745;   35.0836;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.039;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 21.532087;0.50909091; 4906.5135;   3.94384;       140; 130.89291; 58.049885;  3.789885; 1.6807816; 34.537434; 35.046525;        -1;        81;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   21.5074;  0.509091;   4906.67;   3.94384;       140;   130.747;   58.0517;   3.78555;   1.68078;   34.5385;   35.0476;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.042;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 23.183341;0.50909091; 4901.4872;   3.93952;       140; 140.78433; 57.989541; 4.0805239; 1.6807816; 34.501532; 35.010623;        -1;        82;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   23.1588;  0.509091;   4901.64;   3.93952;       140;    140.64;   57.9914;   4.07621;   1.68078;   34.5026;   35.0117;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.045;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 24.832063;0.50909091; 4896.4658;    3.9352;       140; 150.63967; 57.929256; 4.3707172; 1.6807816; 34.465664; 34.974755;        -1;        83;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   24.8076;  0.509091;   4896.62;    3.9352;       140;   150.496;   57.9311;   4.36642;   1.68078;   34.4668;   34.9758;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.048;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 26.478256;0.50909091; 4891.4491;   3.93088;       140; 160.45904; 57.869028; 4.6604654; 1.6807816; 34.429831; 34.938922;        -1;        84;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   26.4539;  0.509091;    4891.6;   3.93088;       140;   160.317;   57.8709;   4.65618;   1.68078;   34.4309;     34.94;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.051;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 28.121924;0.50909091; 4886.4372;   3.92656;       140; 170.24252; 57.808857; 4.9497691; 1.6807816; 34.394032; 34.903123;        -1;        85;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   28.0977;  0.509091;   4886.59;   3.92656;       140;   170.101;   57.8107;   4.94551;   1.68078;   34.3951;   34.9042;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.054;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 29.763069;0.50909091; 4881.4302;   3.92224;       140; 179.99021; 57.748745; 5.2386288; 1.6807816; 34.358268; 34.867358;        -1;        86;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;    29.739;  0.509091;   4881.58;   3.92224;       140;    179.85;   57.7506;   5.23439;   1.68078;   34.3593;   34.8684;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.057;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 31.401694;0.50909091; 4876.4279;   3.91792;       140;  189.7022;  57.68869; 5.5270449; 1.6807816; 34.322537; 34.831628;        -1;        87;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   31.3777;  0.509091;   4876.58;   3.91792;       140;   189.563;   57.6905;   5.52282;   1.68078;   34.3236;   34.8327;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
      0.06;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 33.037803;0.50909091; 4871.4305;    3.9136;       140;  199.3786; 57.628693;  5.815018; 1.6807816; 34.286841; 34.795932;        -1;        88;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   33.0139;  0.509091;   4871.58;    3.9136;       140;   199.241;   57.6305;   5.81081;   1.68078;   34.2879;    34.797;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.063;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 34.671396;0.50909091; 4866.4379;   3.90928;       140; 209.01949; 57.568753; 6.1025486; 1.6807816;  34.25118; 34.760271;        -1;        89;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   34.6476;  0.509091;   4866.59;   3.90928;       140;   208.883;   57.5706;   6.09836;   1.68078;   34.2523;   34.7613;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.066;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 36.302479;0.50909091;   4861.45;   3.90496;       140; 218.62496; 57.508872; 6.3896371; 1.6807816; 34.215552; 34.724643;        -1;        90;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   36.2788;  0.509091;    4861.6;   3.90496;       140;   218.489;   57.5107;   6.38547;   1.68078;   34.2166;   34.7257;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.069;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 37.931053;0.50909091;  4856.467;   3.90064;       140; 228.19512; 57.449047; 6.6762842; 1.6807816; 34.179959;  34.68905;        -1;        91;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   37.9075;  0.509091;   4856.62;   3.90064;       140;    228.06;   57.4508;   6.67213;   1.68078;    34.181;   34.6901;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.072;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 39.557122;0.50909091; 4851.4888;   3.89632;       140; 237.73005; 57.389281; 6.9624902; 1.6807816;   34.1444; 34.653491;        -1;        92;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   39.5336;  0.509091;   4851.64;   3.89632;       140;   237.596;   57.3911;   6.95836;   1.68078;   34.1455;   34.6546;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.075;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 41.180688;0.50909091; 4846.5153;     3.892;       140; 247.22986; 57.329572; 7.2482558; 1.6807816; 34.108876; 34.617967;        -1;        93;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   41.1573;  0.509091;   4846.66;     3.892;       140;   247.097;   57.3313;   7.24414;   1.68078;   34.1099;    34.619;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.078;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 42.801754;0.50909091; 4841.5467;   3.88768;       140; 256.69462;  57.26992; 7.5335813; 1.6807816; 34.073385; 34.582476;        -1;        94;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   42.7785;  0.509091;   4841.69;   3.88768;       140;   256.563;   57.2717;   7.52949;   1.68078;   34.0744;   34.5835;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.081;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 44.420324;0.50909091; 4836.5828;   3.88336;       140; 266.12444; 57.210326; 7.8184674; 1.6807816; 34.037929;  34.54702;        -1;        95;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   44.3972;  0.509091;   4836.73;   3.88336;       140;   265.994;   57.2121;   7.81439;   1.68078;    34.039;   34.5481;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.084;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 46.036399;0.50909091; 4831.6237;   3.87904;       140; 275.51941; 57.150789; 8.1029145; 1.6807816; 34.002507; 34.511598;        -1;        96;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   46.0133;  0.509091;   4831.77;   3.87904;       140;    275.39;   57.1525;   8.09885;   1.68078;   34.0036;   34.5126;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.087;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 47.649983;0.50909091; 4826.6694;   3.87472;       140; 284.87962;  57.09131; 8.3869231; 1.6807816; 33.967119;  34.47621;        -1;        97;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;    47.627;  0.509091;   4826.82;   3.87472;       140;   284.751;   57.0931;   8.38288;   1.68078;   33.9682;   34.4773;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
      0.09;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 49.261079;0.50909091; 4821.7199;    3.8704;       140; 294.20516; 57.031889; 8.6704937; 1.6807816; 33.931766; 34.440857;        -1;        98;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   49.2382;  0.509091;   4821.87;    3.8704;       140;   294.078;   57.0336;   8.66647;   1.68078;   33.9328;   34.4419;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.093;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 50.869689;0.50909091; 4816.7752;   3.86608;       140; 303.49613; 56.972524; 8.9536268; 1.6807816; 33.896446; 34.405537;        -1;        99;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   50.8469;  0.509091;   4816.92;   3.86608;       140;    303.37;   56.9743;   8.94962;   1.68078;   33.8975;   34.4066;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.096;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 52.475816;0.50909091; 4811.8353;   3.86176;       140; 312.75262; 56.913217;  9.236323; 1.6807816; 33.861161; 34.370252;        -1;       100;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   52.4532;  0.509091;   4811.98;   3.86176;       140;   312.627;    56.915;   9.23234;   1.68078;   33.8622;   34.3713;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.099;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 54.079464;0.50909091; 4806.9001;   3.85744;       140; 321.97472; 56.853968; 9.5185827; 1.6807816;  33.82591; 34.335001;        -1;       101;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   54.0569;  0.509091;   4807.04;   3.85744;       140;    321.85;   56.8557;   9.51461;   1.68078;   33.8269;    34.336;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.102;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 55.680635;0.50909091; 4801.9697;   3.85312;       140; 331.16252; 56.794775; 9.8004064; 1.6807816; 33.790693; 34.299784;        -1;       102;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   55.6582;  0.509091;   4802.11;   3.85312;       140;   331.039;   56.7965;   9.79645;   1.68078;   33.7917;   34.3008;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.105;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 57.279331;0.50909091; 4797.0441;    3.8488;       140; 340.31612;  56.73564; 10.081795; 1.6807816;  33.75551;   34.2646;        -1;       103;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;    57.257;  0.509091;   4797.19;    3.8488;       140;   340.194;   56.7374;   10.0779;   1.68078;   33.7565;   34.2656;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.108;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 58.875557;0.50909091; 4792.1232;   3.84448;       140;  349.4356; 56.676563; 10.362748; 1.6807816; 33.720361; 34.229452;        -1;       104;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   58.8533;  0.509091;   4792.27;   3.84448;       140;   349.314;   56.6783;   10.3588;   1.68078;   33.7214;   34.2305;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.111;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 60.469314;0.50909091; 4787.2071;   3.84016;       140; 358.52106; 56.617542; 10.643267; 1.6807816; 33.685246; 34.194337;        -1;       105;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   60.4472;  0.509091;   4787.35;   3.84016;       140;   358.401;   56.6192;   10.6394;   1.68078;   33.6863;   34.1954;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.114;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 62.060605;0.50909091; 4782.2958;   3.83584;       140; 367.57258; 56.558579; 10.923352; 1.6807816; 33.650165; 34.159256;        -1;       106;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   62.0386;  0.509091;   4782.44;   3.83584;       140;   367.453;   56.5603;   10.9195;   1.68078;   33.6512;   34.1603;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.117;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 63.649434;0.50909091; 4777.3892;   3.83152;       140; 376.59027; 56.499673; 11.203003; 1.6807816; 33.615118; 34.124209;        -1;       107;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   63.6275;  0.509091;   4777.53;   3.83152;       140;   376.472;   56.5014;   11.1991;   1.68078;   33.6161;   34.1252;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
      0.12;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 65.235802;0.50909091; 4772.4875;    3.8272;       140;  385.5742; 56.440824; 11.482221; 1.6807816; 33.580105; 34.089196;        -1;       108;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;    65.214;  0.509091;   4772.63;    3.8272;       140;   385.457;   56.4425;   11.4784;   1.68078;   33.5811;   34.0902;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.123;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 66.819714;0.50909091; 4767.5904;   3.82288;       140; 394.52448; 56.382032; 11.761007; 1.6807816; 33.545126; 34.054217;        -1;       109;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;    66.798;  0.509091;   4767.73;   3.82288;       140;   394.408;   56.3837;   11.7572;   1.68078;   33.5461;   34.0552;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.126;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 68.401171;0.50909091; 4762.6981;   3.81856;       140; 403.44118; 56.323297; 12.039361; 1.6807816; 33.510181; 34.019272;        -1;       110;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   68.3795;  0.509091;   4762.84;   3.81856;       140;   403.326;    56.325;   12.0356;   1.68078;   33.5112;   34.0203;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.129;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 69.980178;0.50909091; 4757.8106;   3.81424;       140; 412.32441;  56.26462; 12.317284; 1.6807816; 33.475271; 33.984362;        -1;       111;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   69.9586;  0.509091;   4757.95;   3.81424;       140;    412.21;   56.2663;   12.3135;   1.68078;   33.4763;   33.9854;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.132;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 71.556735;0.50909091; 4752.9278;   3.80992;       140; 421.17425; 56.205999; 12.594775; 1.6807816; 33.440394; 33.949485;        -1;       112;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   71.5353;  0.509091;   4753.07;   3.80992;       140;    421.06;   56.2077;    12.591;   1.68078;   33.4414;   33.9505;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.135;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 73.130847;0.50909091; 4748.0498;    3.8056;       140; 429.99078; 56.147436; 12.871836; 1.6807816; 33.405551; 33.914642;        -1;       113;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   73.1095;  0.509091;   4748.19;    3.8056;       140;   429.878;   56.1491;   12.8681;   1.68078;   33.4065;   33.9156;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.138;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 74.702516;0.50909091; 4743.1765;   3.80128;       140; 438.77411; 56.088929; 13.148467; 1.6807816; 33.370742; 33.879832;        -1;       114;     0.003;     0.003;         3;         3;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   74.6813;  0.509091;   4743.31;   3.80128;       140;   438.662;   56.0906;   13.1447;   1.68078;   33.3717;   33.8808;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.141;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 76.271744;0.50909091;  4738.308;   3.79696;       140; 447.52432;  56.03048; 13.424669; 1.6807816; 33.335966; 33.845057;        -1;       115;     0.003;     0.003;         4;         4;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   76.2506;  0.509091;   4738.45;   3.79696;       140;   447.413;   56.0321;   13.4209;   1.68078;   33.3369;    33.846;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.144;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 77.838536;0.50909091; 4733.4442;   3.79264;       140; 456.24149; 55.972087; 13.700442; 1.6807816; 33.301225; 33.810316;        -1;       116;     0.003;     0.003;         4;         4;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   77.8175;  0.509091;   4733.58;   3.79264;       140;   456.131;   55.9737;   13.6967;   1.68078;   33.3022;   33.8113;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
     0.147;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 79.402893;0.50909091; 4728.5852;   3.78832;       140; 464.92572; 55.913752; 13.975786; 1.6807816; 33.266518; 33.775609;        -1;       117;     0.003;     0.003;         4;         4;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;   79.3819;  0.509091;   4728.72;   3.78832;       140;   464.817;   55.9154;   13.9721;   1.68078;   33.2675;   33.7766;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
      0.15;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6; 80.964818;0.50909091; 4723.7309;     3.784;       140;  473.5771; 55.855473; 14.250702; 1.6807816; 33.231844; 33.740935;        -1;       118;     0.003;     0.003;         4;         4;         1;         0;       275;       0.1;         4;       0.4;       2.5;     0.017;       0.6;    80.944;  0.509091;   4723.87;     3.784;       140;   473.469;   55.8571;    14.247;   1.68078;   33.2328;   33.7419;         0;         6;         2;         0;     0.003;     0.003;         0;         0;1.4821969e-323;         0;         0
