"time","accelPedal","brakePedal","k15","k50","prnd","roadInclination","nAtIn","nAtOut","qtronic_silver_real_time","valves_mv1","valves_mv2","valves_mv3","valves_eds","valves_eds1","valves_eds2","valves_eds3","valves_eds4","valves_eds5","egsCarSpeed","egsState","egsGear","egsTargetGear","tShiftStart","solver.numSteps","solver.minStepSize","solver.maxStepSize","solver.minOrder","solver.maxOrder","solver.numStateEvents","solver.numTimeEvents","qtronic.silver.real_time","qtronic.silver.allow_non_virtual_can","qtronic.silver.env.PROCESSOR_LEVEL","qtronic.silver.env.NUMBER_OF_PROCESSORS","qtronic.silver.env.EulerSteps","qtronic.silver.env.Timestep","qtronic.silver.macro_step","qtronic.silver.version.sp","qtronic.silver.version.minor","qtronic.silver.version.major","qtronic.silver.internal.stepDisabled","qtronic.silver.internal.pauseDisabled"
         0,         0,         0,         1,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.01,         0,         0,         1,         0,         0,         0,-9.3051269e-062,4.7832501e-064,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         2,        -2,         0,3.4322591e-007,         4,         0,0.0034321707,         0,         1,         1,         0,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.02,         0,         0,         1,         0,         0,         0,-9.978955e-062,8.5781988e-064,         0,         0,         0,         0,         0,         0,      0.02,      0.02,         0,         0,2.2371057e-065,         2,        -2,         0,3.4322591e-007,         8,         0,0.0065671428,         0,         1,         1,         1,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.03,         0,         0,         1,         0,         0,         0,-1.2148035e-061,5.0722952e-064,         0,         0,         0,         0,         0,         0,      0.04,      0.04,         0,         0,4.0119871e-065,         2,        -2,         0,3.4322591e-007,        12,         0,0.0059176868,         0,         1,         1,         2,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.04,         0,         0,         1,         0,         0,         0,-1.2715386e-061,8.3143539e-064,         0,         0,         0,         0,         0,         0,      0.06,      0.06,         0,         0,2.3722909e-065,         2,        -2,         0,3.4322591e-007,        16,         0,0.0054822144,         0,         1,         1,         3,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.05,         0,         0,         1,         0,         0,         0,-1.2596581e-061,5.253801e-064,         0,         0,         0,         0,         0,         0,      0.08,      0.08,         0,         0,3.888588e-065,         2,        -2,         0,3.4322591e-007,        20,         0,0.005145349,         0,         1,         1,         4,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.06,         0,         0,         1,         0,         0,         0,-1.2326313e-061,-1.4402082e-064,         0,         0,         0,         0,         0,         0,       0.1,       0.1,         0,         0,2.4571804e-065,         2,        -2,         0,3.4322591e-007,        24,         0,0.0053716375,         0,         1,         1,         5,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.07,         0,         0,         1,         0,         0,         0,-1.2311671e-061,-1.8196543e-064,         0,         0,         0,         0,         0,         0,      0.12,      0.12,         0,         0,-6.7357925e-066,         2,        -2,         0,3.4322591e-007,        28,         0,0.0055826884,         0,         1,         1,         6,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.08,         0,         0,         1,         0,         0,         0,-1.3145963e-061,-2.879109e-063,         0,         0,         0,         0,         0,         0,      0.14,      0.14,         0,         0,-8.5104458e-066,         2,        -2,         0,3.4322591e-007,        32,         0,0.0057722001,         0,         1,         1,         7,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.09,         0,         0,         1,         0,         0,         0,-1.056274e-061,-4.6937083e-065,         0,         0,         0,         0,         0,         0,      0.16,      0.16,         0,         0,-1.346547e-064,         2,        -2,         0,3.4322591e-007,        36,         0,0.0059446941,         0,         1,         1,         8,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       0.1,         0,         0,         1,         0,         0,         0,-9.6449672e-062,-1.1132322e-064,         0,         0,         0,         0,         0,         0,      0.18,      0.18,         0,         0,-2.1952274e-066,         2,        -2,         0,3.4322591e-007,        40,         0,0.0061033585,         0,         1,         1,         9,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.11,         0,         0,         1,         0,         0,         0,-1.5372242e-061,-4.6309458e-063,         0,         0,         0,         0,         0,         0,       0.2,       0.2,         0,         0,-5.2065397e-066,         2,        -2,         0,3.4322591e-007,        44,         0,0.006250533,         0,         1,         1,        10,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.12,         0,         0,         1,         0,         0,         0,-2.6755279e-061,2.6153229e-063,         0,         0,         0,         0,         0,         0,      0.22,      0.22,         0,         0,-2.1658737e-064,         2,        -2,         0,3.4322591e-007,        48,         0,0.0063879895,         0,         1,         1,        11,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.13,         0,         0,         1,         0,         0,         0,-3.0329694e-061,1.8604544e-063,         0,         0,         0,         0,         0,         0,      0.24,      0.24,         0,         0,1.2231754e-064,         2,        -2,         0,3.4322591e-007,        52,         0,0.006517105,         0,         1,         1,        12,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.14,         0,         0,         1,         0,         0,         0,-2.9522997e-061,1.7899616e-063,         0,         0,         0,         0,         0,         0,      0.26,      0.26,         0,         0,8.7012661e-065,         2,        -2,         0,3.4322591e-007,        56,         0,0.0066389728,         0,         1,         1,        13,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.15,         0,         0,         1,         0,         0,         0,-2.9811918e-061,-1.6486662e-063,         0,         0,         0,         0,         0,         0,      0.28,      0.28,         0,         0,8.3715743e-065,         2,        -2,         0,3.4322591e-007,        60,         0,0.0067544765,         0,         1,         1,        14,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.16,         0,         0,         1,         1,         0,         0,-3.3983738e-061,-9.2970872e-065,         0,         0,         0,         0,         0,         0,       0.3,       0.3,         0,         0,-7.7107417e-065,         2,        -2,         0,3.4322591e-007,        64,         0,0.0068643414,         0,         1,         1,        15,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.17,         0,         0,         1,         1,         0,         0,0.51638569,5.618143e-011,         0,         0,         0,         0,         0,         0,      0.32,      0.32,         0,         0,-4.3482082e-066,         2,        -2,         0,3.4322591e-007,        68,         0,0.0069691708,         0,         1,         1,        16,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.18,         0,         0,         1,         1,         0,         0, 4.3312791,-5.5118587e-012,         0,         0,         0,         0,         0,         0,      0.34,      0.34,         0,         0,2.6275816e-012,         2,        -2,         0,3.4322591e-007,        72,         0,0.0070694725,         0,         1,         1,        17,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.19,         0,         0,         1,         1,         0,         0,   15.8137,-4.5354761e-012,         0,         0,         0,         0,         0,         0,      0.36,      0.36,         0,         0,-2.5778729e-013,         2,        -2,         0,3.4322591e-007,        76,         0,0.0071656779,         0,         1,         1,        18,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       0.2,         0,         0,         1,         1,         0,         0, 37.551216,-4.149371e-013,         0,         0,         0,         0,         0,         0,      0.38,      0.38,         0,         0,-2.1212229e-013,         2,        -2,         0,3.4322591e-007,        80,         0,0.0072581574,         0,         1,         1,        19,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.21,         0,         0,         1,         1,         0,         0, 68.960004,3.0326829e-013,         0,         0,         0,         0,         0,         0,       0.4,       0.4,         0,         0,-1.9406432e-014,         2,        -2,         0,3.4322591e-007,        84,         0,0.0073472312,         0,         1,         1,        20,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.22,         0,         0,         1,         0,         0,         0,  105.8394,-6.8887414e-013,         0,         0,         0,         0,         0,         0,      0.42,      0.42,         0,         0,1.4183729e-014,         2,        -2,         0,3.4322591e-007,        88,         0,0.0074331783,         0,         1,         1,        21,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.23,         0,         0,         1,         0,         0,         0, 142.77275,-2.0276061e-013,         0,         0,         0,         0,         0,         0,      0.44,      0.44,         0,         0,-3.2218351e-014,         2,        -2,         0,3.4322591e-007,        92,         0,0.0075162435,         0,         1,         1,        22,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.24,         0,         0,         1,         0,         0,         0, 177.01058,7.8210137e-014,         0,         0,         0,         0,         0,         0,      0.46,      0.46,         0,         0,-9.4830275e-015,         2,        -2,         0,3.4322591e-007,        96,         0,0.0075966425,         0,         1,         1,        23,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.25,         0,         0,         1,         0,         0,         0, 208.97837,-2.1079924e-013,         0,         0,         0,         0,         0,         0,      0.48,      0.48,         0,         0,3.6578549e-015,         2,        -2,         0,3.4322591e-007,       100,         0,0.007674567,         0,         1,         1,        24,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.26,         0,         0,         1,         0,         0,         0, 238.73201,-2.4463183e-014,         0,         0,         0,         0,         0,         0,       0.5,       0.5,         0,         0,-9.8589908e-015,         2,        -2,         0,3.4322591e-007,       104,         0,0.0077501877,         0,         1,         1,        25,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.27,         0,         0,         1,         0,         0,         0, 266.81558,2.1737022e-014,         0,         0,         0,         0,         0,         0,      0.52,      0.52,         0,         0,-1.1441327e-015,         2,        -2,         0,3.4322591e-007,       108,         0,0.0078236574,         0,         1,         1,        26,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.28,         0,         0,         1,         0,         0,         0, 293.49651,1.9210871e-014,         0,         0,         0,         0,         0,         0,      0.54,      0.54,         0,         0,1.0166313e-015,         2,        -2,         0,3.4322591e-007,       112,         0,0.0078951137,         0,         1,         1,        27,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.29,         0,         0,         1,         0,         0,         0, 318.78878,2.4330154e-014,         0,         0,         0,         0,         0,         0,      0.56,      0.56,         0,         0,8.9848427e-016,         2,        -2,         0,3.4322591e-007,       116,         0,0.0079646809,         0,         1,         1,        28,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       0.3,         0,         0,         1,         0,         0,         0, 342.72994,2.9067765e-014,         0,         0,         0,         0,         0,         0,      0.58,      0.58,         0,         0,1.137911e-015,         2,        -2,         0,3.4322591e-007,       120,         0,0.0080324715,         0,         1,         1,        29,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.31,         0,         0,         1,         0,         3,         0, 365.43555,2.5334049e-014,         0,         0,         0,         0,         0,         0,       0.6,       0.6,         0,         0,1.359487e-015,         2,        -2,         0,3.4322591e-007,       124,         0,0.008098588,         0,         1,         1,        30,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.32,         0,         0,         1,         0,         3,         0, 124.96871, 17.961608,         0,         0,         0,         0,         0,         0,      0.62,      0.62,         0,         0,1.1848627e-015,         2,        -2,         0,3.4322591e-007,       128,         0,0.0081631237,         0,         1,         1,        31,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.33,         0,         0,         1,         0,         3,         0, -26.57826,-17.472745,         0,         0,         0,         0,         0,         0,      0.64,      0.64,         0,         0,0.84005677,         2,        -2,         0,3.4322591e-007,       132,         0,0.008226164,         0,         1,         1,        32,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.34,         0,         0,         1,         0,         3,         0,  -13.0474,-8.5774573,         0,         0,         0,         0,         0,         0,      0.66,      0.66,         0,         0,-0.81719285,         2,        -2,         0,3.4322591e-007,       136,         0,0.0082877876,         0,         1,         1,        33,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.35,         0,         0,         1,         0,         3,         0,0.40373701, 0.2654197,         0,         0,         0,         0,         0,         0,      0.68,      0.68,         0,         0,-0.40116403,         2,        -2,         0,3.4322591e-007,       140,         0,0.0083480663,         0,         1,         1,        34,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.36,         0,         0,         1,         0,         3,         0, 3.8409677, 2.5250806,         0,         0,         0,         0,         0,         0,       0.7,       0.7,         0,         0,0.012413567,         2,        -2,         0,3.4322591e-007,       144,         0,0.008407067,         0,         1,         1,        35,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.37,         0,         0,         1,         0,         3,         0, 4.4898388, 2.9516533,         0,         0,         0,         0,         0,         0,      0.72,      0.72,         0,         0,0.11809695,         2,        -2,         0,3.4322591e-007,       148,         0,0.0084648509,         0,         1,         1,        36,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.38,         0,         0,         1,         0,         3,         0, 4.7333794, 3.1117586,         0,         0,         0,         0,         0,         0,      0.74,      0.74,         0,         0,0.13804757,         2,        -2,         0,3.4322591e-007,       152,         0,0.0085214751,         0,         1,         1,        37,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.39,         0,         0,         1,         0,         3,         0, 4.9678838, 3.2659236,         0,         0,         0,         0,         0,         0,      0.76,      0.76,         0,         0,0.14553563,         2,        -2,         0,3.4322591e-007,       156,         0,0.0085769925,         0,         1,         1,        38,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       0.4,         0,         0,         1,         0,         3,         0, 5.2151044, 3.4284482,         0,         0,         0,         0,         0,         0,      0.78,      0.78,         0,         0,0.15274586,         2,        -2,         0,3.4322591e-007,       160,         0,0.0086314524,         0,         1,         1,        39,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.41,         0,         0,         1,         0,         3,         0, 5.4663384, 3.5936114,         0,         0,         0,         0,         0,         0,       0.8,       0.8,         0,         0,0.16034706,         2,        -2,         0,3.4322591e-007,       164,         0,0.0086849005,         0,         1,         1,        40,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.42,         0,         0,         1,         0,         3,         0, 5.7181503, 3.7591543,         0,         0,         0,         0,         0,         0,      0.82,      0.82,         0,         0,0.16807168,         2,        -2,         0,3.4322591e-007,       168,         0,0.0087373796,         0,         1,         1,        41,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.43,         0,         0,         1,         0,         3,         0, 5.9699726, 3.9247042,         0,         0,         0,         0,         0,         0,      0.84,      0.84,         0,         0,0.17581405,         2,        -2,         0,3.4322591e-007,       172,         0,0.0087889298,         0,         1,         1,        42,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.44,         7,         0,         1,         0,         3,         0, 6.2216604, 4.0901656,         0,         0,         0,         0,         0,         0,      0.86,      0.86,         0,         0,0.18355675,         2,        -2,         0,3.4322591e-007,       176,         0,0.0088395885,         0,         1,         1,        43,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.45,         7,         0,         1,         0,         3,         0, 6.4732142,  4.255539,         0,         0,         0,         0,         0,         0,      0.88,      0.88,         0,         0,0.19129531,         2,        -2,         0,3.4322591e-007,       180,         0,0.008889391,         0,         1,         1,        44,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.46,        17,         0,         1,         0,         3,         0, 6.7246489,  4.420834,         0,         0,         0,         0,         0,         0,       0.9,       0.9,         0,         0,0.19902975,         2,        -2,         0,3.4322591e-007,       184,         0,0.0089383702,         0,         1,         1,        45,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.47,        33,         0,         1,         0,         3,         0, 7.2087065, 4.7390571,         0,         0,         0,         0,         0,         0,      0.92,      0.92,         0,         0,0.20676053,         2,        -2,         0,3.4322591e-007,       188,         0,0.0089865573,         0,         1,         1,        46,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.48,        51,         0,         1,         0,         3,         0, 8.3279526, 5.4748577,         0,         0,         0,         0,         0,         0,      0.94,      0.94,         0,         0,0.22164369,         2,        -2,         0,3.4322591e-007,       192,         0,0.0090339814,         0,         1,         1,        47,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.49,        69,         0,         1,         0,         3,         0, 10.317414, 6.7802754,         0,         0,         0,         0,         0,         0,      0.96,      0.96,         0,         0,0.25605677,         2,        -2,         0,3.4322591e-007,       196,         0,0.0090806702,         0,         1,         1,        48,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       0.5,        85,         0,         1,         0,         3,         0, 38.006599,  5.706696,         0,         0,         0,         0,         0,         0,      0.98,      0.98,         0,         0, 0.3171106,         2,        -2,         0,3.4322591e-007,       200,         0,0.0091266497,         0,         1,         1,        49,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.51,        99,         0,         1,         0,         3,         0, 118.07686, 4.9068528,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.26689975,         2,        -2,         0,3.4322591e-007,       204,         0,0.0091719446,         0,         1,         1,        50,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.52,       100,         0,         1,         0,         3,         0,  291.1653, 3.2365899,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.22949142,         2,        -2,         0,3.4322591e-007,       208,         0,0.0092165783,         0,         1,         1,        51,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.53,       100,         0,         1,         0,         3,         0, 542.14967,  4.584397,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.15137393,         2,        -2,         0,3.4322591e-007,       212,         0,0.0092605728,         0,         1,         1,        52,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.54,       100,         0,         1,         0,         3,         0, 849.19683, 5.0584707,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0, 0.2144103,         2,        -2,         0,3.4322591e-007,       216,         0,0.009303949,         0,         1,         1,        53,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.55,       100,         0,         1,         0,         3,         0,  1182.827, 5.2217492,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.23658252,         2,        -2,         0,3.4322591e-007,       220,         0,0.0093467269,         0,         1,         1,        54,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.56,       100,         0,         1,         0,         3,         0, 1519.2847, 5.2755008,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.24421899,         2,        -2,         0,3.4322591e-007,       224,         0,0.0093889254,         0,         1,         1,        55,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.57,       100,         0,         1,         0,         3,         0, 1846.6739, 5.2904608,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.24673293,         2,        -2,         0,3.4322591e-007,       228,         0,0.0094305624,         0,         1,         1,        56,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.58,       100,         0,         1,         0,         3,         0,  2151.751, 5.2915302,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0, 0.2474326,         2,        -2,         0,3.4322591e-007,       232,         0,0.0094716552,         0,         1,         1,        57,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.59,       100,         0,         1,         0,         3,         0, 2407.2217, 5.2877153,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.24748262,         2,        -2,         0,3.4322591e-007,       236,         0,0.0095122199,         0,         1,         1,        58,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       0.6,       100,         0,         1,         0,         3,         0, 2645.2365,  5.282151,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0, 0.2473042,         2,        -2,         0,3.4322591e-007,       240,         0,0.0095522723,         0,         1,         1,        59,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.61,       100,         0,         1,         0,         3,         0, 2876.5563, 5.2759657,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.24704396,         2,        -2,         0,3.4322591e-007,       244,         0,0.0095918271,         0,         1,         1,        60,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.62,       100,         0,         1,         0,         3,         0, 3100.3731, 5.2695736,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.24675467,         2,        -2,         0,3.4322591e-007,       248,         0,0.0096308984,         0,         1,         1,        61,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.63,       100,         0,         1,         0,         3,         0, 3314.5467, 5.2631051,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.24645572,         2,        -2,         0,3.4322591e-007,       252,         0, 0.0096695,         0,         1,         1,        62,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.64,       100,         0,         1,         0,         3,         0, 3518.7824, 5.2566191,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.24615319,         2,        -2,         0,3.4322591e-007,       256,         0,0.0097076447,         0,         1,         1,        63,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.65,       100,         0,         1,         0,         3,         0, 3713.7268, 5.2501306,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.24584984,         2,        -2,         0,3.4322591e-007,       260,         0,0.009745345,         0,         1,         1,        64,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.66,       100,         0,         1,         0,         3,         0, 3899.2057, 5.2436459,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.24554638,         2,        -2,         0,3.4322591e-007,       264,         0,0.0097826128,         0,         1,         1,        65,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.67,       100,         0,         1,         0,         3,         0, 4072.6072, 5.2371679,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.24524309,         2,        -2,         0,3.4322591e-007,       268,         0,0.0098194595,         0,         1,         1,        66,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.68,       100,         0,         1,         0,         3,         0, 4232.0418, 5.2306974,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.24494012,         2,        -2,         0,3.4322591e-007,       272,         0,0.0098558959,         0,         1,         1,        67,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.69,       100,         0,         1,         0,         3,         0, 4378.0947, 5.2242347,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.24463749,         2,        -2,         0,3.4322591e-007,       276,         0,0.0098919327,         0,         1,         1,        68,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       0.7,       100,         0,         1,         0,         3,         0, 4511.9886,   5.21778,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.24433524,         2,        -2,         0,3.4322591e-007,       280,         0,0.0099275799,         0,         1,         1,        69,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.71,       100,         0,         1,         0,         3,         0, 4634.7972, 5.2113331,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.24403335,         2,        -2,         0,3.4322591e-007,       284,         0,0.0099628472,         0,         1,         1,        70,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.72,       100,         0,         1,         0,         3,         0, 4747.4411, 5.2048943,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.24373183,         2,        -2,         0,3.4322591e-007,       288,         0,0.0099977438,         0,         1,         1,        71,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.73,       100,         0,         1,         0,         3,         0, 4850.7694, 5.1984633,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.24343069,         2,        -2,         0,3.4322591e-007,       291,         0,1.0032279e-006,         0,         1,         1,        72,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.74,       100,         0,         1,         0,         3,         0, 4945.5602, 5.1920404,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.24312992,         2,        -2,         0,3.4322591e-007,       294,         0,0.0099986535,         0,         1,         1,        73,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.75,       100,         0,         1,         0,         3,         0, 5032.5247, 5.1856253,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.24282952,         2,        -2,         0,3.4322591e-007,       297,         0,0.0099986501,         0,         1,         1,        74,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.76,       100,         0,         1,         0,         3,         0, 5112.3122, 5.1792182,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.24252949,         2,        -2,         0,3.4322591e-007,       300,         0,0.0099986467,         0,         1,         1,        75,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.77,       100,         0,         1,         0,         3,         0, 5185.5234,  5.172819,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.24222983,         2,        -2,         0,3.4322591e-007,       303,         0,0.0099986434,         0,         1,         1,        76,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.78,       100,         0,         1,         0,         3,         0, 5252.6995, 5.1664277,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.24193055,         2,        -2,         0,3.4322591e-007,       306,         0,0.0099986401,         0,         1,         1,        77,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.79,       100,         0,         1,         0,         3,         0, 5314.3364, 5.1600443,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.24163163,         2,        -2,         0,3.4322591e-007,       309,         0,0.0099986368,         0,         1,         1,        78,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       0.8,       100,         0,         1,         0,         3,         0, 5370.8892, 5.1536688,         0,         0,         0,         0,         0,         0,         1,         1,         0,         0,0.24133308,         2,        -2,         0,3.4322591e-007,       312,         0,0.0099986335,         0,         1,         1,        79,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
