      "time",       "y_0",       "y_1",       "y_2",   "counter","qtronic.silver.real_time","qtronic.silver.allow_non_virtual_can","qtronic.silver.env.PROCESSOR_LEVEL","qtronic.silver.env.NUMBER_OF_PROCESSORS","qtronic.silver.env.EulerSteps","qtronic.silver.env.Timestep","qtronic.silver.macro_step","qtronic.silver.version.sp","qtronic.silver.version.minor","qtronic.silver.version.major","qtronic.silver.internal.stepDisabled","qtronic.silver.internal.pauseDisabled"
         0,         0,         0,         0,         0,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.01,         0,         1,         2,         1,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.02,0.0099993333,         1,         2,         2,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.03,0.019994667, 1.0197987,         2,         3,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.04,0.029982003, 1.0197987,         2,         4,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.05,0.039957347, 1.0391894, 2.0341936,         5,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.06,0.049916708, 1.0391894, 2.0341936,         6,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.07,0.059856104, 1.0581645, 2.0341936,         7,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.08,0.069771557, 1.0581645, 2.0341936,         8,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.09,0.079659103, 1.0767164,  2.056783,         9,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       0.1,0.089514787, 1.0767164,  2.056783,        10,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.11,0.099334665, 1.0948376,  2.056783,        11,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.12,0.10911481, 1.0948376,  2.056783,        12,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.13,0.11885131, 1.1125208, 2.0678573,        13,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.14,0.12854028, 1.1125208, 2.0678573,        14,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.15,0.13817782, 1.1297591, 2.0678573,        15,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.16, 0.1477601, 1.1297591, 2.0678573,        16,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.17,0.15728328, 1.1465455, 2.0676065,        17,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.18,0.16674355, 1.1465455, 2.0676065,        18,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.19,0.17613712, 1.1628733, 2.0676065,        19,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       0.2,0.18546023, 1.1628733, 2.0676065,        20,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.21,0.19470917, 1.1787359, 2.0563185,        21,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.22,0.20388023, 1.1787359, 2.0563185,        22,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.23,0.21296973, 1.1941271, 2.0563185,        23,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.24,0.22197405, 1.1941271, 2.0563185,        24,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.25,0.23088959, 1.2090406, 2.0343762,        25,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.26,0.23971277, 1.2090406, 2.0343762,        26,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.27,0.24844007, 1.2234705, 2.0343762,        27,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.28,  0.257068, 1.2234705, 2.0343762,        28,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.29, 0.2655931, 1.2374111, 2.0022533,        29,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       0.3,0.27401197, 1.2374111, 2.0022533,        30,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.31,0.28232124, 1.2508567, 2.0022533,        31,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.32,0.29051758, 1.2508567, 2.0022533,        32,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.33,0.29859772,  1.263802, 1.9605087,        33,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.34,0.30655843,  1.263802, 1.9605087,        34,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.35,0.31439651, 1.2762418, 1.9605087,        35,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.36,0.32210884, 1.2762418, 1.9605087,        36,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.37,0.32969234, 1.2881711,  1.909781,        37,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.38,0.33714396, 1.2881711,  1.909781,        38,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.39,0.34446072, 1.2995851,  1.909781,        39,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       0.4,0.35163971, 1.2995851,  1.909781,        40,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.41,0.35867805, 1.3104793, 1.8507816,        41,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.42,0.36557291, 1.3104793, 1.8507816,        42,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.43,0.37232156, 1.3208494, 1.8507816,        43,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.44,0.37892128, 1.3208494, 1.8507816,        44,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.45,0.38536944, 1.3306911, 1.7842872,        45,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.46,0.39166345, 1.3306911, 1.7842872,        46,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.47,0.39780081, 1.3400006, 1.7842872,        47,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.48,0.40377905, 1.3400006, 1.7842872,        48,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.49,0.40959578, 1.3487741, 1.7111319,        49,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       0.5,0.41524869, 1.3487741, 1.7111319,        50,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.51,0.42073549, 1.3570081, 1.7111319,        51,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.52,0.42605401, 1.3570081, 1.7111319,        52,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.53,0.43120211, 1.3646993, 1.6321981,        53,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.54,0.43617774, 1.3646993, 1.6321981,        54,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.55, 0.4409789, 1.3718447, 1.6321981,        55,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.56,0.44560368, 1.3718447, 1.6321981,        56,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.57,0.45005022, 1.3784413, 1.5484085,        57,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.58,0.45431675, 1.3784413, 1.5484085,        58,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.59,0.45840155, 1.3844866, 1.5484085,        59,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       0.6,0.46230301, 1.3844866, 1.5484085,        60,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.61,0.46601954, 1.3899781, 1.4607153,        61,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.62,0.46954968, 1.3899781, 1.4607153,        62,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.63,  0.472892, 1.3949136, 1.4607153,        63,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.64,0.47604517, 1.3949136, 1.4607153,        64,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.65,0.47900793, 1.3992912, 1.3700917,        65,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.66,0.48177909, 1.3992912, 1.3700917,        66,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.67,0.48435755, 1.4031091, 1.3700917,        67,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.68,0.48674227, 1.4031091, 1.3700917,        68,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.69, 0.4889323, 1.4063657, 1.2775212,        69,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       0.7,0.49092677, 1.4063657, 1.2775212,        70,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.71,0.49272486, 1.4090599, 1.2775212,        71,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.72,0.49432588, 1.4090599, 1.2775212,        72,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.73,0.49572917, 1.4111904, 1.1839883,        73,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.74,0.49693418, 1.4111904, 1.1839883,        74,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.75,0.49794042, 1.4127565, 1.1839883,        75,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.76,0.49874749, 1.4127565, 1.1839883,        76,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.77,0.49935507, 1.4137575, 1.0904679,        77,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.78,0.49976292, 1.4137575, 1.0904679,        78,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.79,0.49997086,  1.414193, 1.0904679,        79,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       0.8,0.49997882,  1.414193, 1.0904679,        80,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.81, 0.4997868, 1.4140628,0.99791596,        81,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.82,0.49939487, 1.4140628,0.99791596,        82,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.83,0.49880319,  1.413367,0.99791596,        83,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.84,0.49801199,  1.413367,0.99791596,        84,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.85, 0.4970216, 1.4121059,0.90725984,        85,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.86,0.49583241, 1.4121059,0.90725984,        86,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.87,0.49444488,   1.41028,0.90725984,        87,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.88,0.49285959,   1.41028,0.90725984,        88,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.89,0.49107716,   1.40789,0.81938891,        89,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       0.9, 0.4890983,   1.40789,0.81938891,        90,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.91,0.48692382, 1.4049369,0.81938891,        91,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.92,0.48455456, 1.4049369,0.81938891,        92,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.93, 0.4819915, 1.4014218,0.73514576,        93,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.94,0.47923564, 1.4014218,0.73514576,        94,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.95, 0.4762881, 1.3973461,0.73514576,        95,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.96,0.47315004, 1.3973461,0.73514576,        96,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.97,0.46982274, 1.3927116,0.65531784,        97,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.98,0.46630751, 1.3927116,0.65531784,        98,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.99,0.46260576, 1.3875199,0.65531784,        99,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
         1,0.45871898, 1.3875199,0.65531784,       100,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.01,0.45464871, 1.3817733,0.58062968,       101,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.02, 0.4503966, 1.3817733,0.58062968,       102,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.03,0.44596433,  1.375474,0.58062968,       103,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.04,0.44135368,  1.375474,0.58062968,       104,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.05,0.43656649, 1.3686245,0.51173573,       105,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.06,0.43160468, 1.3686245,0.51173573,       106,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.07,0.42647024, 1.3612276,0.51173573,       107,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.08,0.42116522, 1.3612276,0.51173573,       108,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.09,0.41569173, 1.3532862,0.44921403,       109,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       1.1,0.41005197, 1.3532862,0.44921403,       110,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.11, 0.4042482, 1.3448035,0.44921403,       111,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.12,0.39828274, 1.3448035,0.44921403,       112,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.13,0.39215796, 1.3357829,0.39356055,       113,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.14,0.38587633, 1.3357829,0.39356055,       114,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.15,0.37944035,  1.326228,0.39356055,       115,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.16,0.37285261,  1.326228,0.39356055,       116,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.17,0.36611572, 1.3161426,0.34518447,       117,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.18, 0.3592324, 1.3161426,0.34518447,       118,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.19,0.35220538, 1.3055308,0.34518447,       119,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       1.2,0.34503749, 1.3055308,0.34518447,       120,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.21,0.33773159, 1.2943968,0.30440434,       121,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.22, 0.3302906, 1.2943968,0.30440434,       122,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.23, 0.3227175, 1.2827451,0.30440434,       123,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.24,0.31501531, 1.2827451,0.30440434,       124,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.25,0.30718713, 1.2705803,0.27144513,       125,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.26,0.29923607, 1.2705803,0.27144513,       126,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.27,0.29116532, 1.2579072,0.27144513,       127,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.28,0.28297812, 1.2579072,0.27144513,       128,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.29,0.27467772, 1.2447311,0.24643629,       129,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       1.3,0.26626745, 1.2447311,0.24643629,       130,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.31,0.25775069,  1.231057,0.24643629,       131,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.32,0.24913082,  1.231057,0.24643629,       132,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.33,0.24041131, 1.2168906,0.22941078,       133,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.34,0.23159563, 1.2168906,0.22941078,       134,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.35,0.22268732, 1.2022373,0.22941078,       135,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.36,0.21368994, 1.2022373,0.22941078,       136,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.37,0.20460708, 1.1871033,0.22030508,       137,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.38,0.19544239, 1.1871033,0.22030508,       138,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.39,0.18619952, 1.1714944,0.22030508,       139,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       1.4,0.17688217, 1.1714944,0.22030508,       140,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.41,0.16749408, 1.1554169,0.21896019,       141,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.42,0.15803898, 1.1554169,0.21896019,       142,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.43,0.14852068, 1.1388772,0.21896019,       143,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.44,0.13894296, 1.1388772,0.21896019,       144,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.45,0.12930967, 1.1218821,0.22512364,       145,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.46,0.11962466, 1.1218821,0.22512364,       146,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.47,0.10989181, 1.1044381,0.22512364,       147,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.48,0.10011499, 1.1044381,0.22512364,       148,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.49,0.090298134, 1.0865525,0.23845244,       149,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       1.5,0.080445157, 1.0865525,0.23845244,       150,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.51,0.070560004, 1.0682322,0.23845244,       151,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.52,0.060646628, 1.0682322,0.23845244,       152,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.53,0.050708993, 1.0494846,0.25851692,       153,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.54,0.040751076, 1.0494846,0.25851692,       154,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.55,0.030776859, 1.0303173,0.25851692,       155,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.56,0.020790331, 1.0303173,0.25851692,       156,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.57,0.010795488, 1.0107378,0.28480553,       157,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.58,0.00079632646, 1.0107378,0.28480553,       158,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.59,-0.0092031535, 0.9907541,0.28480553,       159,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       1.6,-0.019198952, 0.9907541,0.28480553,       160,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.61,-0.029187072,0.97037408,0.31673046,       161,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.62,-0.039163517,0.97037408,0.31673046,       162,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.63,-0.049124297,0.94960592,0.31673046,       163,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.64,-0.059065428,0.94960592,0.31673046,       164,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.65,-0.068982934,0.92845793,0.35363399,       165,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.66,-0.078872847,0.92845793,0.35363399,       166,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.67,-0.088731212,0.90693857,0.35363399,       167,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.68,-0.098554086,0.90693857,0.35363399,       168,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.69,-0.10833754,0.88505645,0.39479563,       169,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       1.7,-0.11807766,0.88505645,0.39479563,       170,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.71,-0.12777055,0.86282032,0.39479563,       171,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.72,-0.13741234,0.86282032,0.39479563,       172,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.73,-0.14699916,0.84023907,0.43943989,       173,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.74,-0.15652718,0.84023907,0.43943989,       174,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.75,-0.16599259,0.81732173,0.43943989,       175,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.76,-0.17539161,0.81732173,0.43943989,       176,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.77,-0.18472048,0.79407748,0.48674461,       177,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.78,-0.19397546,0.79407748,0.48674461,       178,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.79,-0.20315285,0.77051561,0.48674461,       179,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       1.8,-0.21224898,0.77051561,0.48674461,       180,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.81,-0.22126022,0.74664554,0.53584974,       181,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.82,-0.23018296,0.74664554,0.53584974,       182,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.83,-0.23901362,0.72247682,0.53584974,       183,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.84,-0.24774869,0.72247682,0.53584974,       184,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.85,-0.25638465,0.69801912,0.58586659,       185,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.86,-0.26491807,0.69801912,0.58586659,       186,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.87,-0.27334552,0.67328222,0.58586659,       187,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
