    "time",    "TRes"
         0,    293.15
    0.0001,   293.151
    0.0002,   293.152
    0.0003,   293.153
    0.0004,   293.154
    0.0005,   293.155
    0.0006,   293.156
    0.0007,   293.157
    0.0008,   293.158
    0.0009,   293.159
     0.001,    293.16
    0.0011,   293.161
    0.0012,   293.162
    0.0013,   293.163
    0.0014,   293.164
    0.0015,   293.165
    0.0016,   293.166
    0.0017,   293.167
    0.0018,   293.168
    0.0019,   293.169
     0.002,    293.17
    0.0021,   293.171
    0.0022,   293.172
    0.0023,   293.173
    0.0024,   293.174
    0.0025,   293.175
    0.0026,   293.176
    0.0027, 293.17699
    0.0028, 293.17799
    0.0029, 293.17899
     0.003, 293.17999
    0.0031, 293.18099
    0.0032, 293.18199
    0.0033, 293.18299
    0.0034, 293.18399
    0.0035, 293.18499
    0.0036, 293.18599
    0.0037, 293.18699
    0.0038, 293.18799
    0.0039, 293.18899
     0.004, 293.18999
    0.0041, 293.19099
    0.0042, 293.19199
    0.0043, 293.19299
    0.0044, 293.19399
    0.0045, 293.19499
    0.0046, 293.19599
    0.0047, 293.19698
    0.0048, 293.19798
    0.0049, 293.19898
     0.005, 293.19998
    0.0051, 293.20098
    0.0052, 293.20198
    0.0053, 293.20298
    0.0054, 293.20398
    0.0055, 293.20498
    0.0056, 293.20598
    0.0057, 293.20698
    0.0058, 293.20798
    0.0059, 293.20898
     0.006, 293.20997
    0.0061, 293.21097
    0.0062, 293.21197
    0.0063, 293.21297
    0.0064, 293.21397
    0.0065, 293.21497
    0.0066, 293.21597
    0.0067, 293.21697
    0.0068, 293.21797
    0.0069, 293.21897
     0.007, 293.21997
    0.0071, 293.22096
    0.0072, 293.22196
    0.0073, 293.22296
    0.0074, 293.22396
    0.0075, 293.22496
    0.0076, 293.22596
    0.0077, 293.22696
    0.0078, 293.22796
    0.0079, 293.22896
     0.008, 293.22996
    0.0081, 293.23095
    0.0082, 293.23195
    0.0083, 293.23295
    0.0084, 293.23395
    0.0085, 293.23495
    0.0086, 293.23595
    0.0087, 293.23695
    0.0088, 293.23795
    0.0089, 293.23894
     0.009, 293.23994
    0.0091, 293.24094
    0.0092, 293.24194
    0.0093, 293.24294
    0.0094, 293.24394
    0.0095, 293.24494
    0.0096, 293.24594
    0.0097, 293.24693
    0.0098, 293.24793
    0.0099, 293.24893
      0.01, 293.24993
    0.0101, 293.25093
    0.0102, 293.25193
    0.0103, 293.25293
    0.0104, 293.25392
    0.0105, 293.25492
    0.0106, 293.25592
    0.0107, 293.25692
    0.0108, 293.25792
    0.0109, 293.25892
     0.011, 293.25992
    0.0111, 293.26091
    0.0112, 293.26191
    0.0113, 293.26291
    0.0114, 293.26391
    0.0115, 293.26491
    0.0116, 293.26591
    0.0117,  293.2669
    0.0118,  293.2679
    0.0119,  293.2689
     0.012,  293.2699
    0.0121,  293.2709
    0.0122,  293.2719
    0.0123, 293.27289
    0.0124, 293.27389
    0.0125, 293.27489
    0.0126, 293.27589
    0.0127, 293.27689
    0.0128, 293.27789
    0.0129, 293.27888
     0.013, 293.27988
    0.0131, 293.28088
    0.0132, 293.28188
    0.0133, 293.28288
    0.0134, 293.28387
    0.0135, 293.28487
    0.0136, 293.28587
    0.0137, 293.28687
    0.0138, 293.28787
    0.0139, 293.28887
     0.014, 293.28986
    0.0141, 293.29086
    0.0142, 293.29186
    0.0143, 293.29286
    0.0144, 293.29386
    0.0145, 293.29485
    0.0146, 293.29585
    0.0147, 293.29685
    0.0148, 293.29785
    0.0149, 293.29885
     0.015, 293.29984
    0.0151, 293.30084
    0.0152, 293.30184
    0.0153, 293.30284
    0.0154, 293.30383
    0.0155, 293.30483
    0.0156, 293.30583
    0.0157, 293.30683
    0.0158, 293.30783
    0.0159, 293.30882
     0.016, 293.30982
    0.0161, 293.31082
    0.0162, 293.31182
    0.0163, 293.31281
    0.0164, 293.31381
    0.0165, 293.31481
    0.0166, 293.31581
    0.0167, 293.31681
    0.0168,  293.3178
    0.0169,  293.3188
     0.017,  293.3198
    0.0171,  293.3208
    0.0172, 293.32179
    0.0173, 293.32279
    0.0174, 293.32379
    0.0175, 293.32479
    0.0176, 293.32578
    0.0177, 293.32678
    0.0178, 293.32778
    0.0179, 293.32878
     0.018, 293.32977
    0.0181, 293.33077
    0.0182, 293.33177
    0.0183, 293.33277
    0.0184, 293.33376
    0.0185, 293.33476
    0.0186, 293.33576
    0.0187, 293.33676
    0.0188, 293.33775
    0.0189, 293.33875
     0.019, 293.33975
    0.0191, 293.34075
    0.0192, 293.34174
    0.0193, 293.34274
    0.0194, 293.34374
    0.0195, 293.34474
    0.0196, 293.34573
    0.0197, 293.34673
    0.0198, 293.34773
    0.0199, 293.34872
      0.02, 293.34972
    0.0201, 293.35072
    0.0202, 293.35172
    0.0203, 293.35271
    0.0204, 293.35371
    0.0205, 293.35471
    0.0206,  293.3557
    0.0207,  293.3567
    0.0208,  293.3577
    0.0209,  293.3587
     0.021, 293.35969
    0.0211, 293.36069
    0.0212, 293.36169
    0.0213, 293.36268
    0.0214, 293.36368
    0.0215, 293.36468
    0.0216, 293.36568
    0.0217, 293.36667
    0.0218, 293.36767
    0.0219, 293.36867
     0.022, 293.36966
    0.0221, 293.37066
    0.0222, 293.37166
    0.0223, 293.37265
    0.0224, 293.37365
    0.0225, 293.37465
    0.0226, 293.37564
    0.0227, 293.37664
    0.0228, 293.37764
    0.0229, 293.37863
     0.023, 293.37963
    0.0231, 293.38063
    0.0232, 293.38163
    0.0233, 293.38262
    0.0234, 293.38362
    0.0235, 293.38462
    0.0236, 293.38561
    0.0237, 293.38661
    0.0238, 293.38761
    0.0239,  293.3886
     0.024,  293.3896
    0.0241,  293.3906
    0.0242, 293.39159
    0.0243, 293.39259
    0.0244, 293.39359
    0.0245, 293.39458
    0.0246, 293.39558
    0.0247, 293.39658
    0.0248, 293.39757
    0.0249, 293.39857
     0.025, 293.39957
    0.0251, 293.40056
    0.0252, 293.40156
    0.0253, 293.40255
    0.0254, 293.40355
    0.0255, 293.40455
    0.0256, 293.40554
    0.0257, 293.40654
    0.0258, 293.40754
    0.0259, 293.40853
     0.026, 293.40953
    0.0261, 293.41053
    0.0262, 293.41152
    0.0263, 293.41252
    0.0264, 293.41352
    0.0265, 293.41451
    0.0266, 293.41551
    0.0267,  293.4165
    0.0268,  293.4175
    0.0269,  293.4185
     0.027, 293.41949
    0.0271, 293.42049
    0.0272, 293.42149
    0.0273, 293.42248
    0.0274, 293.42348
    0.0275, 293.42447
    0.0276, 293.42547
    0.0277, 293.42647
    0.0278, 293.42746
    0.0279, 293.42846
     0.028, 293.42945
    0.0281, 293.43045
    0.0282, 293.43145
    0.0283, 293.43244
    0.0284, 293.43344
    0.0285, 293.43443
    0.0286, 293.43543
    0.0287, 293.43643
    0.0288, 293.43742
    0.0289, 293.43842
     0.029, 293.43941
    0.0291, 293.44041
    0.0292, 293.44141
    0.0293,  293.4424
    0.0294,  293.4434
    0.0295, 293.44439
    0.0296, 293.44539
    0.0297, 293.44639
    0.0298, 293.44738
    0.0299, 293.44838
      0.03, 293.44937
    0.0301, 293.45037
    0.0302, 293.45137
    0.0303, 293.45236
    0.0304, 293.45336
    0.0305, 293.45435
    0.0306, 293.45535
    0.0307, 293.45634
    0.0308, 293.45734
    0.0309, 293.45834
     0.031, 293.45933
    0.0311, 293.46033
    0.0312, 293.46132
    0.0313, 293.46232
    0.0314, 293.46331
    0.0315, 293.46431
    0.0316, 293.46531
    0.0317,  293.4663
    0.0318,  293.4673
    0.0319, 293.46829
     0.032, 293.46929
    0.0321, 293.47028
    0.0322, 293.47128
    0.0323, 293.47227
    0.0324, 293.47327
    0.0325, 293.47427
    0.0326, 293.47526
    0.0327, 293.47626
    0.0328, 293.47725
    0.0329, 293.47825
     0.033, 293.47924
    0.0331, 293.48024
    0.0332, 293.48123
    0.0333, 293.48223
    0.0334, 293.48322
    0.0335, 293.48422
    0.0336, 293.48521
    0.0337, 293.48621
    0.0338, 293.48721
    0.0339,  293.4882
     0.034,  293.4892
    0.0341, 293.49019
    0.0342, 293.49119
    0.0343, 293.49218
    0.0344, 293.49318
    0.0345, 293.49417
    0.0346, 293.49517
    0.0347, 293.49616
    0.0348, 293.49716
    0.0349, 293.49815
     0.035, 293.49915
    0.0351, 293.50014
    0.0352, 293.50114
    0.0353, 293.50213
    0.0354, 293.50313
    0.0355, 293.50412
    0.0356, 293.50512
    0.0357, 293.50611
    0.0358, 293.50711
    0.0359,  293.5081
     0.036,  293.5091
    0.0361, 293.51009
    0.0362, 293.51109
    0.0363, 293.51208
    0.0364, 293.51308
    0.0365, 293.51407
    0.0366, 293.51507
    0.0367, 293.51606
    0.0368, 293.51706
    0.0369, 293.51805
     0.037, 293.51905
    0.0371, 293.52004
    0.0372, 293.52104
    0.0373, 293.52203
    0.0374, 293.52303
    0.0375, 293.52402
    0.0376, 293.52502
    0.0377, 293.52601
    0.0378, 293.52701
    0.0379,   293.528
     0.038,   293.529
    0.0381, 293.52999
    0.0382, 293.53099
    0.0383, 293.53198
    0.0384, 293.53297
    0.0385, 293.53397
    0.0386, 293.53496
    0.0387, 293.53596
    0.0388, 293.53695
    0.0389, 293.53795
     0.039, 293.53894
    0.0391, 293.53994
    0.0392, 293.54093
    0.0393, 293.54193
    0.0394, 293.54292
    0.0395, 293.54392
    0.0396, 293.54491
    0.0397,  293.5459
    0.0398,  293.5469
    0.0399, 293.54789
      0.04, 293.54889
    0.0401, 293.54988
    0.0402, 293.55088
    0.0403, 293.55187
    0.0404, 293.55287
    0.0405, 293.55386
    0.0406, 293.55485
    0.0407, 293.55585
    0.0408, 293.55684
    0.0409, 293.55784
     0.041, 293.55883
    0.0411, 293.55983
    0.0412, 293.56082
    0.0413, 293.56181
    0.0414, 293.56281
    0.0415,  293.5638
    0.0416,  293.5648
    0.0417, 293.56579
    0.0418, 293.56679
    0.0419, 293.56778
     0.042, 293.56877
    0.0421, 293.56977
    0.0422, 293.57076
    0.0423, 293.57176
    0.0424, 293.57275
    0.0425, 293.57374
    0.0426, 293.57474
    0.0427, 293.57573
    0.0428, 293.57673
    0.0429, 293.57772
     0.043, 293.57872
    0.0431, 293.57971
    0.0432,  293.5807
    0.0433,  293.5817
    0.0434, 293.58269
    0.0435, 293.58369
    0.0436, 293.58468
    0.0437, 293.58567
    0.0438, 293.58667
    0.0439, 293.58766
     0.044, 293.58865
    0.0441, 293.58965
    0.0442, 293.59064
    0.0443, 293.59164
    0.0444, 293.59263
    0.0445, 293.59362
    0.0446, 293.59462
    0.0447, 293.59561
    0.0448, 293.59661
    0.0449,  293.5976
     0.045, 293.59859
    0.0451, 293.59959
    0.0452, 293.60058
    0.0453, 293.60157
    0.0454, 293.60257
    0.0455, 293.60356
    0.0456, 293.60456
    0.0457, 293.60555
    0.0458, 293.60654
    0.0459, 293.60754
     0.046, 293.60853
    0.0461, 293.60952
    0.0462, 293.61052
    0.0463, 293.61151
    0.0464,  293.6125
    0.0465,  293.6135
    0.0466, 293.61449
    0.0467, 293.61548
    0.0468, 293.61648
    0.0469, 293.61747
     0.047, 293.61847
    0.0471, 293.61946
    0.0472, 293.62045
    0.0473, 293.62145
    0.0474, 293.62244
    0.0475, 293.62343
    0.0476, 293.62443
    0.0477, 293.62542
    0.0478, 293.62641
    0.0479, 293.62741
     0.048,  293.6284
    0.0481, 293.62939
    0.0482, 293.63039
    0.0483, 293.63138
    0.0484, 293.63237
    0.0485, 293.63337
    0.0486, 293.63436
    0.0487, 293.63535
    0.0488, 293.63635
    0.0489, 293.63734
     0.049, 293.63833
    0.0491, 293.63933
    0.0492, 293.64032
    0.0493, 293.64131
    0.0494,  293.6423
    0.0495,  293.6433
    0.0496, 293.64429
    0.0497, 293.64528
    0.0498, 293.64628
    0.0499, 293.64727
      0.05, 293.64826
    0.0501, 293.64926
    0.0502, 293.65025
    0.0503, 293.65124
    0.0504, 293.65224
    0.0505, 293.65323
    0.0506, 293.65422
    0.0507, 293.65521
    0.0508, 293.65621
    0.0509,  293.6572
     0.051, 293.65819
    0.0511, 293.65919
    0.0512, 293.66018
    0.0513, 293.66117
    0.0514, 293.66217
    0.0515, 293.66316
    0.0516, 293.66415
    0.0517, 293.66514
    0.0518, 293.66614
    0.0519, 293.66713
     0.052, 293.66812
    0.0521, 293.66911
    0.0522, 293.67011
    0.0523,  293.6711
    0.0524, 293.67209
    0.0525, 293.67309
    0.0526, 293.67408
    0.0527, 293.67507
    0.0528, 293.67606
    0.0529, 293.67706
     0.053, 293.67805
    0.0531, 293.67904
    0.0532, 293.68003
    0.0533, 293.68103
    0.0534, 293.68202
    0.0535, 293.68301
    0.0536,   293.684
    0.0537,   293.685
    0.0538, 293.68599
    0.0539, 293.68698
     0.054, 293.68798
    0.0541, 293.68897
    0.0542, 293.68996
    0.0543, 293.69095
    0.0544, 293.69194
    0.0545, 293.69294
    0.0546, 293.69393
    0.0547, 293.69492
    0.0548, 293.69591
    0.0549, 293.69691
     0.055,  293.6979
    0.0551, 293.69889
    0.0552, 293.69988
    0.0553, 293.70088
    0.0554, 293.70187
    0.0555, 293.70286
    0.0556, 293.70385
    0.0557, 293.70485
    0.0558, 293.70584
    0.0559, 293.70683
     0.056, 293.70782
    0.0561, 293.70881
    0.0562, 293.70981
    0.0563,  293.7108
    0.0564, 293.71179
    0.0565, 293.71278
    0.0566, 293.71378
    0.0567, 293.71477
    0.0568, 293.71576
    0.0569, 293.71675
     0.057, 293.71774
    0.0571, 293.71874
    0.0572, 293.71973
    0.0573, 293.72072
    0.0574, 293.72171
    0.0575,  293.7227
    0.0576,  293.7237
    0.0577, 293.72469
    0.0578, 293.72568
    0.0579, 293.72667
     0.058, 293.72766
    0.0581, 293.72866
    0.0582, 293.72965
    0.0583, 293.73064
    0.0584, 293.73163
    0.0585, 293.73262
    0.0586, 293.73362
    0.0587, 293.73461
    0.0588,  293.7356
    0.0589, 293.73659
     0.059, 293.73758
    0.0591, 293.73858
    0.0592, 293.73957
    0.0593, 293.74056
    0.0594, 293.74155
    0.0595, 293.74254
    0.0596, 293.74353
    0.0597, 293.74453
    0.0598, 293.74552
    0.0599, 293.74651
      0.06,  293.7475
    0.0601, 293.74849
    0.0602, 293.74948
    0.0603, 293.75048
    0.0604, 293.75147
    0.0605, 293.75246
    0.0606, 293.75345
    0.0607, 293.75444
    0.0608, 293.75543
    0.0609, 293.75643
     0.061, 293.75742
    0.0611, 293.75841
    0.0612,  293.7594
    0.0613, 293.76039
    0.0614, 293.76138
    0.0615, 293.76237
    0.0616, 293.76337
    0.0617, 293.76436
    0.0618, 293.76535
    0.0619, 293.76634
     0.062, 293.76733
    0.0621, 293.76832
    0.0622, 293.76931
    0.0623, 293.77031
    0.0624,  293.7713
    0.0625, 293.77229
    0.0626, 293.77328
    0.0627, 293.77427
    0.0628, 293.77526
    0.0629, 293.77625
     0.063, 293.77725
    0.0631, 293.77824
    0.0632, 293.77923
    0.0633, 293.78022
    0.0634, 293.78121
    0.0635,  293.7822
    0.0636, 293.78319
    0.0637, 293.78418
    0.0638, 293.78518
    0.0639, 293.78617
     0.064, 293.78716
    0.0641, 293.78815
    0.0642, 293.78914
    0.0643, 293.79013
    0.0644, 293.79112
    0.0645, 293.79211
    0.0646,  293.7931
    0.0647, 293.79409
    0.0648, 293.79509
    0.0649, 293.79608
     0.065, 293.79707
    0.0651, 293.79806
    0.0652, 293.79905
    0.0653, 293.80004
    0.0654, 293.80103
    0.0655, 293.80202
    0.0656, 293.80301
    0.0657,   293.804
    0.0658,   293.805
    0.0659, 293.80599
     0.066, 293.80698
    0.0661, 293.80797
    0.0662, 293.80896
    0.0663, 293.80995
    0.0664, 293.81094
    0.0665, 293.81193
    0.0666, 293.81292
    0.0667, 293.81391
    0.0668,  293.8149
    0.0669, 293.81589
     0.067, 293.81689
    0.0671, 293.81788
    0.0672, 293.81887
    0.0673, 293.81986
    0.0674, 293.82085
    0.0675, 293.82184
    0.0676, 293.82283
    0.0677, 293.82382
    0.0678, 293.82481
    0.0679,  293.8258
     0.068, 293.82679
    0.0681, 293.82778
    0.0682, 293.82877
    0.0683, 293.82976
    0.0684, 293.83075
    0.0685, 293.83174
    0.0686, 293.83273
    0.0687, 293.83373
    0.0688, 293.83472
    0.0689, 293.83571
     0.069,  293.8367
    0.0691, 293.83769
    0.0692, 293.83868
    0.0693, 293.83967
    0.0694, 293.84066
    0.0695, 293.84165
    0.0696, 293.84264
    0.0697, 293.84363
    0.0698, 293.84462
    0.0699, 293.84561
      0.07,  293.8466
    0.0701, 293.84759
    0.0702, 293.84858
    0.0703, 293.84957
    0.0704, 293.85056
    0.0705, 293.85155
    0.0706, 293.85254
    0.0707, 293.85353
    0.0708, 293.85452
    0.0709, 293.85551
     0.071,  293.8565
    0.0711, 293.85749
    0.0712, 293.85848
    0.0713, 293.85947
    0.0714, 293.86046
    0.0715, 293.86145
    0.0716, 293.86244
    0.0717, 293.86343
    0.0718, 293.86442
    0.0719, 293.86541
     0.072,  293.8664
    0.0721, 293.86739
    0.0722, 293.86838
    0.0723, 293.86937
    0.0724, 293.87036
    0.0725, 293.87135
    0.0726, 293.87234
    0.0727, 293.87333
    0.0728, 293.87432
    0.0729, 293.87531
     0.073,  293.8763
    0.0731, 293.87729
    0.0732, 293.87828
    0.0733, 293.87927
    0.0734, 293.88026
    0.0735, 293.88125
    0.0736, 293.88224
    0.0737, 293.88323
    0.0738, 293.88422
    0.0739, 293.88521
     0.074,  293.8862
    0.0741, 293.88719
    0.0742, 293.88818
    0.0743, 293.88917
    0.0744, 293.89016
    0.0745, 293.89115
    0.0746, 293.89214
    0.0747, 293.89313
    0.0748, 293.89412
    0.0749, 293.89511
     0.075,  293.8961
    0.0751, 293.89709
    0.0752, 293.89808
    0.0753, 293.89907
    0.0754, 293.90006
    0.0755, 293.90105
    0.0756, 293.90204
    0.0757, 293.90303
    0.0758, 293.90402
    0.0759,   293.905
     0.076, 293.90599
    0.0761, 293.90698
    0.0762, 293.90797
    0.0763, 293.90896
    0.0764, 293.90995
    0.0765, 293.91094
    0.0766, 293.91193
    0.0767, 293.91292
    0.0768, 293.91391
    0.0769,  293.9149
     0.077, 293.91589
    0.0771, 293.91688
    0.0772, 293.91787
    0.0773, 293.91886
    0.0774, 293.91985
    0.0775, 293.92083
    0.0776, 293.92182
    0.0777, 293.92281
    0.0778,  293.9238
    0.0779, 293.92479
     0.078, 293.92578
    0.0781, 293.92677
    0.0782, 293.92776
    0.0783, 293.92875
    0.0784, 293.92974
    0.0785, 293.93073
    0.0786, 293.93172
    0.0787, 293.93271
    0.0788, 293.93369
    0.0789, 293.93468
     0.079, 293.93567
    0.0791, 293.93666
    0.0792, 293.93765
    0.0793, 293.93864
    0.0794, 293.93963
    0.0795, 293.94062
    0.0796, 293.94161
    0.0797,  293.9426
    0.0798, 293.94358
    0.0799, 293.94457
      0.08, 293.94556
    0.0801, 293.94655
    0.0802, 293.94754
    0.0803, 293.94853
    0.0804, 293.94952
    0.0805, 293.95051
    0.0806,  293.9515
    0.0807, 293.95248
    0.0808, 293.95347
    0.0809, 293.95446
     0.081, 293.95545
    0.0811, 293.95644
    0.0812, 293.95743
    0.0813, 293.95842
    0.0814, 293.95941
    0.0815,  293.9604
    0.0816, 293.96138
    0.0817, 293.96237
    0.0818, 293.96336
    0.0819, 293.96435
     0.082, 293.96534
    0.0821, 293.96633
    0.0822, 293.96732
    0.0823,  293.9683
    0.0824, 293.96929
    0.0825, 293.97028
    0.0826, 293.97127
    0.0827, 293.97226
    0.0828, 293.97325
    0.0829, 293.97424
     0.083, 293.97522
    0.0831, 293.97621
    0.0832,  293.9772
    0.0833, 293.97819
    0.0834, 293.97918
    0.0835, 293.98017
    0.0836, 293.98116
    0.0837, 293.98214
    0.0838, 293.98313
    0.0839, 293.98412
     0.084, 293.98511
    0.0841,  293.9861
    0.0842, 293.98709
    0.0843, 293.98807
    0.0844, 293.98906
    0.0845, 293.99005
    0.0846, 293.99104
    0.0847, 293.99203
    0.0848, 293.99302
    0.0849,   293.994
     0.085, 293.99499
    0.0851, 293.99598
    0.0852, 293.99697
    0.0853, 293.99796
    0.0854, 293.99894
    0.0855, 293.99993
    0.0856, 294.00092
    0.0857, 294.00191
    0.0858,  294.0029
    0.0859, 294.00389
     0.086, 294.00487
    0.0861, 294.00586
    0.0862, 294.00685
    0.0863, 294.00784
    0.0864, 294.00883
    0.0865, 294.00981
    0.0866,  294.0108
    0.0867, 294.01179
    0.0868, 294.01278
    0.0869, 294.01377
     0.087, 294.01475
    0.0871, 294.01574
    0.0872, 294.01673
    0.0873, 294.01772
    0.0874, 294.01871
    0.0875, 294.01969
    0.0876, 294.02068
    0.0877, 294.02167
    0.0878, 294.02266
    0.0879, 294.02365
     0.088, 294.02463
    0.0881, 294.02562
    0.0882, 294.02661
    0.0883,  294.0276
    0.0884, 294.02858
    0.0885, 294.02957
    0.0886, 294.03056
    0.0887, 294.03155
    0.0888, 294.03254
    0.0889, 294.03352
     0.089, 294.03451
    0.0891,  294.0355
    0.0892, 294.03649
    0.0893, 294.03747
    0.0894, 294.03846
    0.0895, 294.03945
    0.0896, 294.04044
    0.0897, 294.04142
    0.0898, 294.04241
    0.0899,  294.0434
      0.09, 294.04439
    0.0901, 294.04537
    0.0902, 294.04636
    0.0903, 294.04735
    0.0904, 294.04834
    0.0905, 294.04932
    0.0906, 294.05031
    0.0907,  294.0513
    0.0908, 294.05229
    0.0909, 294.05327
     0.091, 294.05426
    0.0911, 294.05525
    0.0912, 294.05624
    0.0913, 294.05722
    0.0914, 294.05821
    0.0915,  294.0592
    0.0916, 294.06019
    0.0917, 294.06117
    0.0918, 294.06216
    0.0919, 294.06315
     0.092, 294.06414
    0.0921, 294.06512
    0.0922, 294.06611
    0.0923,  294.0671
    0.0924, 294.06808
    0.0925, 294.06907
    0.0926, 294.07006
    0.0927, 294.07105
    0.0928, 294.07203
    0.0929, 294.07302
     0.093, 294.07401
    0.0931, 294.07499
    0.0932, 294.07598
    0.0933, 294.07697
    0.0934, 294.07796
    0.0935, 294.07894
    0.0936, 294.07993
    0.0937, 294.08092
    0.0938,  294.0819
    0.0939, 294.08289
     0.094, 294.08388
    0.0941, 294.08487
    0.0942, 294.08585
    0.0943, 294.08684
    0.0944, 294.08783
    0.0945, 294.08881
    0.0946,  294.0898
    0.0947, 294.09079
    0.0948, 294.09177
    0.0949, 294.09276
     0.095, 294.09375
    0.0951, 294.09473
    0.0952, 294.09572
    0.0953, 294.09671
    0.0954,  294.0977
    0.0955, 294.09868
    0.0956, 294.09967
    0.0957, 294.10066
    0.0958, 294.10164
    0.0959, 294.10263
     0.096, 294.10362
    0.0961,  294.1046
    0.0962, 294.10559
    0.0963, 294.10658
    0.0964, 294.10756
    0.0965, 294.10855
    0.0966, 294.10954
    0.0967, 294.11052
    0.0968, 294.11151
    0.0969,  294.1125
     0.097, 294.11348
    0.0971, 294.11447
    0.0972, 294.11546
    0.0973, 294.11644
    0.0974, 294.11743
    0.0975, 294.11842
    0.0976,  294.1194
    0.0977, 294.12039
    0.0978, 294.12137
    0.0979, 294.12236
     0.098, 294.12335
    0.0981, 294.12433
    0.0982, 294.12532
    0.0983, 294.12631
    0.0984, 294.12729
    0.0985, 294.12828
    0.0986, 294.12927
    0.0987, 294.13025
    0.0988, 294.13124
    0.0989, 294.13223
     0.099, 294.13321
    0.0991,  294.1342
    0.0992, 294.13518
    0.0993, 294.13617
    0.0994, 294.13716
    0.0995, 294.13814
    0.0996, 294.13913
    0.0997, 294.14012
    0.0998,  294.1411
    0.0999, 294.14209
       0.1, 294.14307
    0.1001, 294.14406
    0.1002, 294.14505
    0.1003, 294.14603
    0.1004, 294.14702
    0.1005, 294.14801
    0.1006, 294.14899
    0.1007, 294.14998
    0.1008, 294.15096
    0.1009, 294.15195
     0.101, 294.15294
    0.1011, 294.15392
    0.1012, 294.15491
    0.1013, 294.15589
    0.1014, 294.15688
    0.1015, 294.15787
    0.1016, 294.15885
    0.1017, 294.15984
    0.1018, 294.16082
    0.1019, 294.16181
     0.102,  294.1628
    0.1021, 294.16378
    0.1022, 294.16477
    0.1023, 294.16575
    0.1024, 294.16674
    0.1025, 294.16772
    0.1026, 294.16871
    0.1027,  294.1697
    0.1028, 294.17068
    0.1029, 294.17167
     0.103, 294.17265
    0.1031, 294.17364
    0.1032, 294.17463
    0.1033, 294.17561
    0.1034,  294.1766
    0.1035, 294.17758
    0.1036, 294.17857
    0.1037, 294.17955
    0.1038, 294.18054
    0.1039, 294.18153
     0.104, 294.18251
    0.1041,  294.1835
    0.1042, 294.18448
    0.1043, 294.18547
    0.1044, 294.18645
    0.1045, 294.18744
    0.1046, 294.18842
    0.1047, 294.18941
    0.1048,  294.1904
    0.1049, 294.19138
     0.105, 294.19237
    0.1051, 294.19335
    0.1052, 294.19434
    0.1053, 294.19532
    0.1054, 294.19631
    0.1055, 294.19729
    0.1056, 294.19828
    0.1057, 294.19926
    0.1058, 294.20025
    0.1059, 294.20124
     0.106, 294.20222
    0.1061, 294.20321
    0.1062, 294.20419
    0.1063, 294.20518
    0.1064, 294.20616
    0.1065, 294.20715
    0.1066, 294.20813
    0.1067, 294.20912
    0.1068,  294.2101
    0.1069, 294.21109
     0.107, 294.21207
    0.1071, 294.21306
    0.1072, 294.21404
    0.1073, 294.21503
    0.1074, 294.21601
    0.1075,   294.217
    0.1076, 294.21799
    0.1077, 294.21897
    0.1078, 294.21996
    0.1079, 294.22094
     0.108, 294.22193
    0.1081, 294.22291
    0.1082,  294.2239
    0.1083, 294.22488
    0.1084, 294.22587
    0.1085, 294.22685
    0.1086, 294.22784
    0.1087, 294.22882
    0.1088, 294.22981
    0.1089, 294.23079
     0.109, 294.23178
    0.1091, 294.23276
    0.1092, 294.23375
    0.1093, 294.23473
    0.1094, 294.23572
    0.1095,  294.2367
    0.1096, 294.23769
    0.1097, 294.23867
    0.1098, 294.23966
    0.1099, 294.24064
      0.11, 294.24162
    0.1101, 294.24261
    0.1102, 294.24359
    0.1103, 294.24458
    0.1104, 294.24556
    0.1105, 294.24655
    0.1106, 294.24753
    0.1107, 294.24852
    0.1108,  294.2495
    0.1109, 294.25049
     0.111, 294.25147
    0.1111, 294.25246
    0.1112, 294.25344
    0.1113, 294.25443
    0.1114, 294.25541
    0.1115,  294.2564
    0.1116, 294.25738
    0.1117, 294.25836
    0.1118, 294.25935
    0.1119, 294.26033
     0.112, 294.26132
    0.1121,  294.2623
    0.1122, 294.26329
    0.1123, 294.26427
    0.1124, 294.26526
    0.1125, 294.26624
    0.1126, 294.26723
    0.1127, 294.26821
    0.1128, 294.26919
    0.1129, 294.27018
     0.113, 294.27116
    0.1131, 294.27215
    0.1132, 294.27313
    0.1133, 294.27412
    0.1134,  294.2751
    0.1135, 294.27609
    0.1136, 294.27707
    0.1137, 294.27805
    0.1138, 294.27904
    0.1139, 294.28002
     0.114, 294.28101
    0.1141, 294.28199
    0.1142, 294.28298
    0.1143, 294.28396
    0.1144, 294.28494
    0.1145, 294.28593
    0.1146, 294.28691
    0.1147,  294.2879
    0.1148, 294.28888
    0.1149, 294.28986
     0.115, 294.29085
    0.1151, 294.29183
    0.1152, 294.29282
    0.1153,  294.2938
    0.1154, 294.29479
    0.1155, 294.29577
    0.1156, 294.29675
    0.1157, 294.29774
    0.1158, 294.29872
    0.1159, 294.29971
     0.116, 294.30069
    0.1161, 294.30167
    0.1162, 294.30266
    0.1163, 294.30364
    0.1164, 294.30463
    0.1165, 294.30561
    0.1166, 294.30659
    0.1167, 294.30758
    0.1168, 294.30856
    0.1169, 294.30954
     0.117, 294.31053
    0.1171, 294.31151
    0.1172,  294.3125
    0.1173, 294.31348
    0.1174, 294.31446
    0.1175, 294.31545
    0.1176, 294.31643
    0.1177, 294.31742
