"time","onOffController.reference","temperatureSensor.T","controlledTemperature1.temperatureSensor_T_res","qtronic.silver.allow_non_virtual_can","qtronic.silver.env.PROCESSOR_LEVEL","qtronic.silver.env.NUMBER_OF_PROCESSORS","qtronic.silver.env.EulerSteps","qtronic.silver.real_time","qtronic.silver.env.Timestep","qtronic.silver.macro_step","qtronic.silver.version.sp","qtronic.silver.version.minor","qtronic.silver.version.major","qtronic.silver.internal.stepDisabled","qtronic.silver.internal.pauseDisabled"
     2.282,    26.175, 25.270562, 25.269017,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.283, 26.179167, 25.279832, 25.278294,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.284, 26.183333,   25.2891,  25.28757,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.285,   26.1875, 25.298367, 25.296846,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.286, 26.191667, 25.307633,  25.30612,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.287, 26.195833, 25.316898, 25.315394,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.288,      26.2, 25.326161, 25.324667,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.289, 26.204167, 25.335423, 25.333938,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
      2.29, 26.208333, 25.344684, 25.343209,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.291,   26.2125, 25.353944, 25.352479,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.292, 26.216667, 25.363202, 25.361748,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.293, 26.220833, 25.372459, 25.371016,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.294,    26.225, 25.381715, 25.380283,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.295, 26.229167, 25.390969, 25.389549,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.296, 26.233333, 25.400223, 25.398814,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.297,   26.2375, 25.409475, 25.408079,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.298, 26.241667, 25.418725, 25.417342,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.299, 26.245833, 25.427975, 25.426604,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
       2.3,     26.25, 25.437223, 25.435866,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.301, 26.254167,  25.44647, 25.445127,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.302, 26.258333, 25.455715, 25.454386,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.303,   26.2625,  25.46496, 25.463645,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.304, 26.266667, 25.474203, 25.472903,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.305, 26.270833, 25.483444,  25.48216,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.306,    26.275, 25.492685, 25.491416,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.307, 26.279167, 25.501924, 25.500671,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.308, 26.283333, 25.511162, 25.509925,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.309,   26.2875, 25.520399, 25.519178,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
      2.31, 26.291667, 25.529634,  25.52843,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.311, 26.295833, 25.538868, 25.537682,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.312,      26.3, 25.548101, 25.546932,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.313, 26.304167, 25.557333, 25.556181,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.314, 26.308333, 25.566563,  25.56543,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.315,   26.3125, 25.575792, 25.574678,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.316, 26.316667,  25.58502, 25.583924,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.317, 26.320833, 25.594246,  25.59317,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.318,    26.325, 25.603472, 25.602415,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.319, 26.329167, 25.612696, 25.611659,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
      2.32, 26.333333, 25.621918, 25.620902,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.321,   26.3375,  25.63114, 25.630144,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.322, 26.341667,  25.64036, 25.639385,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.323, 26.345833, 25.649579, 25.648626,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.324,     26.35, 25.658796, 25.657865,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.325, 26.354167, 25.668013, 25.667103,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.326, 26.358333, 25.677228, 25.676341,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.327,   26.3625, 25.686442, 25.685577,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.328, 26.366667, 25.695654, 25.694813,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.329, 26.370833, 25.704866, 25.704048,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
      2.33,    26.375, 25.714076, 25.713281,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.331, 26.379167, 25.723284, 25.722514,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.332, 26.383333, 25.732492, 25.731746,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.333,   26.3875, 25.741698, 25.740977,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.334, 26.391667, 25.750903, 25.750207,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.335, 26.395833, 25.760107, 25.759436,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.336,      26.4, 25.769309, 25.768665,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.337, 26.404167, 25.778511, 25.777892,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.338, 26.408333,  25.78771, 25.787118,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.339,   26.4125, 25.796909, 25.796344,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
      2.34, 26.416667, 25.806106, 25.805568,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.341, 26.420833, 25.815303, 25.814792,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.342,    26.425, 25.824497, 25.824015,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.343, 26.429167, 25.833691, 25.833236,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.344, 26.433333, 25.842883, 25.842457,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.345,   26.4375, 25.852074, 25.851677,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.346, 26.441667, 25.861264, 25.860896,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.347, 26.445833, 25.870453, 25.870114,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.348,     26.45,  25.87964, 25.879332,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.349, 26.454167, 25.888826, 25.888548,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
      2.35, 26.458333, 25.898011, 25.897763,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.351,   26.4625, 25.907194, 25.906978,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.352, 26.466667, 25.916376, 25.916191,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.353, 26.470833, 25.925557, 25.925404,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.354,    26.475, 25.934737, 25.934615,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.355, 26.479167, 25.943916, 25.943826,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.356, 26.483333, 25.953093, 25.953036,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.357,   26.4875, 25.962269, 25.962245,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.358, 26.491667, 25.971443, 25.971453,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.359, 26.495833, 25.980617,  25.98066,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
      2.36,      26.5, 25.989789, 25.989866,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.361, 26.504167,  25.99896, 25.999071,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.362, 26.508333, 26.008129, 26.008275,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.363,   26.5125, 26.017298, 26.017479,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.364, 26.516667, 26.026465, 26.026681,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.365, 26.520833, 26.035631, 26.035882,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.366,    26.525, 26.044795, 26.045083,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.367, 26.529167, 26.053958, 26.054283,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.368, 26.533333,  26.06312, 26.063482,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.369,   26.5375, 26.072281, 26.072679,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
      2.37, 26.541667, 26.081441, 26.081876,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.371, 26.545833, 26.090599, 26.091072,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.372,     26.55, 26.099756, 26.100267,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.373, 26.554167, 26.108912, 26.109461,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.374, 26.558333, 26.118066, 26.118655,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.375,   26.5625,  26.12722, 26.127847,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.376, 26.566667, 26.136372, 26.137038,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.377, 26.570833, 26.145522, 26.146229,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.378,    26.575, 26.154672, 26.155418,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.379, 26.579167,  26.16382, 26.164607,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
      2.38, 26.583333, 26.172967, 26.173795,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.381,   26.5875, 26.182113, 26.182982,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.382, 26.591667, 26.191257, 26.192168,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.383, 26.595833,   26.2004, 26.201352,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.384,      26.6, 26.209542, 26.210537,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.385, 26.604167, 26.218683,  26.21972,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.386, 26.608333, 26.227822, 26.228902,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.387,   26.6125,  26.23696, 26.238083,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.388, 26.616667, 26.246097, 26.247264,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.389, 26.620833, 26.255233, 26.256443,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
      2.39,    26.625, 26.264367, 26.265622,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.391, 26.629167, 26.273501, 26.274799,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.392, 26.633333, 26.282632, 26.283976,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.393,   26.6375, 26.291763, 26.293152,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.394, 26.641667, 26.300892, 26.302327,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.395, 26.645833, 26.310021,   26.3115,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.396,     26.65, 26.319148, 26.320673,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.397, 26.654167, 26.328273, 26.329846,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.398, 26.658333, 26.337397, 26.339017,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.399,   26.6625, 26.346521, 26.348187,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
       2.4, 26.666667, 26.355642, 26.357356,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.401, 26.670833, 26.364763, 26.366525,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.402,    26.675, 26.373882, 26.375692,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.403, 26.679167, 26.383001, 26.384859,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.404, 26.683333, 26.392117, 26.394025,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.405,   26.6875, 26.401233,  26.40319,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.406, 26.691667, 26.410347, 26.412353,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.407, 26.695833,  26.41946, 26.421516,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.408,      26.7, 26.428572, 26.430678,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.409, 26.704167, 26.437683, 26.439839,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
      2.41, 26.708333, 26.446792,    26.449,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.411,   26.7125,   26.4559, 26.458159,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.412, 26.716667, 26.465007, 26.467317,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.413, 26.720833, 26.474113, 26.476475,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.414,    26.725, 26.483217, 26.485631,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.415, 26.729167,  26.49232, 26.494787,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.416, 26.733333, 26.501422, 26.503942,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.417,   26.7375, 26.510523, 26.513095,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.418, 26.741667, 26.519622, 26.522248,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.419, 26.745833,  26.52872,   26.5314,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
      2.42,     26.75, 26.537817, 26.540551,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.421, 26.754167, 26.546913, 26.549701,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.422, 26.758333, 26.556007, 26.558851,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.423,   26.7625,   26.5651, 26.567999,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.424, 26.766667, 26.574192, 26.577146,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.425, 26.770833, 26.583282, 26.586293,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.426,    26.775, 26.592372, 26.595438,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.427, 26.779167,  26.60146, 26.604583,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.428, 26.783333, 26.610547, 26.613727,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.429,   26.7875, 26.619632,  26.62287,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
      2.43, 26.791667, 26.628717, 26.632011,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.431, 26.795833,   26.6378, 26.641152,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.432,      26.8, 26.646882, 26.650292,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.433, 26.804167, 26.655962, 26.659432,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.434, 26.808333, 26.665042,  26.66857,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.435,   26.8125,  26.67412, 26.677707,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.436, 26.816667, 26.683197, 26.686844,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.437, 26.820833, 26.692272, 26.695979,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.438,    26.825, 26.701347, 26.705114,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.439, 26.829167,  26.71042, 26.714247,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
      2.44, 26.833333, 26.719492,  26.72338,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.441,   26.8375, 26.728563, 26.732512,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.442, 26.841667, 26.737632, 26.741643,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.443, 26.845833,   26.7467, 26.750773,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.444,     26.85, 26.755767, 26.759902,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.445, 26.854167, 26.764833,  26.76903,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.446, 26.858333, 26.773897, 26.778157,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.447,   26.8625,  26.78296, 26.787284,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.448, 26.866667, 26.792022, 26.796409,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.449, 26.870833, 26.801083, 26.805534,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
      2.45,    26.875, 26.810143, 26.814657,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.451, 26.879167, 26.819201,  26.82378,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.452, 26.883333, 26.828258, 26.832902,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.453,   26.8875, 26.837314, 26.842023,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.454, 26.891667, 26.846368, 26.851143,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.455, 26.895833, 26.855421, 26.860262,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.456,      26.9, 26.864473,  26.86938,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.457, 26.904167, 26.873524, 26.878497,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.458, 26.908333, 26.882574, 26.887614,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.459,   26.9125, 26.891622, 26.896729,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
      2.46, 26.916667, 26.900669, 26.905844,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.461, 26.920833, 26.909715, 26.914957,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.462,    26.925, 26.918759,  26.92407,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.463, 26.929167, 26.927803, 26.933182,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.464, 26.933333, 26.936845, 26.942292,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.465,   26.9375, 26.945886, 26.951402,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.466, 26.941667, 26.954925, 26.960511,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.467, 26.945833, 26.963964,  26.96962,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.468,     26.95, 26.973001, 26.978727,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.469, 26.954167, 26.982037, 26.987833,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
      2.47, 26.958333, 26.991071, 26.996939,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.471,   26.9625, 27.000105, 27.006043,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.472, 26.966667, 27.009137, 27.015147,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.473, 26.970833, 27.018168, 27.024249,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.474,    26.975, 27.027197, 27.033351,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.475, 26.979167, 27.036226, 27.042452,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.476, 26.983333, 27.045253, 27.051552,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.477,   26.9875, 27.054279, 27.060651,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.478, 26.991667, 27.063304, 27.069749,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
     2.479, 26.995833, 27.072327, 27.078846,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
      2.48,        27,  27.08135, 27.087942,         0,         6,         2,        10,         0,     0.001,     0.001,         0,         0,1.4821969e-323,         0,         0
