    "time",  "iAC[1]",  "iAC[2]",  "iAC[3]",  "Losses",  "uAC[1]",  "uAC[2]",  "uAC[3]",     "uDC"
    0.0492,0.24371875, 224.29511,-224.53883, 1722.5077, -143.4826, 530.68419,-387.20159, 526.23642
    0.0494,0.18364968, 262.70534,-262.88899, 1891.5069,-171.82625, 527.30236,-355.47611, 522.77782
    0.0496,0.12285736, 317.31333,-317.43619, 2156.4357,-200.86113, 524.57975,-323.71861, 519.94604
    0.0498,0.061574925, 383.21295,-383.27453, 2501.2987,-230.55637, 522.68772,-292.13135, 517.92227
      0.05,5.5382774e-005, 455.21766,-455.21771, 2905.1485,-260.83922, 521.73383,-260.89461, 516.82444
    0.0502,-0.061466535, 528.00051,-527.93905, 3340.7731, -291.6092, 521.75181,-230.14261, 516.69691
    0.0504,-0.12274589, 596.24673,-596.12398, 3774.7658,-322.72591,  522.7058,-199.97989, 517.51448
    0.0506,-0.18354011, 654.77163,-654.58809, 4168.7194,-354.01531, 524.49033,-170.47502, 519.18202
    0.0508,-0.24361142, 698.64856,-698.40494, 4481.7418,-385.27255, 526.93342,-141.66088, 521.53742
     0.051,-0.30272058, 723.35156,-723.04884, 4674.1131,-416.25964, 529.79839,-113.53875, 524.35304
    0.0512,-0.36063505, 724.82309,-724.46246, 4711.1548,-446.71558, 532.79575,-86.080172, 527.34753
    0.0514,-0.41712625, 699.63137,-699.21424, 4567.9313,-476.35554, 535.58441,-59.228872, 530.18664
    0.0516,-0.47197122, 645.01197,   -644.54, 4232.9591,-504.87829, 537.78489,  -32.9066, 532.49641
    0.0518,-0.52495359,  558.9762,-558.45125, 3711.6379,-531.97023, 538.98634,-7.0161129, 533.86999
     0.052,-16.349968, 448.19479,-431.84483, 3038.7817,-538.36985, 538.78535,-0.41549444, 533.90639
    0.0522,-86.339629, 331.32637,-244.98674, 2356.1634,-536.83775,  536.9964,-0.15864695, 532.42116
    0.0524,-209.72469, 210.00653,-0.28184229, 1669.8829,-533.75814, 407.80035, 125.95778, 529.33947
    0.0526,-233.82811, 234.05191,-0.22379096,  1762.975,-530.05907, 376.92513, 153.13394, 525.59225
    0.0528,-277.25076, 277.41421,-0.1634538, 1960.5847,-526.84981, 345.15188, 181.69792, 522.29619
     0.053,-335.30898, 335.41145,-0.10247155, 2248.8761,-524.35295,  313.4123, 210.94065, 519.68328
    0.0532,-403.03007, 403.07116,-0.04108487, 2610.5951,-522.71681, 281.90086, 240.81595, 517.91175
    0.0534,-475.17482, 475.15436,0.020463932, 3022.8921,-522.01721, 250.77663, 271.24058, 517.06792
    0.0536,-546.45142, 546.36949,0.08193192, 3456.8794,-522.27225, 220.17013, 302.10213, 517.18048
    0.0538,-611.60654, 611.46347, 0.1430766, 3877.7391,-523.42925, 190.17626,   333.253, 518.20723
     0.054,-665.54423, 665.34058,0.20365662, 4246.2963,-525.36371, 160.85344, 364.51027, 520.03387
    0.0542,-703.45857, 703.19514,0.26343291, 4521.8862, -527.8844, 132.22562, 395.65879,  522.4788
    0.0544, -720.9591, 720.63693,0.32216954, 4666.1291, -530.7393, 104.28472, 426.45458, 525.29877
    0.0546, -714.1834, 713.80377,0.37963472, 4647.1909,-533.62235, 76.993623, 456.62873, 528.19543
    0.0548,-679.89536, 679.45976,0.43560166, 4444.0572,-536.18138, 50.289642, 485.89174, 530.82309
     0.055,-615.43539, 614.94554,0.48984947, 4049.4794,-538.03231, 24.091174, 513.94114, 532.80301
    0.0552,-519.22917, 518.41762,0.81154974, 3473.0198,-538.74999,0.51760555, 538.23238, 533.71342
    0.0554,-406.69503, 372.68861, 34.006418, 2788.3418,-537.98022,0.33868186, 537.64154, 533.20191
    0.0556,-288.80389,  165.9599,   122.844, 2130.8184,-535.60909,0.043115856, 535.56598,  531.1554
    0.0558,-215.64343,0.26353909, 215.37989, 1687.7245,-397.79383,-134.25447,  532.0483, 527.61834
     0.056,-247.33773,0.20376501, 247.13396, 1820.4792,-366.12765,-162.36243, 528.49008, 523.99666
    0.0562,-296.81778,0.14318622,  296.6746, 2053.8313,-334.35019,-191.16383, 525.51402, 520.92157
    0.0564,-359.28041,0.08204398, 359.19837, 2372.8585,-302.67956, -220.6355, 523.31506, 518.59763
    0.0566, -429.6289,0.02057467, 429.60832, 2758.5481,-271.29977,-250.72508, 522.02485, 517.16666
    0.0568, -502.5673,-0.040974915, 502.60828, 3185.8819,-240.36331,-281.33826, 521.70157, 516.69743
     0.057,-572.76051,-0.10236135, 572.86287, 3623.4857,-209.98595, -312.3474, 522.33335, 517.18877
    0.0572,-634.96888,-0.16334411, 635.13223, 4034.4736,-180.24687,-343.59114, 523.83801, 518.56896
    0.0574,-684.16554,-0.22368308, 684.38923, 4378.4887,-151.19093,-374.87423, 526.06516, 520.69766
    0.0576, -715.6681,-0.28313846, 715.95124, 4614.9648,-122.83069,-405.96943, 528.80012, 523.36955
    0.0578,-725.26089,-0.34147719, 725.60237, 4707.1622,-95.146233,-436.62376,    531.77,  526.3202
     0.058,-709.29585,-0.39846788, 709.69432, 4626.4639,-68.091313,-466.55959, 534.65091, 529.23298
    0.0582,-664.78065, -0.453886, 665.23454,  4356.514,-41.594694,-495.48115, 537.07584,  531.7469
    0.0584,-589.44708,-0.50751284, 589.95459, 3896.6717,-15.564853, -523.0782, 538.64305, 533.46473
    0.0586,-479.37807,-5.4500602, 484.82813, 3262.7687,-0.47392754,-538.45743, 538.93136, 533.96823
    0.0588,-312.99424,-57.006408, 370.00065, 2573.5308,-0.25598758,-537.41085, 537.66684, 532.98492
     0.059,-85.654744,-163.83962, 249.49437, 1941.6631,0.078184802,-534.84553, 534.76734, 530.43326
    0.0592,-0.24371875,-223.41343, 223.65714, 1719.3726,  143.7058, -531.1306,  387.4248, 526.68459
    0.0594,-0.18364968,-261.04406, 261.22771, 1884.2606, 172.04215,-527.73417, 355.69202, 523.21295
    0.0596,-0.12285583,-314.96292, 315.08578,  2145.119, 201.06262,-524.98119, 323.91857, 520.35219
    0.0598,-0.06157712,-380.22479, 380.28636, 2485.7537, 230.73928,-523.05574, 292.31646, 518.29628
      0.06,-5.5406606e-005,-451.65058, 451.65063, 2885.2619, 261.00009,-522.05559,  261.0555, 517.15333
    0.0602,0.061466538,-523.89054, 523.82907, 3316.4059, 291.74393,-522.02127, 230.27733, 516.97459
    0.0604,0.12274585,-591.74373, 591.62098, 3746.6278, 322.83171,-522.91745, 200.08574, 517.73513
    0.0606,0.18354085,-649.96868, 649.78514, 4137.3873, 354.08989,-524.63874, 170.54885, 519.34003
    0.0608,0.24361142,-693.68658, 693.44297, 4448.3059, 385.31104,-527.01041, 141.69937, 521.62434
     0.061,0.30272058, -718.3086, 718.00588, 4639.4603, 416.26532,-529.80976, 113.54444,  524.3745
    0.0612,0.36063504,-719.90383,  719.5432, 4677.1351, 446.68561,-532.73582, 86.050211, 527.29744
    0.0614,0.41712625,-694.99405, 694.57693, 4536.1303, 476.29044,-535.45422, 59.163778, 530.06572
    0.0616,0.47197125,-640.71669, 640.24472, 4204.2477, 504.78224,-537.59276, 32.810523, 532.31288
    0.0618,0.52495359,-555.04408, 554.51913, 3686.5208, 531.84807,-538.74203, 6.8939573, 533.63354
     0.062, 16.571855,-444.80772, 428.23586, 3018.1997, 538.08232,-538.49399, 0.4116636, 533.62202
    0.0622, 86.899637,-328.62806, 241.72842, 2341.0606, 536.51059,-536.66542,0.15482863, 532.09614
    0.0624, 209.22736,-209.51077,0.28340709, 1666.9804, 533.40155,-408.40446,-124.99709, 528.98388
    0.0626, 233.86141, -234.0852,0.22379096, 1762.2028, 529.70317,-376.74718,-152.95599, 525.23628
    0.0628, 277.82334, -277.9868, 0.1634538, 1962.5995, 526.50239,-344.97818,-181.52421, 521.94763
     0.063, 336.47718,-336.57965,0.10247156, 2254.2381, 524.01683,-313.24424,-210.77258, 519.34482
    0.0632, 404.73109,-404.77217,0.041084908,  2619.326, 522.40345, -281.7442,-240.65925, 517.59499
    0.0634, 477.38286,-477.36239,-0.020463882, 3035.2106, 521.74347,-250.63978,-271.10368, 516.78976
    0.0636, 549.08866,-549.00672,-0.081931914, 3472.6157, 522.04947,-220.05874,-301.99073, 516.95242
    0.0638, 614.54942,-614.40634,-0.1430766, 3896.2803, 523.26314, -190.0932,-333.16994, 518.03523
     0.064, 668.67288,-668.46922,-0.20365662,  4266.862, 525.25622, -160.7997,-364.45653, 519.92013
    0.0642, 706.63276,-706.36932,-0.26343475, 4543.3895, 527.83569,-132.20034,-395.63535, 522.42374
    0.0644, 724.04649,-723.72432,-0.3221695,  4687.406, 530.74806,-104.28912,-426.45894, 525.30135
    0.0646, 717.07736,-716.69772,-0.37963423, 4667.1946, 533.68347, -77.02443,-456.65904, 528.25076
    0.0648, 682.51662,-682.08102,-0.43560439, 4461.9533,  536.2881,-50.341637,-485.94647, 530.92458
     0.065, 617.78852,-617.30456,-0.48395774, 4062.2107, 538.17452,-27.108146,-511.06637,  532.9405
    0.0652, 521.23142, -520.6295,-0.60191979, 3485.9502, 538.92254,-0.52002706,-538.40251, 533.88175
    0.0654, 408.29017,-374.65663,-33.633538,  2798.082, 538.17533,-0.34102275, -537.8343, 533.39346
    0.0656, 289.92978,-167.70675,-122.22303, 2137.0676, 535.81968,-0.04548368,-535.77419, 531.36311
    0.0658, 215.52281,-0.26353964,-215.25927, 1687.7023,  397.9007,  134.3608, -532.2615, 527.83178
     0.066, 246.83986,-0.20376501,-246.63609, 1818.5496, 366.23264, 162.46742,-528.70006, 524.20764
    0.0662, 295.98283,-0.14318622,-295.83964, 2050.0272, 334.45003, 191.26367, -525.7137, 521.12293
    0.0664, 358.12301,-0.082041901,-358.04097, 2367.0548, 302.77102, 220.72904,-523.50007, 518.78495
    0.0666, 428.17004,-0.020574672,-428.14947, 2750.6436, 271.38202, 250.80733,-522.18935, 517.33407
    0.0668, 500.84908,0.040974195,-500.89006, 3175.9341, 240.43409, 281.40832,-521.84241, 516.84171
     0.067, 570.83182,0.10236135,-570.93419, 3611.6624, 210.04252, 312.40397,-522.44649, 517.30577
    0.0672, 632.88385,0.16334454, -633.0472, 4021.0718, 180.28806, 343.63277,-523.92083, 518.65595
    0.0674, 681.97368,0.22368308,-682.19736, 4363.8797, 151.21716, 374.90046,-526.11763, 520.75451
    0.0676,  713.4392,0.28313884,-713.72233, 4599.7409, 122.84039, 405.97952,-528.81991, 523.39381
    0.0678, 723.03948,0.34147718,-723.38096, 4691.8223, 95.140555, 436.61808,-531.75863, 526.31328
     0.068, 707.13032,0.39846788,-707.52879, 4611.5638,  68.06998, 466.53826,-534.60824, 529.19465
    0.0682, 662.70338,  0.453886,-663.15727, 4342.5046, 41.558175, 495.44463, -537.0028, 531.67802
    0.0684, 587.54535,0.50751284,-588.05286, 3884.3207, 15.513261,  523.0266,-538.53986, 533.36534
    0.0686, 477.61978, 5.5056083,-483.12539, 3252.2268, 0.4721137, 538.33092,-538.80304, 533.84337
    0.0688, 311.39428, 57.213236,-368.60752, 2565.4879,0.25418079, 537.26417,-537.51835, 532.83942
     0.069, 84.220663, 164.21703,-248.43769, 1936.2748,-0.079996285, 534.68311,-534.60311, 530.27152
    0.0692,0.24371875, 223.35518, -223.5989, 1718.6454,-143.62192, 530.96284,-387.34092, 526.51695
    0.0694,0.18364968, 261.27789,-261.46153, 1885.0025,-171.95883, 527.56753, -355.6087, 523.04585
    0.0696,0.12285583, 315.47559,-315.59845, 2147.3972,-200.98272, 524.82139,-323.83867, 520.19137
    0.0698,0.061577128, 380.98925,-381.05082, 2489.5745,-230.66279, 522.90278,-292.23998, 518.14178
      0.07,5.5406474e-005, 452.66182,-452.66187, 2890.7693,-260.93032, 521.91605,-260.98573, 517.01177
    0.0702,-0.061466536,  525.1727,-525.11123, 3323.8981,-291.68216, 521.89772,-230.21556, 516.84848
    0.0704,-0.12274589, 593.20653,-593.08378, 3755.6669,-322.77948, 522.81295,-200.03347,  517.6277
    0.0706,-0.18354084, 651.58365,-651.40011, 4147.8288,-354.04888, 524.55675,-170.50786, 519.25481
    0.0708,-0.24361142, 695.38085,-695.13724, 4459.6417,-385.28453,  526.9574,-141.67287, 521.56793
     0.071,-0.30272059,  720.0614,-719.75868, 4651.4271,-416.25078, 529.78066,-113.52988,  524.3419
    0.0712,-0.36063504,  721.5815,-721.22086, 4688.6727,-446.68568, 532.73596, -86.05028, 527.29423
    0.0714,-0.41712626, 696.49822,-696.08109, 4546.4028,-476.30533, 535.48398,-59.178654, 530.09247
    0.0716,-0.47197124, 642.05346,-641.58149, 4213.1559,-504.80851,  537.6453,-32.836796, 532.36274
    0.0718,-0.5249536, 556.24819,-555.72324, 3694.1881, -531.8822, 538.81027,-6.9280757, 533.69938
     0.072,-16.509684, 445.85459,-429.34491, 3024.5253,-538.16332, 538.57615,-0.41283481, 533.70203
    0.0722,-86.741643, 329.47945, -242.7378, 2345.7846,-536.60398, 536.75997, -0.155996, 532.18883
    0.0724,-209.40976, 209.69285,-0.28309092, 1668.0439,-533.50437, 408.29779, 125.20659, 529.08634
    0.0726,-233.90136, 234.12516,-0.22379076, 1762.6685,-529.80534, 376.79816, 153.00718, 525.33838
    0.0728,-277.67352, 277.83698,-0.1634538, 1962.1013,-526.60446, 345.02921, 181.57525,    522.05
     0.073,-336.15246, 336.25493,-0.10247156,  2252.761,-524.11562, 313.29364, 210.82198, 519.44426
    0.0732,  -404.257, 404.29808,-0.041084922, 2616.9012,-522.49458, 281.78977, 240.70481, 517.68707
    0.0734,-476.75094, 476.73047,0.020463883, 3031.6763,-521.81917, 250.67763, 271.14154, 516.86673
    0.0736,-548.33829, 548.25635,0.081931912, 3468.1554,-522.12059,  220.0943, 302.02629, 517.02504
    0.0738,-613.67949, 613.53641, 0.1430766, 3890.8093,-523.31746, 190.12036,  333.1971, 518.09129
     0.074,-667.71725,  667.5136,0.20365552, 4260.5827,-525.29165, 160.81796, 364.47368, 519.95747
    0.0742,-705.65816, 705.39472,0.26343291, 4536.7898,-527.85345, 132.21014, 395.64331, 522.44345
    0.0744,-723.07295, 722.75078, 0.3221697, 4680.7082,-530.75118, 104.29058,  426.4606, 525.30641
    0.0746,-716.13988, 715.76025,0.37963472, 4660.7329,-533.67193, 77.018416, 456.65352,  528.2411
    0.0748, -681.5588,  681.1232,0.43560165, 4455.4584,-536.26731, 50.332609,  485.9347,  530.9057
     0.075,-616.86467, 616.37482,0.48984948, 4059.0043,-538.14257,   24.1463, 513.99627,  532.9104
    0.0752,-520.44432, 519.64743,0.79689298, 3480.8199,-538.87694,0.51885001, 538.35809, 533.83792
    0.0754,-407.61345, 373.76947, 33.843976, 2794.0041,  -538.121,0.33992516, 537.78108, 533.34069
    0.0756,-289.39973, 166.87734, 122.52239, 2134.2483,-535.75951,0.044354911, 535.71516, 531.30431
    0.0758,-215.53006,0.26353972, 215.26652, 1687.5766,-397.87029,-134.33031,  532.2006, 527.77087
     0.076,-246.92119,0.20376501, 246.71742, 1818.8012,-366.20339,-162.43818, 528.64157, 524.14898
    0.0762,-296.17226,0.14318622, 296.02907, 2050.8601,-334.42165,-191.23528, 525.65693, 521.06578
    0.0764,-358.39989,0.082042332, 358.31785, 2368.4232,-302.74534,-220.70293, 523.44827,  518.7326
    0.0766,-428.53557,0.020574669,   428.515, 2752.6133,-271.35948,-250.78479, 522.14427, 517.28826
    0.0768,-501.28518,-0.040974195, 501.32616, 3178.4472,-240.41417,-281.38841, 521.80258, 516.80101
     0.077,-571.32749,-0.10236135, 571.42985, 3614.6904,-210.02622,-312.38768,  522.4139, 517.27218
    0.0772,-633.45258,-0.16334454, 633.61592, 4024.6991,-180.27167,-343.61637, 523.88805, 518.62202
    0.0774,-682.65668,-0.22368308, 682.88037, 4368.3709,-151.19767,-374.88097, 526.07864, 520.71416
    0.0776,-714.26058,-0.28313884, 714.54372,  4605.257,-122.81922,-405.95835, 528.77757, 523.34982
    0.0778,-724.03906,-0.34147719, 724.38053, 4698.5941,-95.118756,-436.59629, 531.71504, 526.26768
     0.078,-708.32855,-0.39846788, 708.72701, 4619.6373,-68.049955,-466.51823, 534.56819,  529.1522
    0.0782,-664.12179, -0.453886, 664.57568, 4351.8498,-41.542005,-495.42846, 536.97046, 531.64284
    0.0784,-589.14649,-0.50751284,   589.654, 3894.4374, -15.50408,-523.01743, 538.52151, 533.34378
    0.0786, -479.3982,-5.5094808, 484.90768, 3262.7724,-0.47388825,-538.32933, 538.80322, 533.83999
    0.0788,-313.15814,-57.208183, 370.36632, 2574.9889,-0.2559497,-537.28624, 537.54219, 532.85974
     0.079,-85.952274,-164.17795, 250.13023, 1944.3089,0.078225603,-534.72814, 534.64992,  530.3149
    0.0792,-0.24371875,-224.10341, 224.34713, 1722.4579, 143.65104,-531.02108, 387.37004, 526.57369
    0.0794,-0.18364968,-261.87845,  262.0621, 1888.2118, 171.99349,-527.63685, 355.64336, 523.11397
    0.0796,-0.12285583,-315.96607, 316.08892, 2150.1728, 201.02048,-524.89691, 323.87644, 520.26591
    0.0798,-0.061577127,-381.34281, 381.40438, 2491.7359, 230.70323,-522.98365, 292.28042, 518.22195
      0.08,-5.5406444e-005,-452.88196, 452.88201, 2892.2654, 260.97241,-522.00024, 261.02782, 517.09551
    0.0802,0.061466535,-525.25656, 525.19509, 3324.6311, 291.72501,-521.98342, 230.25841, 516.93401
    0.0804, 0.1227459,-593.13823, 593.01549, 3755.4545, 322.82239,-522.89876, 200.07637, 517.71365
    0.0806,0.18354103,-651.38738, 651.20384, 4146.7494, 354.09051, -524.6398, 170.54929, 519.33826
    0.0808,0.24361161,-695.04718, 694.80357, 4457.5883, 385.32428,-527.03671, 141.71243, 521.64791
     0.081,0.30272034,-719.59838, 719.29566, 4648.4383, 416.28757,-529.85449, 113.56692, 524.41665
    0.0812,0.36063505,-721.00601, 720.64538, 4684.8898, 446.71899,-532.80256, 86.083574, 527.36198
    0.0814,0.41712625,-695.81508, 695.39795, 4541.9258, 476.33427,-535.54187, 59.207606, 530.15173
    0.0816,0.47197353,-641.28593, 640.81395, 4208.2493,  504.8336,-537.69319, 32.859592, 532.41216
    0.0818,0.52495845,-555.40469, 554.87973, 3689.0455, 531.90311,-538.84725, 6.9441384, 533.73804
     0.082, 16.483488,-444.94483, 428.46135, 3019.4036, 538.18936,-538.60134,0.41197744, 533.72901
    0.0822, 86.692456,-328.52655, 241.83409,  2340.946, 536.61751,-536.77265,0.15514148, 532.20336
    0.0824, 208.89714,-209.18042,0.28328075, 1665.6233, 533.50517,-408.39311,-125.11207, 529.08816
    0.0826, 233.42159,-233.64538,0.22379113, 1760.2851,  529.7984,-376.79488,-153.00353,  525.3324
    0.0828, 277.27344,-277.43689, 0.1634538, 1960.0173, 526.58853,-345.02125,-181.56728, 522.03487
     0.083, 335.76913, -335.8716,0.10247156, 2250.6565, 524.09332,-313.28249,-210.81083, 519.42273
    0.0832, 403.91129,-403.95237,0.041084928,  2614.892, 522.46782,-281.77639,-240.69142,   517.661
    0.0834, 476.45571,-476.43524,-0.020463883,  3029.862, 521.79133,-250.66371,-271.12762, 516.83948
    0.0836,  548.0882,-548.00627,-0.081931872, 3466.5103, 522.08286,-220.07545,-302.00741, 516.98781
    0.0838, 613.52428, -613.3812,-0.1430766, 3889.7046, 523.27745,-190.10036, -333.1771, 518.05159
     0.084,  667.6352,-667.43155,-0.20365663, 4259.9429, 525.25587,-160.79952,-364.45635, 519.92185
    0.0842,  705.6441,-705.38067,-0.26343291, 4536.5996, 527.81735,-132.19209,-395.62526, 522.40738
    0.0844, 723.09107, -722.7689,-0.32216954, 4680.7472, 530.71859,-104.27436,-426.44423, 525.27379
    0.0846, 716.15911,-715.77948,-0.37963472, 4660.7931, 533.64485,-77.004872,-456.63998, 528.21398
    0.0848, 681.66349,-681.22789,-0.43560166,  4456.085, 536.23835,-50.318129,-485.92022, 530.87653
     0.085, 617.05451,-616.56466,-0.48984947, 4060.1532, 538.11344,-24.131738, -513.9817, 532.88089
    0.0852, 520.70238,-519.90237,-0.80001282, 3482.3009, 538.85098,-0.51910184,-538.33188, 533.81146
    0.0854, 407.92525,-374.05055,-33.874701, 2795.6451, 538.09893,-0.34017551,-537.75875, 533.31803
    0.0856, 289.75583,-167.18019,-122.57564, 2135.9349, 535.74196,-0.044604508,-535.69736,  531.2861
    0.0858, 215.75566,-0.26353963,-215.49212, 1688.6374, 397.86367, 134.32377,-532.18744, 527.75725
     0.086, 247.18186,-0.20376501, -246.9781, 1820.0717, 366.19799, 162.43278,-528.63077, 524.13766
    0.0862,  296.4494,-0.14318701,-296.30621, 2052.2754, 334.41817, 191.23101,-525.64918, 521.05748
    0.0864, 358.69662,-0.082042339,-358.61458, 2370.0179, 302.74224, 220.69982,-523.44205, 518.72579
    0.0866, 428.83214,-0.02057467,-428.81156, 2754.2922, 271.35671, 250.78202,-522.13873, 517.28213
    0.0868, 501.58776,0.040974195,-501.62873, 3180.2591, 240.41344, 281.38768,-521.80112, 516.79895
     0.087, 571.63474,0.10236135, -571.7371, 3616.6205, 210.02628, 312.38773,-522.41401, 517.27168
    0.0872, 633.72649,0.16334449,-633.88983, 4026.5214, 180.27821, 343.62286,-523.90107,  518.6345
    0.0874, 682.85534,0.22368308,-683.07902, 4369.7803, 151.21171, 374.89501,-526.10672, 520.74184
    0.0876, 714.31532,0.28313884,-714.59846, 4605.7502, 122.84175, 405.98088,-528.82263, 523.39477
    0.0878, 723.92339,0.34147719,-724.26487, 4697.9447, 95.146769,  436.6243,-531.77107, 526.32394
     0.088, 707.97604,0.39846787,-708.37451, 4617.4016, 68.082277, 466.55055,-534.63282, 529.21754
    0.0882, 663.53652,  0.453886, -663.9904, 4348.1335, 41.575108, 495.46156,-537.03667, 531.71021
    0.0884, 588.23986,0.50751284,-588.74738, 3888.8538, 15.536629, 523.04997, -538.5866, 533.41069
    0.0886, 478.23561, 5.4810828,-483.71669, 3255.9273,0.47275406, 538.38609,-538.85885, 533.89797
    0.0888,  311.9415, 57.123369,-369.06487, 2568.1827,0.25481788, 537.32612,-537.58093,   532.901
     0.089, 84.700963, 164.05624,-248.75721, 1937.9527,-0.079355201, 534.74998,-534.67062, 530.33824
    0.0892,0.24371853, 223.31122,-223.55494, 1718.6112, -143.6563, 531.03139,-387.37508, 526.58558
    0.0894,0.18364968, 261.08878,-261.27243, 1884.2285,-171.99301,  527.6359,-355.64288, 523.11459
    0.0896,0.12285584, 315.18168,-315.30454, 2146.0196,-201.01481, 524.88558,-323.87077, 520.25615
    0.0898,0.06157713, 380.59361,-380.65519, 2487.5405,-230.69152, 522.96024,-292.26872, 518.20004
      0.09,5.5367048e-005, 452.16746,-452.16752, 2888.0248,-260.95447, 521.96432,-261.00984, 517.06102
    0.0902,-0.061466535, 524.60354,-524.54207, 3320.5255, -291.7007,  521.9348, -230.2341,  516.8867
    0.0904,-0.1227459, 592.58944, -592.4667, 3751.8078,-322.79287, 522.83972,-200.04685,  517.6557
    0.0906,-0.18354083, 650.93806,-650.75452, 4143.6101,-354.05693, 524.57284,-170.51591,  519.2722
    0.0908,-0.24361142, 694.73062,-694.48701, 4455.2501,-385.28709, 526.96252,-141.67543, 521.57436
     0.091,-0.30272059, 719.42558,-719.12286, 4647.0431,-416.24812, 529.77535,-113.52723, 524.33786
    0.0912,-0.36063505, 720.98297,-720.62233,  4684.515,-446.67804, 532.72066,-86.042625, 527.28012
    0.0914,-0.41712625, 695.95298,-695.53585, 4542.6425,-476.29322, 535.45977,-59.166549, 530.06935
    0.0916,-0.47197125, 641.58031,-641.10834, 4209.9661,-504.79247, 537.61322,-32.820752, 532.33161
    0.0918,-0.52495352, 555.86442,-555.33947, 3691.6988,-531.86289, 538.77173,-6.9088426, 533.66161
     0.092, -16.54377, 445.56503,-429.02126,  3022.696,-538.12061, 538.53308,-0.41247708, 533.65957
    0.0922,-86.824612, 329.28881, -242.4642,  2344.632,-536.55821, 536.71385,-0.15563944, 532.14317
    0.0924,-209.43387, 209.71699,-0.28311881, 1668.0427,-533.45695, 408.28802, 125.16893, 529.03886
    0.0926,-233.98054, 234.20433,-0.22379096, 1762.9393,-529.75988, 376.77553, 152.98435, 525.29276
    0.0928, -277.8546, 278.01805,-0.1634538, 1962.9085,-526.55955, 345.00676, 181.55279, 522.00473
     0.093,-336.40846, 336.51093,-0.10247156, 2254.0164,-524.07267, 313.27216,  210.8005, 519.40079
    0.0932,-404.57477, 404.61585,-0.041084916, 2618.5857,-522.45639, 281.77067, 240.68572, 517.64825
    0.0934,-477.12919, 477.10873,0.020463883, 3033.8357,-521.79085, 250.66347, 271.12738, 516.83766
    0.0936, -548.7588, 548.67687,0.081931912,  3470.685,-522.09244, 220.08022, 302.01222, 516.99604
    0.0938,-614.15123, 614.00816,0.14307544, 3893.8096,-523.30111, 190.11276, 333.18835, 518.07399
     0.094, -668.2034, 667.99975,0.20365664, 4263.8167,-525.28898, 160.81607, 364.47291, 519.95383
    0.0942,-706.11987, 705.85643,0.26344382, 4539.9615,-527.86143, 132.20867, 395.65276, 522.45051
    0.0944,-723.51964, 723.19747,0.32216918,  4683.822,-530.76545, 104.29797, 426.46748, 525.31979
    0.0946, -716.5138, 716.13416,0.37963317, 4663.3567,-533.69446, 77.030456, 456.66401, 528.26288
    0.0948,-681.89926, 681.46366,0.43560276, 4457.8172, -536.2937,  50.34525, 485.94845, 530.93141
     0.095,-617.18265,  616.6928,0.48984691,  4061.134,-538.17115, 24.161874, 514.00928, 532.93835
    0.0952,-520.68604, 519.89191,0.79412628,  3482.399,-538.91058,0.51909726, 538.39148, 533.87107
    0.0954,-407.77765, 373.97463, 33.803019, 2795.0603,-538.15723,0.34017127, 537.81705, 533.37655
    0.0956, -289.4818, 167.04106, 122.44074, 2134.7785,-535.79725,0.044600276, 535.75265,  531.3418
    0.0958,  -215.468,0.26353967, 215.20446, 1687.3744,-397.88905,-134.34911, 532.23816, 527.80855
     0.096,-246.78086,0.20376501, 246.57709, 1818.1993, -366.2219,-162.45668, 528.67858, 524.18628
    0.0962,-295.96347,0.14318622, 295.82029, 2049.8694,  -334.439,-191.25264, 525.69164,  521.1009
    0.0964,-358.14057,0.082042338, 358.05853, 2367.0974,-302.76109,-220.71867, 523.47976,  518.7646
    0.0966,-428.23282,0.020574561, 428.21224, 2750.9581,-271.37351,-250.79893, 522.17245, 517.31705
    0.0968,-500.94126,-0.040974194, 500.98224, 3176.4513,-240.42719,-281.40142, 521.82861, 516.82773
     0.097, -570.9367,-0.1023615, 571.03907, 3612.2963, -210.0377, -312.3993,   522.437, 517.29607
    0.0972,-632.99397,-0.16334454, 633.15731,  4021.778,-180.28566,-343.63036, 523.91602, 518.65091
    0.0974,-682.07891,-0.22368349, 682.30259, 4364.5824,-151.21601,-374.89972, 526.11573,  520.7524
    0.0976,-713.52365,-0.28313884, 713.80678,  4600.326,-122.84168, -405.9808, 528.82248,  523.3962
    0.0978,-723.10089,-0.34147742, 723.44237, 4692.2581,-95.142847, -436.6206, 531.76345, 526.31797
     0.098,-707.16352,-0.39846788, 707.56199, 4611.8088,-68.073459,-466.54174,  534.6152, 529.20154
    0.0982,-662.71306,-0.45388599, 663.16695, 4342.5891,-41.561965,-495.44841, 537.01038, 531.68557
    0.0984,-587.49315,-0.50751285, 588.00066, 3884.0132,-15.517702,-523.03105, 538.54876, 533.37434
    0.0986,-477.56715,-5.5018982, 483.06905, 3251.9219,-0.47206478,-538.33871, 538.81078, 533.85122
    0.0988,  -311.333,-57.201093, 368.53409, 2565.1228,-0.25413165,-537.27106, 537.52519, 532.84639
     0.099,-84.156234,-164.19664, 248.35287, 1935.8944,0.080040326,-534.68882, 534.60878, 530.27734
    0.0992,-0.24371876,-223.31179, 223.55551,  1718.443, 143.62376,-530.96653, 387.34277, 526.52072
