    "time",  "iAC[1]",  "iAC[2]",  "iAC[3]",  "Losses",  "uAC[1]",  "uAC[2]",  "uAC[3]",     "uDC"
    0.0492,0.24371875, 223.34289,-223.58661, 1717.7971, -143.4724, 530.66379,-387.19139, 526.21792
    0.0494,0.18364968, 261.78801,-261.97166, 1886.7986,-171.81074, 527.27134, -355.4606, 522.74863
    0.0496,0.12285583, 316.46574,-316.58859, 2151.8645,-200.84068, 524.53733,-323.69664, 519.90532
    0.0498,0.061577128, 382.44766,-382.50924, 2496.9344,-230.52918, 522.63555,-292.10637, 517.87164
      0.05,5.5406042e-005, 454.54611,-454.54616,  2901.084,-260.80832, 521.67204,-260.86372, 516.76399
    0.0502,-0.061466534, 527.43854,-527.37707,  3337.162,-291.57442, 521.68225,-230.10783, 516.62848
    0.0504,-0.1227459, 595.80425, -595.6815, 3771.7484, -322.6883, 522.63058,-199.94228, 517.44014
    0.0506,-0.18354083, 654.45326,-654.26972, 4166.4091,-353.97623, 524.41145,-170.43521, 519.10377
    0.0508,-0.24361142, 698.45893,-698.21532, 4480.2424,-385.23193, 526.85219,-141.62026, 521.45657
     0.051,-0.30272058, 723.27842, -722.9757, 4673.3975, -416.2193, 529.71771,-113.49841, 524.27251
    0.0512,-0.36063505, 724.86655,-724.50592, 4711.2452,-446.67596,  532.7165,-86.040547, 527.26819
    0.0514,-0.41712625, 699.77837,-699.36124, 4568.7277,-476.31747, 535.50828,-59.190803, 530.11021
    0.0516,-0.47197125, 645.25682,-644.78485, 4234.3764,-504.84221,  537.7127,-32.870492, 532.42374
    0.0518,-0.52495359, 559.30372,-558.77876, 3713.4985,-531.93658, 538.91905,-6.9824676, 533.80204
     0.052,-16.403972, 448.64354,-432.23957, 3041.1212, -538.3078, 538.72363,-0.41583518, 533.84383
    0.0522, -86.46079, 331.90169, -245.4409, 2358.9121,-536.78288, 536.94186,-0.15897995,  532.3656
    0.0524,-210.15824, 210.44153,-0.28328361, 1672.2663,-533.71153, 408.49771, 125.21381, 529.29199
    0.0526,-234.33091,  234.5547,-0.22379096, 1765.3429,-530.01666, 376.90392, 153.11273, 525.54883
    0.0528,-277.80843, 277.97188,-0.1634538, 1963.3429,-526.81587, 345.13492, 181.68095, 522.26114
     0.053,-335.93022, 336.03269,-0.10247156,  2252.124,-524.32686, 313.39926,  210.9276, 519.65595
    0.0532,-403.68696, 403.72805,-0.04108491, 2614.2399,-522.70171, 281.89333, 240.80838, 517.89534
    0.0534,-475.85062, 475.83016,0.020463883,  3026.894,-522.02373, 250.77991, 271.24382, 517.07309
    0.0536,-547.09871, 547.01678,0.081931914, 3460.9667,-522.30545, 220.18673, 302.11872, 517.21238
    0.0538, -612.1581, 612.01502, 0.1430766,  3881.447,-523.48888, 190.20607, 333.28281, 518.26575
     0.054,-665.92684, 665.72318,0.20365662, 4249.0604,-525.44701, 160.89509, 364.55192, 520.11641
    0.0542,-703.60335, 703.33992,0.26343291, 4523.1411,-527.98724, 132.27704, 395.71021, 522.58136
    0.0544,-720.80693, 720.48476,0.32216954, 4665.3908, -530.8565, 104.34332, 426.51318, 525.41627
    0.0546,-713.68924,  713.3096,0.37963472, 4644.1381,-533.74788, 77.056388, 456.69149, 528.32195
    0.0548,-679.02525, 678.58964,0.43560168, 4438.5545,-536.30822, 50.353056, 485.95517, 530.95168
     0.055,-614.30984, 613.81999,0.48984947, 4042.5245, -538.1479, 24.148966, 513.99893, 532.92084
    0.0552,-517.90861, 517.15943,0.74917792, 3465.3951,-538.85029,0.51640973, 538.33388, 533.81629
    0.0554, -405.1841, 371.35849, 33.825616, 2780.3438,-538.06294,0.33753254,  537.7254, 533.28747
    0.0556,-287.14563, 164.54375, 122.60188, 2122.9132, -535.6719,0.041941824, 535.62996, 531.22129
    0.0558,-214.60957,0.26353964, 214.34603, 1682.8223,-397.81618,-134.27628, 532.09246, 527.66457
     0.056,-246.24336,0.20376501,  246.0396, 1815.1059,-366.14256,-162.37735, 528.51991, 524.02868
    0.0562,-295.69028,0.14318622,  295.5471,  2048.031,-334.35777,-191.17141, 525.52917, 520.93899
    0.0564,-358.14726,0.082042337, 358.06522,   2366.71,-302.67952, -220.6371, 523.31662, 518.60145
    0.0566, -428.5048,0.02057467, 428.48422, 2752.0939,-271.29313,-250.71844, 522.01157, 517.15562
    0.0568,-501.47387,-0.040974195, 501.51485, 3179.2457,-240.34968,-281.32391, 521.67359, 516.67165
     0.057,-571.72416,-0.10236135, 571.82652, 3616.8643,-209.96492,-312.32638, 522.29129, 517.14879
    0.0572,-634.01064,-0.16334454, 634.17399, 4028.0699,-180.21903,-343.56373, 523.78275, 518.51562
    0.0574,-683.30651,-0.22368308, 683.53019, 4372.5317,-151.15728,-374.84058, 525.99786, 520.63207
    0.0576,-714.93013,-0.28313884, 715.21327, 4609.7012,-122.79162,-405.93075, 528.72238, 523.29329
    0.0578,-724.65934,-0.34147719, 725.00082, 4702.7865,-95.102989,-436.58052, 531.68351, 526.23491
     0.058,-708.83556,-0.39846788, 709.23403, 4623.0701,-68.044306,-466.51258, 534.55689, 529.13989
    0.0582,-664.46383, -0.453886, 664.91772, 4354.1377,-41.544335,-495.43079, 536.97512, 531.64681
    0.0584, -589.2818,-0.50751284, 589.78932, 3895.3385,-15.511855, -523.0252, 538.53705, 533.35906
    0.0586,-479.35666,-5.5004265, 484.85709, 3262.5447,-0.47385576,-538.34912, 538.82297, 533.85984
    0.0588,-313.09069,-57.175025, 370.26572, 2574.5259,-0.25591541,-537.30481, 537.56073, 532.87844
     0.059,-85.855089,-164.12693, 249.98202, 1943.6634,0.078271762,-534.74518, 534.66691, 530.33214
    0.0592,-0.24371875,-223.98373, 224.22745, 1721.9118, 143.65848,-531.03595, 387.37747,  526.5888
    0.0594,-0.18364968,-261.80441, 261.98806, 1887.8638, 171.99832,-527.64651, 355.64819, 523.12378
    0.0596,-0.12285583,-315.85917, 315.98202, 2149.6375, 201.02562,-524.90719, 323.88158,  520.2764
    0.0598,-0.061577128,-381.23528, 381.29685, 2491.1638, 230.70737,-522.99193, 292.28456, 518.23045
      0.06,-5.5406043e-005,-452.75542, 452.75548, 2891.5479, 260.97574,-522.00689, 261.03115, 517.10242
    0.0602,0.061466535,-525.11037,  525.0489, 3323.7531, 291.72754,-521.98848, 230.26094, 516.93936
    0.0604, 0.1227459,-592.99521, 592.87247, 3754.5494, 322.82346, -522.9009, 200.07744, 517.71608
    0.0606,0.18354083,-651.23212, 651.04858, 4145.7241,  354.0903,-524.63959, 170.54928, 519.33835
    0.0608,0.24361142,-694.89758, 694.65396, 4456.5678, 385.32285,-527.03403, 141.71118, 521.64553
     0.061,0.30272059,-719.45454, 719.15182, 4647.4375, 416.28532,-529.84975, 113.56443,  524.4122
    0.0612,0.36063507,-720.86745, 720.50682, 4683.9186, 446.71555,-532.79568, 86.080124, 527.35537
    0.0614,0.41712625,-695.69352, 695.27639, 4541.0788,  476.3299,-535.53313, 59.203232, 530.14323
    0.0616,0.47197125,-641.17568, 640.70371, 4207.4981, 504.82737,-537.68303, 32.855656, 532.40223
    0.0618,0.52495359, -555.3172, 554.79225, 3688.4682, 531.89489,-538.83566, 6.9407746, 533.72663
     0.062, 16.493901,-444.88425, 428.39035, 3019.0071,  538.1769,-538.58879,0.41189604,  533.7166
    0.0622, 86.718736,-328.49094,  241.7722, 2340.7136, 536.60461,-536.75966,0.15505331, 532.19047
    0.0624,  208.9146,-209.19785,0.28324435, 1665.6616, 533.49172,-408.36818,-125.12354, 529.07468
    0.0626, 233.46579,-233.68958,0.22379096, 1760.4637, 529.78348,-376.78733,-152.99614, 525.31738
    0.0628, 277.33912,-277.50257, 0.1634538, 1960.3159, 526.57452,-345.01424,-181.56028, 522.02073
     0.063, 335.86654,-335.96901,0.10247156, 2251.1493, 524.08288,-313.27727,-210.80561, 519.41209
    0.0632, 404.02839,-404.06947,0.04108491, 2615.5296, 522.46035,-281.77265, -240.6877,  517.6533
    0.0634,  476.5881,-476.56763,-0.020463883, 3030.6409, 521.79041,-250.66325,-271.12716,  516.8383
    0.0636, 548.21626,-548.13433,-0.081931901, 3467.3089, 522.08528,-220.07665,-302.00863, 516.98997
    0.0638, 613.63038, -613.4873,-0.1430766, 3890.4129, 523.28674,  -190.105,-333.18174, 518.06067
     0.064, 667.71892,-667.51526,-0.20365662, 4260.5308, 525.26735,-160.80526,-364.46209, 519.93317
    0.0642,  705.6728,-705.40936,-0.26343291, 4536.8386, 527.83392,-132.20038,-395.63355,  522.4239
    0.0644, 723.10709,-722.78492,-0.32216954, 4680.8949, 530.73282,-104.28148,-426.45134, 525.28799
    0.0646, 716.16809,-715.78846,-0.37963472, 4660.8853, 533.65642, -77.01066,-456.64576, 528.22553
    0.0648, 681.62994,-681.19434,-0.43560166, 4455.8934, 536.25108,-50.324495,-485.92659, 530.88933
     0.065, 616.97793,-616.48808,-0.48984947, 4059.6921,  538.1261, -24.13807,-513.98803, 532.89371
    0.0652, 520.58032, -519.8318,-0.7485239, 3481.6549, 538.86412,-0.51908276,-538.34504, 533.82479
    0.0654, 407.78886,-373.99289,-33.795965, 2794.9822, 538.11193,-0.34019659,-537.77174, 533.33123
    0.0656, 289.60684,-167.10207,-122.50477,   2135.25, 535.75453,-0.044597255,-535.70993, 531.29889
    0.0658, 215.63374,-0.26353964, -215.3702, 1688.0724,  397.8688,  134.3289, -532.1977, 527.76776
     0.066, 247.08024,-0.20376501,-246.87648, 1819.5826, 366.20129, 162.43607,-528.63736, 524.14446
    0.0662, 296.32199,-0.14318622, -296.1788, 2051.6324, 334.42104, 191.23468,-525.65572, 521.06427
    0.0664, 358.56109,-0.082042337,-358.47905, 2369.3011, 302.74589, 220.70347,-523.44936, 518.73337
    0.0666, 428.69183,-0.02057467,-428.67126, 2753.5128,  271.3609, 250.78621,-522.14711, 517.29079
    0.0668, 501.43426,0.040974195,-501.47523, 3179.3598, 240.41767, 281.39191,-521.80958, 516.80771
     0.067, 571.45929,0.10236135,-571.56165, 3615.5466, 210.03172, 312.39317,-522.42489, 517.28292
    0.0672, 633.52722,0.16334454,-633.69057, 4025.2458, 180.28309, 343.62779,-523.91089, 518.64471
    0.0674, 682.61606,0.22368308,-682.83974, 4368.1997, 151.21723, 374.90053,-526.11776, 520.75335
    0.0676, 714.04892,0.28313884,-714.33205, 4603.9478, 122.84613, 405.98526, -528.8314, 523.40407
    0.0678, 723.60708,0.34147719,-723.94856, 4695.7869, 95.150894, 436.62842,-531.77932, 526.33282
     0.068, 707.63725,0.39846788,-708.03571, 4615.1009, 68.084575, 466.55285,-534.63743, 529.22282
    0.0682, 663.14499,  0.453886,-663.59888, 4345.5355,  41.57608, 495.46253,-537.03861, 531.71294
    0.0684, 587.87245,0.50751284,-588.37996, 3886.5095, 15.534383, 523.04773,-538.58211, 533.40693
    0.0686, 477.89577, 5.4852542,-483.38102, 3253.9047,0.47241004, 538.37627,-538.84868, 533.88848
    0.0688, 311.61393, 57.139164,-368.75309, 2566.4586,0.25447451, 537.31194,-537.56641, 532.88712
     0.069,  84.38481, 164.09277,-248.47758, 1936.5976,-0.079707878, 534.73215,-534.65245, 530.32065
    0.0692,0.24371875, 223.24914,-223.49285,  1718.251,-143.64542, 531.00984,-387.36442, 526.56416
    0.0694,0.18364968, 261.12168,-261.30533, 1884.3295,-171.98065, 527.61116,-355.63051, 523.08979
    0.0696,0.12285583, 315.24304,-315.36589, 2146.2841, -201.0037, 524.86335,-323.85965, 520.23379
    0.0698,0.061577128, 380.69785,-380.75942, 2488.0647,-230.68172, 522.94063,-292.25891, 518.18022
      0.07,5.5405878e-005, 452.30968,-452.30973, 2888.8118,-260.94705, 521.94951,-261.00246, 517.04593
    0.0702,-0.061466535, 524.76687,-524.70541, 3321.4981,-291.69633, 521.92606,-230.22973, 516.87764
    0.0704,-0.1227459, 592.75765,-592.63491, 3752.8674,-322.79073, 522.83544,-200.04471,  517.6511
    0.0706,-0.18354084, 651.10067,-650.91713, 4144.6834,-354.05698, 524.57294,-170.51596, 519.27197
    0.0708,-0.24361142, 694.87629,-694.63268, 4456.2483,-385.28929, 526.96692,-141.67763, 521.57846
     0.071,-0.30272059, 719.54521,-719.24249,  4647.886,-416.25208, 529.78327,-113.53119, 524.34554
    0.0712,-0.36063505, 721.06598,-720.70534, 4685.1148,-446.68351, 532.73161,-86.048099,  527.2909
    0.0714,-0.41712625, 695.99531,-695.57818,  4542.964,-476.29974, 535.47281, -59.17307,  530.0823
    0.0716,-0.47197125, 641.57372,-641.10175, 4209.9608, -504.7996, 537.62748,-32.827879, 532.34588
    0.0718,-0.52495359, 555.80285, -555.2779, 3691.3548,-531.87017, 538.78623,-6.9160576, 533.67622
     0.072,-16.532294, 445.46542,-428.93312, 3022.1769,-538.13423, 538.54663,-0.41240042, 533.67331
    0.0722,-86.800321, 329.15745,-242.35712, 2344.0034,-536.57039, 536.72595,-0.15555665,  532.1555
    0.0724,-209.33812, 209.62137,-0.28324502, 1667.6422,-533.46683, 408.35607, 125.11076, 529.04894
    0.0726,-233.92595, 234.14974,-0.22379096, 1762.6822,-529.76448, 376.77784, 152.98665, 525.29747
    0.0728,-277.82536, 277.98881,-0.1634538, 1962.7654,-526.56191, 345.00794, 181.55397, 522.00715
     0.073,-336.36731, 336.46979,-0.10247156, 2253.8069,-524.07664, 313.27415, 210.80249, 519.40485
    0.0732,-404.53381, 404.57489,-0.04108491,  2618.367, -522.4607, 281.77282, 240.68787, 517.65263
    0.0734,-477.08713, 477.06667,0.020463879, 3033.6025, -521.7967,  250.6664,  271.1303, 516.84359
    0.0736,-548.70106, 548.61913,0.081931914, 3470.3393,-522.09695, 220.08248, 302.01447, 517.00067
    0.0738,-614.08973, 613.94666, 0.1430766, 3893.4219,-523.30453, 190.11389, 333.19063, 518.07754
     0.074,-668.14208, 667.93843,0.20365662, 4263.4135,-525.29112, 160.81715, 364.47397, 519.95609
    0.0742,  -706.053, 705.78957,0.26343291, 4539.5061,-527.86276, 132.21479, 395.64796, 522.45197
    0.0744,-723.43571, 723.11354,0.32216954, 4683.2464,-530.76635, 104.29824, 426.46811, 525.32086
    0.0746,-716.43591, 716.05628,0.37963471, 4662.8229,-533.69443, 77.029667, 456.66476,   528.263
    0.0748,-681.82942, 681.39382,0.43560166, 4457.3444, -536.2926, 50.345253, 485.94735, 530.93045
     0.075,-617.10644, 616.61659,0.48984947, 4060.6394,-538.16989, 24.159963, 514.00993, 532.93724
    0.0752,-520.63191, 519.88761,0.74429828, 3482.1175,-538.90924, 0.5191428,  538.3901,  533.8698
    0.0754,-407.73783, 373.99878, 33.739045, 2794.8808,-538.15673, 0.3402594, 537.81647, 533.37607
    0.0756, -289.4578, 167.05823, 122.39958, 2134.6663,-535.79789,0.044658606, 535.75323, 531.34244
    0.0758,-215.43663,0.26353964, 215.17309, 1687.2228,-397.88916,-134.34926, 532.23842, 527.80888
     0.076,-246.81786,0.20376501, 246.61409, 1818.3739,-366.22005,-162.45483, 528.67488, 524.18251
    0.0762,-296.00155,0.14318622, 295.85836, 2050.0611,-334.43796, -191.2516, 525.68956, 521.09875
    0.0764,-358.18941,0.082042337, 358.10736,   2367.36,-302.76061, -220.7182, 523.47881, 518.76356
    0.0766, -428.2764,0.02057467, 428.25583, 2751.2052,-271.37325,-250.79856,  522.1718, 517.31631
    0.0768,-500.98314,-0.040974195, 501.02411, 3176.7029,-240.42726, -281.4015, 521.82876,  516.8278
     0.077,-570.98102,-0.10236135, 571.08338, 3612.5761,-210.03809,-312.39954, 522.43763, 517.29661
    0.0772,-633.03322,-0.16334454, 633.19657, 4022.0373,-180.28625,-343.63096, 523.91721, 518.65203
    0.0774,-682.11736,-0.22368308, 682.34104, 4364.8451,-151.21705,-374.90035,  526.1174, 520.75399
    0.0776,-713.55611,-0.28313885, 713.83925, 4600.5535,-122.84264,-405.98177, 528.82442, 523.39808
    0.0778, -723.1307,-0.34147719, 723.47218, 4692.4696,-95.144148,-436.62168, 531.76583, 526.32028
     0.078,-707.18787,-0.39846788, 707.58633, 4611.9817,-68.074734,-466.54301, 534.61775, 529.20404
    0.0782,-662.73335, -0.453886, 663.18724, 4342.7316,-41.563402,-495.44985, 537.01325, 531.68841
    0.0784, -587.5079,-0.50751284, 588.01541, 3884.1148,-15.519197,-523.03254, 538.55174, 533.37729
    0.0786,-477.57866,-5.5005899, 483.07925, 3251.9941,-0.4720776,-538.34203, 538.81411, 533.85453
    0.0788,-311.33758,-57.194153, 368.53173, 2565.1242,-0.25414317,-537.27432, 537.52846, 532.84967
     0.079,-84.152353,-164.19054, 248.34289, 1935.8579,0.080038108,-534.69229, 534.61225, 530.28082
    0.0792,-0.24371875,-223.29764, 223.54136, 1718.3826, 143.62542,-530.96984, 387.34442, 526.52406
    0.0794,-0.18364968,  -261.236, 261.41965, 1884.8041, 171.96126,-527.57238, 355.61113, 523.05078
    0.0796,-0.12285583,-315.42053, 315.54338, 2147.1215, 200.98536,-524.82667, 323.84131, 520.19675
    0.0798,-0.061577128,-380.93399, 380.99556, 2489.2799, 230.66478,-522.90676, 292.24197, 518.14587
      0.08,-5.5406054e-005,-452.59991, 452.59996, 2890.4183, 260.93195,-521.91931, 260.98736, 517.01516
    0.0802,0.061466535,-525.10411, 525.04264, 3323.4863, 291.68338,-521.90017, 230.21679, 516.85107
    0.0804, 0.1227459,-593.13388, 593.01113,  3755.208,  322.7802,-522.81437, 200.03418, 517.62927
    0.0806,0.18354083, -651.5089, 651.32536, 4147.3365, 354.04909,-524.55717, 170.50808, 519.25538
    0.0808,0.24361142,-695.30521,  695.0616, 4459.1275, 385.28421,-526.95676, 141.67255, 521.56744
     0.081,0.30272059,-719.98718, 719.68446, 4650.9125, 416.24994,  -529.779, 113.52905, 524.34038
    0.0812,0.36063505,-721.50992, 721.14928, 4688.1731, 446.68433,-532.73325, 86.048921, 527.29166
    0.0814,0.41712625,-696.43128, 696.01416, 4545.9391, 476.30346,-535.48025, 59.176792, 530.08888
    0.0816,0.47197125,-641.99255, 641.52058, 4212.7438, 504.80617,-537.64063, 32.834454, 532.35819
    0.0818,0.52495359,-556.19628, 555.67132, 3693.8504, 531.87942,-538.80473, 6.9253074, 533.69394
     0.082,  16.51491,-445.81525, 429.30034, 3024.2753, 538.15723,-538.57001,0.41278501, 533.69597
    0.0822, 86.755399,-329.45092, 242.69552, 2345.6132,  536.5976,-536.75354,0.15593996, 532.18247
    0.0824, 209.41409,-209.69733,0.28324546, 1668.0905,  533.4974,-408.37157,-125.12583, 529.07935
    0.0826, 233.95071, -234.1745,0.22379096, 1762.8862,  529.7956, -376.7934,-153.00221, 525.32854
    0.0828,  277.7987,-277.96215, 0.1634538, 1962.7104, 526.59295,-345.02346,-181.56949, 522.03824
     0.083, 336.29009,-336.39256,0.10247156, 2253.4737, 524.10706,-313.28936, -210.8177, 519.43542
    0.0832, 404.40785,-404.44893,0.04108491, 2617.7357, 522.48989,-281.78742,-240.70247, 517.68208
    0.0834, 476.91372,-476.89326,-0.020463883, 3032.6502, 521.82424,-250.68017,-271.14407, 516.87148
    0.0836, 548.48267,-548.40073,-0.081931914, 3469.0544, 522.12271,-220.09536,-302.02735, 517.02687
    0.0838, 613.83264,-613.68956,-0.1430766, 3891.8208,  523.3266,-190.12493,-333.20167, 518.10012
     0.084, 667.85323,-667.64958,-0.20365662, 4261.5346, 525.30906,-160.82612,-364.48294, 519.97461
    0.0842, 705.73832,-705.47489,-0.26343291, 4537.3971, 527.87666,-132.22174,-395.65491,  522.4665
    0.0844,  723.1033,-722.78113,-0.32216954, 4680.9818, 530.77576,-104.30295,-426.47281, 525.33093
    0.0846, 716.09244, -715.7128,-0.37963472, 4660.4784, 533.69874,-77.031819,-456.66692,   528.268
    0.0848, 681.48538,-681.04978,-0.43560165, 4455.0298, 536.29164,-50.344776,-485.94687, 530.93018
     0.085, 616.76847,-616.27862,-0.48984948, 4058.4405, 538.16422,-24.157126, -514.0071, 532.93225
    0.0852, 520.30975,-519.56458,-0.74516698, 3480.1273, 538.89912,-0.5188189, -538.3803, 533.86033
    0.0854, 407.44492,-373.68933,-33.755584, 2793.1972, 538.14273,-0.33993341, -537.8028, 533.36267
    0.0856, 289.19969,-166.76734,-122.43235, 2133.3407, 535.78021,-0.044334941,-535.73588, 531.32532
    0.0858, 215.35532,-0.26353964,-215.09178, 1686.7757, 397.87926, 134.33936,-532.21862, 527.78924
     0.086, 246.76834,-0.20376501,-246.56457, 1818.0735, 366.20982,  162.4446,-528.65442, 524.16215
    0.0862, 295.98559,-0.14318622,-295.84241, 2049.9239, 334.42749, 191.24113,-525.66862, 521.07784
    0.0864, 358.20757,-0.082042337,-358.12553,  2367.404,  302.7501, 220.70768,-523.45778,  518.7425
    0.0866, 428.32908,-0.02057467, -428.3085, 2751.4524, 271.36292, 250.78823,-522.15116, 517.29556
    0.0868,   501.069,0.040974195,-501.10997, 3177.1654, 240.41711, 281.39135,-521.80846, 516.80733
     0.087, 571.10043,0.10236135,-571.20279, 3613.2769, 210.02861, 312.39007,-522.41868, 517.27742
    0.0872, 633.18393,0.16334454,-633.34727, 4022.9754, 180.27748, 343.62219,-523.89967, 518.63418
    0.0874, 682.29662,0.22368308, -682.5203, 4366.0104, 151.20936, 374.89267,-526.10203, 520.73826
    0.0876, 713.75962,0.28313884,-714.04276,  4601.914, 122.83624, 405.97536, -528.8116, 523.38485
    0.0878, 723.35266,0.34147719,-723.69414, 4693.9725, 95.139205, 436.61673,-531.75594, 526.30995
     0.088, 707.42396,0.39846788,-707.82243,  4613.575,  68.07133, 466.53961,-534.61094, 529.19676
    0.0882,  662.9781,  0.453886,-663.43199, 4344.3492, 41.561649,  495.4481,-537.00975, 531.68441
    0.0884, 587.75613,0.50751284,-588.26365, 3885.6899,  15.51915, 523.03249,-538.55164,  533.3767
    0.0886, 477.82385, 5.4997506, -483.3236, 3253.4499,0.47232362, 538.34477,-538.81709, 533.85702
    0.0888,  311.5774, 57.188765,-368.76616, 2566.4017,0.25438838, 537.28024,-537.53463, 532.85536
     0.089, 84.383362, 164.17716,-248.56052, 1936.8989,-0.079793719,  534.7012,-534.62141, 530.28954
    0.0892,0.24371875, 223.38317,-223.62689, 1718.8287,-143.63073, 530.98045,-387.34972,  526.5345
    0.0894,0.18364968, 261.30296,-261.48661,  1885.172,-171.96706, 527.58398,-355.61692, 523.06224
    0.0896,0.12285583, 315.46718,-315.59003, 2147.3987,-200.99149, 524.83894,-323.84745, 520.20894
    0.0898,0.061577128, 380.95987,-381.02145, 2489.4559,-230.67117, 522.91954,-292.24836,  518.1586
      0.09,5.5406042e-005, 452.60388,-452.60393, 2890.4748,-260.93841, 521.93222,-260.99381, 517.02806
    0.0902,-0.061466535, 525.08585,-525.02439,  3323.408,-291.68974, 521.91289,-230.22315, 516.86382
    0.0904,-0.1227459, 593.09486,-592.97211, 3754.9915,-322.78636,  522.8267,-200.04034, 517.64168
    0.0906,-0.18354083, 651.44881,-651.26527, 4146.9701, -354.0549, 524.56879,-170.51389, 519.26712
    0.0908,-0.24361142,  695.2277,-694.98409, 4458.6304,-385.28958,  526.9675,-141.67792, 521.57834
     0.091,-0.30272059,  719.8933,-719.59057, 4650.2928,-416.25483, 529.78877,-113.53394, 524.35035
    0.0912,-0.36063505, 721.40172,-721.04108, 4687.4519,-446.68873, 532.74206,-86.053324, 527.30068
    0.0914,-0.41712625,  696.3079,-695.89078, 4545.1228,-476.30725, 535.48784,-59.180583, 530.09671
    0.0916,-0.47197125, 641.85525,-641.38328, 4211.8589,-504.80918, 537.64665,-32.837464, 532.36448
    0.0918,-0.52495359, 556.04868,-555.52372, 3692.9437,-531.88149, 538.80887,-6.9273791, 533.69837
     0.092,-16.512255, 445.66126,  -429.149, 3023.3998,-538.15949, 538.57213,-0.41263634, 533.69839
    0.0922,-86.751213, 329.29436,-242.54315, 2344.8103,-536.59779, 536.75358,-0.15579178, 532.18282
    0.0924,-209.33514, 209.61839,-0.2832452, 1667.7039,-533.49553, 408.37051, 125.12502, 529.07764
    0.0926,-233.87571,  234.0995,-0.22379096, 1762.5088,-529.79273, 376.79196, 153.00077, 525.32581
    0.0928,-277.72962, 277.89307,-0.1634538, 1962.3478,-526.58917, 345.02156,  181.5676,  522.0346
     0.093,-336.22831, 336.33078,-0.10247156, 2253.1318,-524.10248, 313.28707, 210.81541, 519.43097
    0.0932,-404.35292, 404.39401,-0.04108491, 2617.4125,-522.48416, 281.78455,  240.6996, 517.67645
    0.0934,-476.86918, 476.84872,0.020463883, 3032.3705,-521.81774, 250.67692, 271.14082, 516.86506
    0.0936,-548.44951, 548.36758,0.081931914, 3468.8309,-522.11566, 220.09183, 302.02383, 517.01989
    0.0938,-613.80988, 613.66681, 0.1430766,  3891.656,-523.31966, 190.12146,  333.1982, 518.09323
     0.094,-667.84096,  667.6373,0.20365662, 4261.4348,-525.30215, 160.82266, 364.47949, 519.96773
    0.0942,-705.73711, 705.47368,0.26343291, 4537.3707,-527.86975, 132.21829, 395.65146, 522.45959
    0.0944,-723.11374, 722.79157,0.32216954, 4681.0356,-530.76888, 104.29951, 426.46937, 525.32403
    0.0946,-716.11663,   715.737,0.37963472, 4660.6264,-533.69196, 77.028426, 456.66353, 528.26117
    0.0948,-681.52145, 681.08585,0.43560166, 4455.2553,-536.28532, 50.341612, 485.94371, 530.92378
     0.095,-616.81541, 616.32556,0.48984947, 4058.7284,-538.15843, 24.154231, 514.00419, 532.92636
    0.0952, -520.3651, 519.61943,0.74566749, 3480.4463,-538.89392,0.51887325, 538.37505, 533.85502
    0.0954,-407.51096, 373.74946, 33.761503, 2793.5461,-538.13836,0.33998761, 537.79837, 533.35817
    0.0956,-289.27465, 166.83201, 122.44265, 2133.6966,-535.77679,0.044389319,  535.7324, 531.32175
    0.0958, -215.4029,0.26353964, 215.13936, 1686.9998,-397.87797,-134.33807, 532.21603, 527.78656
     0.096,-246.82138,0.20376501, 246.61761, 1818.3324,-366.20881,-162.44359,  528.6524, 524.16002
    0.0962,-296.04154,0.14318622, 295.89835, 2050.2098,-334.42678,-191.24042,  525.6672, 521.07631
    0.0964,-358.26544,0.082042337,  358.1834, 2367.7165, -302.7498,-220.70738, 523.45718, 518.74178
    0.0966, -428.3874,0.02057467, 428.36682, 2751.7857,  -271.363,-250.78831, 522.15131,  517.2956
    0.0968,-501.12653,-0.040974195,  501.1675, 3177.5129,-240.41757, -281.3918, 521.80937, 516.80812
     0.097,-571.15648,-0.10236135, 571.25884, 3613.6323,-210.02929,-312.39074, 522.42003, 517.27866
    0.0972,-633.23696,-0.16334454,  633.4003, 4023.3273,-180.27858,-343.62328, 523.90185, 518.63626
    0.0974,-682.34577,-0.22368308, 682.56945, 4366.3482,-151.21075,-374.89405, 526.10481, 520.74094
    0.0976,-713.80432,-0.28313884, 714.08745, 4602.2288, -122.8379,-405.97702, 528.81492, 523.38809
    0.0978, -723.3922,-0.34147719, 723.73368, 4694.2551,-95.141152,-436.61868, 531.75983, 526.31377
     0.098,-707.45644,-0.39846788, 707.85491, 4613.8081,-68.073499,-466.54178, 534.61528, 529.20103
    0.0982,-663.00313, -0.453886, 663.45702, 4344.5281, -41.56401,-495.45046, 537.01447, 531.68908
    0.0984,-587.77214,-0.50751284, 588.27965, 3885.8042,-15.521529,-523.03487,  538.5564, 533.38143
    0.0986,-477.83304,-5.4974809, 483.33052, 3253.5088,-0.47233508,-538.34969, 538.82202, 533.86194
    0.0988,-311.58107,-57.181023,  368.7621, 2566.3997,-0.2543998,-537.28516, 537.53956, 532.86029
     0.099, -84.38161,-164.16403, 248.54564, 1936.8427,0.079782336,-534.70599,  534.6262, 530.29434
    0.0992,-0.24371875, -223.3614, 223.60512, 1718.7342, 143.63299,-530.98497, 387.35198, 526.53907
