    "time",    "C2.v",    "C3.v",    "C4.v",    "C5.v",    "L1.i",    "L1.v",    "L2.i",    "L2.v",    "R1.v",    "R2.v",     "V.v"
     15.59,0.064066625,0.45637745,-0.068995737,0.52537319,0.50131615,0.064066625,0.50315013,-0.068995737,0.47955593,0.52537319,         1
      15.6,0.063964357,0.45630044,-0.068887339,0.52518778,0.50180707,0.063964357,0.50234718,-0.068887339, 0.4797352,0.52518778,         1
     15.61,0.063856593,0.45622739,-0.068773163,0.52500055,0.50229719,0.063856593,0.50154551,-0.068773163,0.47991602,0.52500055,         1
     15.62,0.063743353,0.45615828,-0.06865323,0.52481151,0.50278646,0.063743353,0.50074521,-0.06865323,0.48009837,0.52481151,         1
     15.63,0.063624653,0.45609312,-0.068527559,0.52462068,0.50327483,0.063624653,0.49994635,-0.068527559,0.48028222,0.52462068,         1
     15.64,0.063500513,0.45603192,-0.068396172,0.52442809,0.50376228,0.063500513,0.49914897,-0.068396172,0.48046757,0.52442809,         1
     15.65,0.063370951,0.45597466,-0.068259091,0.52423375,0.50424875,0.063370951,0.49835317,-0.068259091,0.48065439,0.52423375,         1
     15.66,0.063235988,0.45592135,-0.068116338,0.52403769,0.50473421,0.063235988,0.49755899,-0.068116338,0.48084266,0.52403769,         1
     15.67,0.063095643,0.45587199,-0.067967934,0.52383992,0.50521862,0.063095643, 0.4967665,-0.067967934,0.48103237,0.52383992,         1
     15.68,0.062949936,0.45582657,-0.067813904,0.52364047,0.50570192,0.062949936,0.49597578,-0.067813904,0.48122349,0.52364047,         1
     15.69,0.062798889,0.45578509,-0.067654269,0.52343936,0.50618409,0.062798889,0.49518689,-0.067654269,0.48141602,0.52343936,         1
      15.7,0.062642522,0.45574755,-0.067489055,0.52323661,0.50666508,0.062642522,0.49439988,-0.067489055,0.48160993,0.52323661,         1
     15.71,0.062480858,0.45571395,-0.067318285,0.52303223,0.50714485,0.062480858,0.49361484,-0.067318285, 0.4818052,0.52303223,         1
     15.72,0.062313918,0.45568427,-0.067141983,0.52282625,0.50762337,0.062313918,0.49283181,-0.067141983,0.48200181,0.52282625,         1
     15.73,0.062141726,0.45565853,-0.066960175, 0.5226187,0.50810058,0.062141726,0.49205087,-0.066960175,0.48219975, 0.5226187,         1
     15.74,0.061964304, 0.4556367,-0.066772887,0.52240959,0.50857645,0.061964304,0.49127208,-0.066772887,0.48239899,0.52240959,         1
     15.75,0.061781676, 0.4556188,-0.066580144,0.52219894,0.50905094,0.061781676, 0.4904955,-0.066580144,0.48259952,0.52219894,         1
     15.76,0.061593866,0.45560481,-0.066381972,0.52198679,  0.509524,0.061593866, 0.4897212,-0.066381972,0.48280132,0.52198679,         1
     15.77,0.061400898,0.45559473,-0.066178399,0.52177313,0.50999561,0.061400898,0.48894924,-0.066178399,0.48300437,0.52177313,         1
     15.78,0.061202797,0.45558856,-0.065969452,0.52155801,0.51046572,0.061202797,0.48817968,-0.065969452,0.48320864,0.52155801,         1
     15.79,0.060999587,0.45558628,-0.065755158,0.52134144,0.51093429,0.060999587,0.48741258,-0.065755158,0.48341413,0.52134144,         1
      15.8,0.060791295, 0.4555879,-0.065535545,0.52112344,0.51140129,0.060791295,0.48664802,-0.065535545,0.48362081,0.52112344,         1
     15.81,0.060577947, 0.4555934,-0.065310642,0.52090404,0.51186666,0.060577947,0.48588604,-0.065310642,0.48382866,0.52090404,         1
     15.82,0.060359569,0.45560278,-0.065080477,0.52068325,0.51233038,0.060359569,0.48512671,-0.065080477,0.48403766,0.52068325,         1
     15.83,0.060136187,0.45561603,-0.06484508,0.52046111,0.51279241,0.060136187,0.48437009,-0.06484508,0.48424779,0.52046111,         1
     15.84,0.05990783,0.45563314,-0.064604481,0.52023762, 0.5132527,0.05990783,0.48361624,-0.064604481,0.48445903,0.52023762,         1
     15.85,0.059674524,0.45565411,-0.064358709,0.52001282,0.51371123,0.059674524,0.48286523,-0.064358709,0.48467137,0.52001282,         1
     15.86,0.059436298,0.45567893,-0.064107795,0.51978672,0.51416795,0.059436298,0.48211711,-0.064107795,0.48488477,0.51978672,         1
     15.87,0.05919318,0.45570759,-0.06385177,0.51955936,0.51462282,0.05919318,0.48137194,-0.06385177,0.48509923,0.51955936,         1
     15.88,0.058945198,0.45574008,-0.063590665,0.51933074, 0.5150758,0.058945198,0.48062978,-0.063590665,0.48531473,0.51933074,         1
     15.89,0.058692383,0.45577639,-0.063324511, 0.5191009,0.51552687,0.058692383, 0.4798907,-0.063324511,0.48553123, 0.5191009,         1
      15.9,0.058434764,0.45581651,-0.063053341,0.51886985,0.51597598,0.058434764,0.47915474,-0.063053341,0.48574873,0.51886985,         1
     15.91,0.058172369,0.45586044,-0.062777187,0.51863762, 0.5164231,0.058172369,0.47842197,-0.062777187, 0.4859672,0.51863762,         1
     15.92,0.057905231,0.45590815,-0.062496082,0.51840424,0.51686818,0.057905231,0.47769244,-0.062496082,0.48618662,0.51840424,         1
     15.93,0.057633379,0.45595965,-0.062210058,0.51816971, 0.5173112,0.057633379,0.47696622,-0.062210058,0.48640697,0.51816971,         1
     15.94,0.057356845,0.45601493,-0.06191915,0.51793408,0.51775212,0.057356845,0.47624336,-0.06191915,0.48662823,0.51793408,         1
     15.95,0.05707566,0.45607396,-0.061623391,0.51769735, 0.5181909,0.05707566,0.47552391,-0.061623391,0.48685038,0.51769735,         1
     15.96,0.056789856,0.45613674,-0.061322815,0.51745956, 0.5186275,0.056789856,0.47480794,-0.061322815, 0.4870734,0.51745956,         1
     15.97,0.056499465,0.45620326,-0.061017457,0.51722072, 0.5190619,0.056499465,0.47409549,-0.061017457,0.48729728,0.51722072,         1
     15.98,0.05620452, 0.4562735,-0.060707352,0.51698086,0.51949405,0.05620452,0.47338663,-0.060707352,0.48752198,0.51698086,         1
     15.99,0.055905053,0.45634746,-0.060392535,   0.51674,0.51992392,0.055905053,0.47268141,-0.060392535,0.48774748,   0.51674,         1
        16,0.055601097,0.45642512,-0.060073041,0.51649816,0.52035147,0.055601097,0.47197988,-0.060073041,0.48797378,0.51649816,         1
     16.01,0.055292687,0.45650647,-0.059748908,0.51625538,0.52077668,0.055292687, 0.4712821,-0.059748908,0.48820084,0.51625538,         1
     16.02,0.054979856,0.45659149,-0.05942017,0.51601166,0.52119951,0.054979856,0.47058812,-0.05942017,0.48842865,0.51601166,         1
     16.03,0.054662639,0.45668018,-0.059086864,0.51576704,0.52161992,0.054662639,  0.469898,-0.059086864,0.48865719,0.51576704,         1
     16.04,0.054341069,0.45677251,-0.058749028,0.51552154,0.52203788,0.054341069,0.46921179,-0.058749028,0.48888642,0.51552154,         1
     16.05,0.054015182,0.45686847,-0.058406698,0.51527517,0.52245336,0.054015182,0.46852953,-0.058406698,0.48911634,0.51527517,         1
     16.06,0.053685014,0.45696806,-0.058059913,0.51502797,0.52286633,0.053685014,0.46785129,-0.058059913,0.48934693,0.51502797,         1
     16.07,0.053350599,0.45707125,-0.05770871,0.51477996,0.52327674,0.053350599,0.46717712,-0.05770871,0.48957815,0.51477996,         1
     16.08,0.053011974,0.45717803,-0.057353128,0.51453116,0.52368458,0.053011974,0.46650706,-0.057353128,   0.48981,0.51453116,         1
     16.09,0.052669174,0.45728838,-0.056993205,0.51428159, 0.5240898,0.052669174,0.46584117,-0.056993205,0.49004244,0.51428159,         1
      16.1,0.052322237, 0.4574023,-0.056628979,0.51403127,0.52449237,0.052322237,0.46517949,-0.056628979,0.49027547,0.51403127,         1
     16.11,0.051971199,0.45751975,-0.056260491,0.51378024,0.52489227,0.051971199,0.46452208,-0.056260491,0.49050905,0.51378024,         1
     16.12,0.051616098,0.45764074,-0.055887779,0.51352851,0.52528947,0.051616098,0.46386899,-0.055887779,0.49074317,0.51352851,         1
     16.13,0.05125697,0.45776523,-0.055510883,0.51327611,0.52568392,0.05125697,0.46322026,-0.055510883, 0.4909778,0.51327611,         1
     16.14,0.050893854,0.45789322,-0.055129843,0.51302306,0.52607561,0.050893854,0.46257595,-0.055129843,0.49121293,0.51302306,         1
     16.15,0.050526787,0.45802469,-0.0547447,0.51276939,0.52646449,0.050526787, 0.4619361,-0.0547447,0.49144853,0.51276939,         1
     16.16,0.050155809,0.45815961,-0.054355495,0.51251511,0.52685055,0.050155809,0.46130076,-0.054355495,0.49168458,0.51251511,         1
     16.17,0.049780956,0.45829798,-0.053962267,0.51226025,0.52723374,0.049780956,0.46066997,-0.053962267,0.49192106,0.51226025,         1
     16.18,0.04940227,0.45843978,-0.053565059,0.51200484,0.52761405,0.04940227,0.46004379,-0.053565059,0.49215795,0.51200484,         1
     16.19,0.049019787,0.45858498,-0.053163912,0.51174889,0.52799144,0.049019787,0.45942226,-0.053163912,0.49239523,0.51174889,         1
      16.2,0.048633549,0.45873357,-0.052758867,0.51149244,0.52836588,0.048633549,0.45880542,-0.052758867,0.49263288,0.51149244,         1
     16.21,0.048243595,0.45888553,-0.052349967, 0.5112355,0.52873734,0.048243595,0.45819332,-0.052349967,0.49287087, 0.5112355,         1
     16.22,0.047849964,0.45904084,-0.051937253, 0.5109781, 0.5291058,0.047849964,0.45758601,-0.051937253,0.49310919, 0.5109781,         1
     16.23,0.047452698,0.45919949,-0.051520769,0.51072026,0.52947123,0.047452698,0.45698353,-0.051520769,0.49334782,0.51072026,         1
     16.24,0.047051836,0.45936144,-0.051100556,  0.510462,0.52983359,0.047051836,0.45638591,-0.051100556,0.49358672,  0.510462,         1
     16.25,0.046647419,0.45952669,-0.050676659,0.51020335,0.53019287,0.046647419,0.45579322,-0.050676659,0.49382589,0.51020335,         1
     16.26,0.046239488,0.45969522,-0.05024912,0.50994434,0.53054904,0.046239488,0.45520548,-0.05024912,0.49406529,0.50994434,         1
     16.27,0.045828086,  0.459867,-0.049817983,0.50968498,0.53090206,0.045828086,0.45462274,-0.049817983,0.49430492,0.50968498,         1
     16.28,0.045413252,0.46004201,-0.049383291, 0.5094253,0.53125191,0.045413252,0.45404505,-0.049383291,0.49454474, 0.5094253,         1
     16.29,0.044995029,0.46022023,-0.048945088,0.50916532,0.53159857,0.044995029,0.45347243,-0.048945088,0.49478474,0.50916532,         1
      16.3,0.044573459,0.46040164,-0.048503419,0.50890506,0.53194201,0.044573459,0.45290495,-0.048503419, 0.4950249,0.50890506,         1
     16.31,0.044148584,0.46058623,-0.048058328,0.50864456,0.53228221,0.044148584,0.45234262,-0.048058328,0.49526519,0.50864456,         1
     16.32,0.043720447,0.46077396,-0.04760986,0.50838382,0.53261913,0.043720447, 0.4517855,-0.04760986,0.49550559,0.50838382,         1
     16.33,0.04328909,0.46096482,-0.047158059,0.50812288,0.53295276,0.04328909,0.45123362,-0.047158059,0.49574609,0.50812288,         1
     16.34,0.042854555,0.46115879,-0.046702971,0.50786176,0.53328306,0.042854555,0.45068703,-0.046702971,0.49598665,0.50786176,         1
     16.35,0.042416887,0.46135584,-0.04624464,0.50760048,0.53361003,0.042416887,0.45014575,-0.04624464,0.49622727,0.50760048,         1
     16.36,0.041976129,0.46155596,-0.045783113,0.50733907,0.53393362,0.041976129,0.44960983,-0.045783113,0.49646791,0.50733907,         1
     16.37,0.041532323,0.46175911,-0.045318434,0.50707754,0.53425382,0.041532323, 0.4490793,-0.045318434,0.49670857,0.50707754,         1
     16.38,0.041085515,0.46196528,-0.04485065,0.50681593,0.53457061,0.041085515, 0.4485542,-0.04485065,0.49694921,0.50681593,         1
     16.39,0.040635746,0.46217444,-0.044379807,0.50655424,0.53488396,0.040635746,0.44803457,-0.044379807,0.49718982,0.50655424,         1
      16.4,0.040183063,0.46238657,-0.043905951,0.50629252,0.53519385,0.040183063,0.44752044,-0.043905951,0.49743037,0.50629252,         1
     16.41,0.039727509,0.46260165,-0.043429128,0.50603077,0.53550026,0.039727509,0.44701185,-0.043429128,0.49767085,0.50603077,         1
     16.42,0.039269128,0.46281965,-0.042949386,0.50576903,0.53580316,0.039269128,0.44650883,-0.042949386,0.49791123,0.50576903,         1
     16.43,0.038807965,0.46304055,-0.04246677,0.50550731,0.53610254,0.038807965,0.44601141,-0.04246677,0.49815149,0.50550731,         1
     16.44,0.038344065,0.46326432,-0.041981327,0.50524565,0.53639837,0.038344065,0.44551963,-0.041981327,0.49839162,0.50524565,         1
     16.45,0.037877474,0.46349094,-0.041493105,0.50498405,0.53669063,0.037877474,0.44503352,-0.041493105,0.49863158,0.50498405,         1
     16.46,0.037408235, 0.4637204,-0.041002152,0.50472255,0.53697931,0.037408235,0.44455311,-0.041002152,0.49887137,0.50472255,         1
     16.47,0.036936395,0.46395265,-0.040508513,0.50446116,0.53726437,0.036936395,0.44407844,-0.040508513,0.49911096,0.50446116,         1
     16.48,  0.036462,0.46418768,-0.040012238,0.50419992,0.53754581,  0.036462,0.44360953,-0.040012238,0.49935032,0.50419992,         1
     16.49,0.035985094,0.46442546,-0.039513373,0.50393883, 0.5378236,0.035985094,0.44314641,-0.039513373,0.49958945,0.50393883,         1
      16.5,0.035505723,0.46466597,-0.039011966,0.50367793,0.53809772,0.035505723,0.44268912,-0.039011966,0.49982831,0.50367793,         1
     16.51,0.035023934,0.46490917,-0.038508066,0.50341724,0.53836816,0.035023934,0.44223769,-0.038508066,0.50006689,0.50341724,         1
     16.52,0.034539773,0.46515506,-0.038001721,0.50315678,0.53863489,0.034539773,0.44179214,-0.038001721,0.50030517,0.50315678,         1
     16.53,0.034053285,0.46540359,-0.037492978,0.50289656, 0.5388979,0.034053285, 0.4413525,-0.037492978,0.50054313,0.50289656,         1
     16.54,0.033564518,0.46565474,-0.036981886,0.50263663,0.53915718,0.033564518,0.44091879,-0.036981886,0.50078074,0.50263663,         1
     16.55,0.033073517,0.46590849,-0.036468494,0.50237699,0.53941269,0.033073517,0.44049106,-0.036468494,0.50101799,0.50237699,         1
     16.56,0.032580329,0.46616481,-0.035952849,0.50211766,0.53966443,0.032580329,0.44006932,-0.035952849,0.50125486,0.50211766,         1
     16.57,0.032085002,0.46642368,-0.035435002,0.50185868,0.53991238,0.032085002,0.43965359,-0.035435002,0.50149132,0.50185868,         1
     16.58,0.031587582,0.46668506,-0.034915001,0.50160006,0.54015653,0.031587582,0.43924391,-0.034915001,0.50172736,0.50160006,         1
     16.59,0.031088115,0.46694893,-0.034392893,0.50134182,0.54039685,0.031088115, 0.4388403,-0.034392893,0.50196295,0.50134182,         1
      16.6,0.03058665,0.46721527,-0.03386873,0.50108399,0.54063333,0.03058665,0.43844278,-0.03386873,0.50219809,0.50108399,         1
     16.61,0.030083232,0.46748403,-0.033342559,0.50082659,0.54086597,0.030083232,0.43805138,-0.033342559,0.50243273,0.50082659,         1
     16.62,0.02957791,0.46775521,-0.03281443,0.50056964,0.54109473,0.02957791,0.43766611,-0.03281443,0.50266688,0.50056964,         1
     16.63,0.029070731,0.46802877,-0.032284392,0.50031316,0.54131961,0.029070731,0.43728701,-0.032284392, 0.5029005,0.50031316,         1
     16.64,0.028561742,0.46830468,-0.031752495,0.50005717,0.54154059,0.028561742, 0.4369141,-0.031752495,0.50313358,0.50005717,         1
     16.65,0.028050991,0.46858291,-0.031218787, 0.4998017,0.54175767,0.028050991,0.43654739,-0.031218787, 0.5033661, 0.4998017,         1
     16.66,0.027538526,0.46886344,-0.030683319,0.49954676,0.54197082,0.027538526, 0.4361869,-0.030683319,0.50359803,0.49954676,         1
     16.67,0.027024394,0.46914624,-0.03014614,0.49929238,0.54218004,0.027024394,0.43583266,-0.03014614,0.50382937,0.49929238,         1
     16.68,0.026508642,0.46943127,-0.0296073,0.49903857, 0.5423853,0.026508642,0.43548469,-0.0296073,0.50406008,0.49903857,         1
     16.69,0.02599132,0.46971852,-0.029066847,0.49878537,0.54258661,0.02599132,0.43514301,-0.029066847,0.50429016,0.49878537,         1
      16.7,0.025472474,0.47000795,-0.028524833,0.49853279,0.54278394,0.025472474,0.43480762,-0.028524833,0.50451957,0.49853279,         1
     16.71,0.024952153,0.47029953,-0.027981307,0.49828084,0.54297728,0.024952153,0.43447856,-0.027981307,0.50474831,0.49828084,         1
     16.72,0.024430404,0.47059324,-0.027436318,0.49802956,0.54316663,0.024430404,0.43415584,-0.027436318,0.50497635,0.49802956,         1
     16.73,0.023907277,0.47088904,-0.026889917,0.49777896,0.54335198,0.023907277,0.43383947,-0.026889917,0.50520368,0.49777896,         1
     16.74,0.023382818,0.47118691,-0.026342153,0.49752906,0.54353331,0.023382818,0.43352948,-0.026342153,0.50543027,0.49752906,         1
     16.75,0.022857077,0.47148681,-0.025793077,0.49727989,0.54371061,0.022857077,0.43322587,-0.025793077,0.50565611,0.49727989,         1
     16.76, 0.0223301,0.47178872,-0.025242738,0.49703146,0.54388387, 0.0223301,0.43292867,-0.025242738,0.50588118,0.49703146,         1
     16.77,0.021801938,0.47209261,-0.024691187,0.49678379,0.54405309,0.021801938,0.43263788,-0.024691187,0.50610545,0.49678379,         1
     16.78,0.021272637,0.47239844,-0.024138472,0.49653691,0.54421826,0.021272637,0.43235352,-0.024138472,0.50632892,0.49653691,         1
     16.79,0.020742247,0.47270619,-0.023584646,0.49629084,0.54437936,0.020742247,0.43207561,-0.023584646,0.50655156,0.49629084,         1
      16.8,0.020210814,0.47301583,-0.023029756,0.49604559,0.54453639,0.020210814,0.43180415,-0.023029756,0.50677336,0.49604559,         1
     16.81,0.019678389,0.47332732,-0.022473854,0.49580118,0.54468934,0.019678389,0.43153916,-0.022473854,0.50699429,0.49580118,         1
     16.82,0.019145019,0.47364064,-0.02191699,0.49555763, 0.5448382,0.019145019,0.43128065,-0.02191699,0.50721434,0.49555763,         1
     16.83,0.018610752,0.47395576,-0.021359213,0.49531497,0.54498297,0.018610752,0.43102864,-0.021359213,0.50743349,0.49531497,         1
     16.84,0.018075637,0.47427264,-0.020800574,0.49507322,0.54512364,0.018075637,0.43078312,-0.020800574,0.50765172,0.49507322,         1
     16.85,0.017539722,0.47459126,-0.020241122,0.49483238, 0.5452602,0.017539722,0.43054412,-0.020241122,0.50786902,0.49483238,         1
     16.86,0.017003056,0.47491158,-0.019680908,0.49459249,0.54539265,0.017003056,0.43031163,-0.019680908,0.50808536,0.49459249,         1
     16.87,0.016465687,0.47523358,-0.019119982,0.49435356,0.54552098,0.016465687,0.43008568,-0.019119982,0.50830074,0.49435356,         1
     16.88,0.015927663,0.47555721,-0.018558393,0.49411561,0.54564519,0.015927663,0.42986626,-0.018558393,0.50851512,0.49411561,         1
     16.89,0.015389033,0.47588246,-0.017996191,0.49387865,0.54576527,0.015389033,0.42965339,-0.017996191, 0.5087285,0.49387865,         1
      16.9,0.014849844,0.47620929,-0.017433427,0.49364272,0.54588122,0.014849844,0.42944706,-0.017433427,0.50894086,0.49364272,         1
     16.91,0.014310146,0.47653767,-0.016870151,0.49340782,0.54599303,0.014310146, 0.4292473,-0.016870151,0.50915218,0.49340782,         1
     16.92,0.013769985,0.47686757,-0.016306411,0.49317398, 0.5461007,0.013769985, 0.4290541,-0.016306411,0.50936245,0.49317398,         1
     16.93,0.013229412,0.47719895,-0.015742258,0.49294121,0.54620422,0.013229412,0.42886746,-0.015742258,0.50957164,0.49294121,         1
     16.94,0.012688473,0.47753179,-0.015177742,0.49270953, 0.5463036,0.012688473, 0.4286874,-0.015177742,0.50977974,0.49270953,         1
     16.95,0.012147216,0.47786605,-0.014612912,0.49247896,0.54639883,0.012147216,0.42851392,-0.014612912,0.50998673,0.49247896,         1
     16.96,0.011605691, 0.4782017,-0.014047817,0.49224952,0.54648991,0.011605691,0.42834701,-0.014047817,0.51019261,0.49224952,         1
     16.97,0.011063945,0.47853872,-0.013482509,0.49202123,0.54657683,0.011063945,0.42818669,-0.013482509,0.51039734,0.49202123,         1
     16.98,0.010522025,0.47887706,-0.012917035, 0.4917941, 0.5466596,0.010522025,0.42803296,-0.012917035,0.51060091, 0.4917941,         1
     16.99,0.0099799802, 0.4792167,-0.012351445,0.49156815,0.54673821,0.0099799802,0.42788581,-0.012351445,0.51080332,0.49156815,         1
        17,0.009437858,0.47955761,-0.011785789,0.49134339,0.54681267,0.009437858,0.42774525,-0.011785789,0.51100454,0.49134339,         1
     17.01,0.008895706,0.47989974,-0.011220115,0.49111986,0.54688296,0.008895706,0.42761127,-0.011220115,0.51120455,0.49111986,         1
     17.02,0.0083535721,0.48024308,-0.010654474,0.49089756, 0.5469491,0.0083535721,0.42748389,-0.010654474,0.51140334,0.49089756,         1
     17.03,0.0078115039,0.48058759,-0.010088914,0.49067651,0.54701109,0.0078115039,0.42736309,-0.010088914, 0.5116009,0.49067651,         1
     17.04,0.0072695489,0.48093324,-0.0095234839,0.49045672,0.54706891,0.0072695489,0.42724888,-0.0095234839,0.51179721,0.49045672,         1
     17.05,0.0067277546,0.48127999,-0.0089582328,0.49023822,0.54712258,0.0067277546,0.42714125,-0.0089582328,0.51199225,0.49023822,         1
     17.06,0.0061861683,0.48162781,-0.0083932096,0.49002102, 0.5471721,0.0061861683,0.42704021,-0.0083932096,0.51218602,0.49002102,         1
     17.07,0.0056448373,0.48197668,-0.0078284628,0.48980514,0.54721746,0.0056448373,0.42694574,-0.0078284628,0.51237848,0.48980514,         1
     17.08,0.0051038088,0.48232655,-0.007264041,0.48959059,0.54725868,0.0051038088,0.42685785,-0.007264041,0.51256964,0.48959059,         1
     17.09,0.0045631299, 0.4826774,-0.0066999928, 0.4893774,0.54729574,0.0045631299,0.42677653,-0.0066999928,0.51275947, 0.4893774,         1
      17.1,0.0040228474, 0.4830292,-0.0061363665,0.48916556,0.54732866,0.0040228474,0.42670178,-0.0061363665,0.51294796,0.48916556,         1
     17.11,0.0034830084, 0.4833819,-0.0055732102,0.48895511,0.54735744,0.0034830084,0.42663359,-0.0055732102,0.51313509,0.48895511,         1
     17.12,0.0029436596,0.48373549,-0.0050105722,0.48874606,0.54738209,0.0029436596,0.42657196,-0.0050105722,0.51332085,0.48874606,         1
     17.13,0.0024048476,0.48408992,-0.0044485005,0.48853842,0.54740259,0.0024048476,0.42651688,-0.0044485005,0.51350523,0.48853842,         1
     17.14,0.0018666188,0.48444517,-0.0038870427,0.48833221,0.54741897,0.0018666188,0.42646833,-0.0038870427,0.51368822,0.48833221,         1
     17.15,0.0013290198,0.48480119,-0.0033262468,0.48812744,0.54743122,0.0013290198,0.42642633,-0.0033262468,0.51386979,0.48812744,         1
     17.16,0.00079209669,0.48515797,-0.0027661602,0.48792413,0.54743936,0.00079209669,0.42639085,-0.0027661602,0.51404993,0.48792413,         1
     17.17,0.0002558957,0.48551547,-0.0022068304, 0.4877223,0.54744337,0.0002558957,0.42636189,-0.0022068304,0.51422864, 0.4877223,         1
     17.18,-0.00027953719,0.48587365,-0.0016483046,0.48752195,0.54744328,-0.00027953719,0.42633944,-0.0016483046,0.51440589,0.48752195,         1
     17.19,-0.00081415615,0.48623248,-0.00109063,0.48732311,0.54743909,-0.00081415615,0.42632349,-0.00109063,0.51458168,0.48732311,         1
      17.2,-0.0013479154,0.48659193,-0.00053385364,0.48712579, 0.5474308,-0.0013479154,0.42631403,-0.00053385364,0.51475598,0.48712579,         1
     17.21,-0.0018807695,0.48695197,2.1977759e-005,   0.48693,0.54741842,-0.0018807695,0.42631105,2.1977759e-005, 0.5149288,   0.48693,         1
     17.22,-0.002412673,0.48731257,0.00057681752,0.48673575,0.54740195,-0.002412673,0.42631454,0.00057681752, 0.5151001,0.48673575,         1
     17.23,-0.0029435805,0.48767369,0.0011306191,0.48654307,0.54738142,-0.0029435805,0.42632449,0.0011306191,0.51526989,0.48654307,         1
     17.24,-0.0034734471,0.48803529,0.0016833363,0.48635196,0.54735681,-0.0034734471,0.42634087,0.0016833363,0.51543815,0.48635196,         1
     17.25,-0.0040022277,0.48839736,0.0022349229,0.48616244,0.54732815,-0.0040022277,0.42636369,0.0022349229,0.51560487,0.48616244,         1
     17.26,-0.0045298776,0.48875985,0.0027853329,0.48597452,0.54729543,-0.0045298776,0.42639293,0.0027853329,0.51577003,0.48597452,         1
     17.27,-0.0050563522,0.48912273,0.0033345206,0.48578821,0.54725867,-0.0050563522,0.42642857,0.0033345206,0.51593362,0.48578821,         1
     17.28,-0.0055816071,0.48948598,0.0038824403,0.48560354,0.54721788,-0.0055816071, 0.4264706,0.0038824403,0.51609563,0.48560354,         1
     17.29,-0.0061055981,0.48984955,0.0044290466, 0.4854205,0.54717307,-0.0061055981,  0.426519,0.0044290466,0.51625605, 0.4854205,         1
      17.3,-0.0066282809,0.49021342,0.0049742944,0.48523912,0.54712424,-0.0066282809,0.42657376,0.0049742944,0.51641486,0.48523912,         1
     17.31,-0.0071496118,0.49057755,0.0055181386,0.48505941,0.54707141,-0.0071496118,0.42663487,0.0055181386,0.51657206,0.48505941,         1
     17.32,-0.0076695471,0.49094191,0.0060605343,0.48488138,0.54701459,-0.0076695471,0.42670229,0.0060605343,0.51672763,0.48488138,         1
     17.33,-0.0081880433,0.49130648,0.006601437,0.48470504,0.54695378,-0.0081880433,0.42677603,0.006601437,0.51688157,0.48470504,         1
     17.34,-0.008705057, 0.4916712,0.0071408022, 0.4845304,0.54688901,-0.008705057,0.42685606,0.0071408022,0.51703385, 0.4845304,         1
     17.35,-0.0092205451,0.49203607,0.0076785858,0.48435748,0.54682027,-0.0092205451,0.42694236,0.0076785858,0.51718448,0.48435748,         1
     17.36,-0.0097344648,0.49240103,0.0082147437,0.48418629,0.54674759,-0.0097344648,0.42703492,0.0082147437,0.51733343,0.48418629,         1
     17.37,-0.010246773,0.49276607,0.0087492322,0.48401684,0.54667098,-0.010246773,0.42713371,0.0087492322, 0.5174807,0.48401684,         1
     17.38,-0.010757428,0.49313114,0.0092820076,0.48384914,0.54659044,-0.010757428,0.42723871,0.0092820076,0.51762628,0.48384914,         1
     17.39,-0.011266387,0.49349622,0.0098130268, 0.4836832,0.54650599,-0.011266387,0.42734991,0.0098130268,0.51777016, 0.4836832,         1
      17.4,-0.011773608,0.49386128,0.010342247,0.48351903,0.54641764,-0.011773608,0.42746729,0.010342247,0.51791233,0.48351903,         1
     17.41,-0.012279049,0.49422628,0.010869624,0.48335665,0.54632542,-0.012279049,0.42759082,0.010869624,0.51805277,0.48335665,         1
     17.42,-0.012782668,0.49459118,0.011395117,0.48319607,0.54622932,-0.012782668,0.42772047,0.011395117,0.51819148,0.48319607,         1
     17.43,-0.013284424,0.49495597,0.011918682,0.48303729,0.54612937,-0.013284424,0.42785624,0.011918682,0.51832845,0.48303729,         1
     17.44,-0.013784277,0.49532061,0.012440277,0.48288033,0.54602558,-0.013784277, 0.4279981,0.012440277,0.51846367,0.48288033,         1
     17.45,-0.014282184,0.49568506,0.012959862,0.48272519,0.54591796,-0.014282184,0.42814602,0.012959862,0.51859713,0.48272519,         1
     17.46,-0.014778106,0.49604929,0.013477393, 0.4825719,0.54580653,-0.014778106,0.42829997,0.013477393,0.51872882, 0.4825719,         1
     17.47,-0.015272001,0.49641328,0.01399283,0.48242045,0.54569131,-0.015272001,0.42845995,0.01399283,0.51885873,0.48242045,         1
     17.48,-0.01576383,0.49677698,0.014506131,0.48227085, 0.5455723,-0.01576383,0.42862591,0.014506131,0.51898685,0.48227085,         1
     17.49,-0.016253553,0.49714038,0.015017255,0.48212313,0.54544953,-0.016253553,0.42879784,0.015017255,0.51911317,0.48212313,         1
      17.5,-0.01674113,0.49750344,0.015526162,0.48197727,0.54532302,-0.01674113,0.42897571,0.015526162,0.51923769,0.48197727,         1
     17.51,-0.01722652,0.49786612,0.016032812,0.48183331,0.54519277,-0.01722652,0.42915949,0.016032812, 0.5193604,0.48183331,         1
     17.52,-0.017709687, 0.4982284,0.016537164,0.48169123,0.54505881,-0.017709687,0.42934916,0.016537164,0.51948129,0.48169123,         1
     17.53,-0.018190589,0.49859024,0.017039178,0.48155106,0.54492116,-0.018190589, 0.4295447,0.017039178,0.51960035,0.48155106,         1
