    "time",    "C2.v",    "C3.v",    "C4.v",    "C5.v",    "L1.i",    "L1.v",    "L2.i",    "L2.v",    "R1.v",    "R2.v",     "V.v"
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.01,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.02,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.03,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.04,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.05,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.06,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.07,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.08,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.09,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
       0.1,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.11,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.12,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.13,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.14,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.15,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.16,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.17,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.18,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.19,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
       0.2,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.21,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.22,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.25,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.27,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.28,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.29,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
       0.3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.31,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.32,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.33,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.34,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.35,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.36,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.37,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.38,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.39,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
       0.4,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.41,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.42,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.43,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.44,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.45,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.46,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.47,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.48,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.49,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
       0.5,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.51,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.52,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.53,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.54,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.55,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.56,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.57,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.58,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.59,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
       0.6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.61,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.62,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.63,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.64,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.65,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.66,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.67,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.68,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.69,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
       0.7,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.71,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.72,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.73,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.74,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.75,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.76,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.77,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.78,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.79,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
       0.8,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.81,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.82,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.83,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.84,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.85,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.86,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.87,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.88,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.89,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
       0.9,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.91,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.92,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.93,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.94,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.95,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.96,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.97,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.98,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      0.99,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,         1
      1.01,0.0067659813,0.00086139836,0.0004017688,0.00045962956,2.6172448e-005,0.0067659813,2.3585688e-006,0.0004017688,0.99237262,0.00045962956,         1
      1.02,0.013480848,0.0017153793,0.00080296127,0.000912418,0.00010381232,0.013480848,9.3762945e-006,0.00080296127,0.98480377,0.000912418,         1
      1.03,0.020144313,0.0025621503,0.0012036118,0.0013585385,0.00023269406,0.020144313,2.1060957e-005,0.0012036118,0.97729354,0.0013585385,         1
      1.04,0.026756226,0.0034019427,0.001603758,0.0017981847,0.00041244517,0.026756226,3.7408349e-005,0.001603758,0.96984183,0.0017981847,         1
      1.05,0.033316463,0.004234978,0.0020034361,0.0022315419,0.00064269177,0.033316463,5.8413315e-005,0.0020034361,0.96244856,0.0022315419,         1
      1.06,0.039824901,0.0050614843,0.0024026839,0.0026588003,0.00092304443,0.039824901,8.4070797e-005,0.0024026839,0.95511361,0.0026588003,         1
      1.07,0.046281418,0.0058816905,0.0028015404,0.0030801502,0.0012531079,0.046281418,0.00011437607,0.0028015404,0.94783689,0.0030801502,         1
      1.08,0.052685896,0.0066958249,0.0032000446,0.0034957803,0.0016324843,0.052685896,0.00014932482,0.0032000446,0.94061828,0.0034957803,         1
      1.09,0.059038219,0.0075041139,0.0035982362,0.0039058777,0.0020607745,0.059038219,0.00018891319,0.0035982362,0.93345767,0.0039058777,         1
       1.1,0.065338278,0.0083067822,0.0039961552,0.004310627,0.0025375782,0.065338278,0.00023313778,0.0039961552,0.92635494,0.004310627,         1
      1.11,0.071585963,0.0091040525,0.0043938417,0.0047102108,0.0030624942,0.071585963,0.00028199563,0.0043938417,0.91930998,0.0047102108,         1
      1.12,0.077781172,0.0098961457,0.0047913363,0.0051048094,0.0036351204,0.077781172,0.00033548429,0.0047913363,0.91232268,0.0051048094,         1
      1.13,0.083923804,0.010683281,0.0051886797,0.005494601,0.0042550541,0.083923804,0.00039360175,0.0051886797,0.90539291,0.005494601,         1
      1.14,0.090013763,0.011465675,0.005585913,0.0058797616,0.0049218918,0.090013763,0.00045634649,0.005585913,0.89852056,0.0058797616,         1
      1.15,0.096050955,0.012243542,0.0059830774,0.0062604649,0.005635229,0.096050955,0.00052371747,0.0059830774, 0.8917055,0.0062604649,         1
      1.16,0.10203529,0.013017097,0.0063802143,0.0066368827,0.0063946609,0.10203529,0.00059571414,0.0063802143,0.88494761,0.0066368827,         1
      1.17, 0.1079667,0.013786529,0.0067773614,0.0070091676,0.0071998224, 0.1079667,0.00067233642,0.0067773614,0.87824677,0.0070091676,         1
      1.18,0.11384509,0.014552038,0.0071745587,0.0073774797,0.0080503236,0.11384509,0.00075358458,0.0071745587,0.87160287,0.0073774797,         1
      1.19,0.11967039,0.015313849,0.0075718513,0.007741998,0.0089457276,0.11967039,0.00083945942,0.0075718513,0.86501576,0.007741998,         1
       1.2,0.12544251,0.016072175,0.0079692828,0.0081028922,0.0098856127,0.12544251,0.00092996225,0.0079692828,0.85848531,0.0081028922,         1
      1.21,0.13116139,0.016827225,0.0083668966,0.0084603281,0.01086956,0.13116139,0.0010250949,0.0083668966,0.85201138,0.0084603281,         1
      1.22,0.13682695,0.017579201,0.0087647351,0.008814466,0.011897159,0.13682695,0.0011248598,0.0087647351,0.84559385,0.008814466,         1
      1.23,0.14243913,0.018328305,0.0091628412,0.0091654636,  0.012968,0.14243913,0.0012292597,0.0091628412,0.83923257,0.0091654636,         1
      1.24,0.14799786,0.019074733,0.0095612572,0.0095134757,0.014081673,0.14799786,0.0013382981,0.0095612572, 0.8329274,0.0095134757,         1
      1.25, 0.1535031,0.019818681,0.0099600258,0.009858655,0.015237769, 0.1535031,0.0014519788,0.0099600258,0.82667822,0.009858655,         1
      1.26,0.15895479,0.020560342,0.01035919,0.010201152,0.016435878,0.15895479,0.0015703061,0.01035919,0.82048487,0.010201152,         1
      1.27,0.16435288,0.021299909,0.010758792,0.010541117,0.017675589,0.16435288,0.0016932849,0.010758792,0.81434721,0.010541117,         1
      1.28,0.16969732,0.022037571,0.011158874,0.010878696,0.01895649,0.16969732,0.0018209206,0.011158874,0.80826511,0.010878696,         1
      1.29,0.17498808,0.022773516,0.01155948,0.011214036,0.020278171,0.17498808,0.001953219,0.01155948,0.80223841,0.011214036,         1
       1.3, 0.1802251,0.023507931,0.011960653,0.011547278,0.021640219, 0.1802251,0.0020901865,0.011960653,0.79626696,0.011547278,         1
      1.31,0.18540837,0.024240999,0.012362434,0.011878564,0.023042222,0.18540837,0.0022318299,0.012362434,0.79035063,0.011878564,         1
      1.32,0.19053784,0.024972903,0.012764868,0.012208035,0.024483768,0.19053784,0.0023781566,0.012764868,0.78448926,0.012208035,         1
      1.33,0.19561349,0.025703824,0.013167995,0.012535828,0.025964444,0.19561349,0.0025291743,0.013167995,0.77868269,0.012535828,         1
      1.34,0.20063529,0.026433939,0.01357186,0.012862079,0.027483837,0.20063529,0.0026848914,0.01357186,0.77293077,0.012862079,         1
      1.35,0.20560322,0.027163425,0.013976504,0.013186922,0.029041534,0.20560322,0.0028453169,0.013976504,0.76723336,0.013186922,         1
      1.36,0.21051726,0.027892457,0.014381969,0.013510488,0.030637123,0.21051726,0.0030104598,0.014381969,0.76159028,0.013510488,         1
      1.37,0.21537741,0.028621208,0.014788299,0.013832909,0.032270189,0.21537741,0.0031803302,0.014788299,0.75600139,0.013832909,         1
      1.38,0.22018364,0.029349848,0.015195535,0.014154313,0.033940319,0.22018364,0.0033549383,0.015195535,0.75046651,0.014154313,         1
      1.39,0.22493595,0.030078546,0.015603719,0.014474826,0.035647101,0.22493595,0.0035342949,0.015603719,0.74498551,0.014474826,         1
       1.4,0.22963433,0.030807469,0.016012894,0.014794575,0.037390119,0.22963433,0.0037184113,0.016012894, 0.7395582,0.014794575,         1
      1.41, 0.2342788,0.031536782, 0.0164231,0.015113682,0.039168962, 0.2342788,0.0039072992, 0.0164231,0.73418442,0.015113682,         1
      1.42,0.23886933,0.032266648,0.016834379,0.015432269,0.040983214,0.23886933,0.0041009709,0.016834379,0.72886402,0.015432269,         1
      1.43,0.24340596,0.032997229,0.017246773,0.015750456,0.042832464,0.24340596,0.0042994391,0.017246773,0.72359681,0.015750456,         1
      1.44,0.24788867,0.033728684,0.017660323,0.016068361,0.044716297,0.24788867,0.0045027171,0.017660323,0.71838264,0.016068361,         1
      1.45,0.25231749,0.034461169,0.018075069, 0.0163861, 0.0466343,0.25231749,0.0047108186,0.018075069,0.71322134, 0.0163861,         1
      1.46,0.25669243,0.035194842,0.018491053,0.016703789,0.048586059,0.25669243,0.0049237578,0.018491053,0.70811272,0.016703789,         1
      1.47,0.26101352,0.035929854,0.018908314,0.01702154,0.050571163,0.26101352,0.0051415493,0.018908314,0.70305663,0.01702154,         1
      1.48,0.26528077,0.036666358,0.019326893,0.017339465,0.052589197,0.26528077,0.0053642081,0.019326893,0.69805288,0.017339465,         1
      1.49, 0.2694942,0.037404504,0.01974683,0.017657674,0.054639748, 0.2694942,0.00559175,0.01974683,0.69310129,0.017657674,         1
       1.5,0.27365386,0.038144439,0.020168164,0.017976275,0.056722406,0.27365386,0.005824191,0.020168164, 0.6882017,0.017976275,         1
      1.51,0.27775977,0.03888631,0.020590935,0.018295375,0.058836756,0.27775977,0.0060615475,0.020590935,0.68335392,0.018295375,         1
      1.52,0.28181196,0.039630261,0.021015182,0.01861508,0.060982388,0.28181196,0.0063038365,0.021015182,0.67855777,0.01861508,         1
      1.53,0.28581049,0.040376434,0.021440942,0.018935492,0.063158888,0.28581049,0.0065510754,0.021440942,0.67381308,0.018935492,         1
      1.54,0.28975538,0.041124969,0.021868256,0.019256713,0.065365847,0.28975538,0.0068032821,0.021868256,0.66911965,0.019256713,         1
      1.55,0.29364668,0.041876005,0.02229716,0.019578845,0.067602852,0.29364668,0.0070604749,0.02229716,0.66447731,0.019578845,         1
      1.56,0.29748445,0.042629679,0.022727693,0.019901986,0.069869494,0.29748445,0.0073226725,0.022727693,0.65988587,0.019901986,         1
      1.57,0.30126874,0.043386125,0.023159891,0.020226234,0.072165361,0.30126874,0.0075898942,0.023159891,0.65534514,0.020226234,         1
      1.58,0.30499959,0.044145476,0.023593792,0.020551684,0.074490043,0.30499959,0.0078621595,0.023593792,0.65085493,0.020551684,         1
      1.59,0.30867707,0.044907863,0.024029432,0.020878432,0.076843132,0.30867707,0.0081394885,0.024029432,0.64641507,0.020878432,         1
       1.6,0.31230124,0.045673416,0.024466847,0.021206569,0.079224218,0.31230124,0.0084219016,0.024466847,0.64202534,0.021206569,         1
      1.61,0.31587217,0.046442261,0.024906073,0.021536188,0.081632892,0.31587217,0.0087094197,0.024906073,0.63768557,0.021536188,         1
      1.62,0.31938991,0.047214524,0.025347146,0.021867378,0.084068747,0.31938991,0.0090020642,0.025347146,0.63339556,0.021867378,         1
      1.63,0.32285455,0.047990329,0.025790099,0.022200229,0.086531375,0.32285455,0.0092998567,0.025790099,0.62915512,0.022200229,         1
      1.64,0.32626616,0.048769797,0.026234969,0.022534828,0.089020369,0.32626616,0.0096028193,0.026234969,0.62496404,0.022534828,         1
      1.65,0.32962481,0.049553048,0.026681788,0.02287126,0.091535322,0.32962481,0.0099109746,0.026681788,0.62082215,0.02287126,         1
      1.66,0.33293058, 0.0503402,0.027130591,0.02320961,0.094075829,0.33293058,0.010224345,0.027130591,0.61672922,0.02320961,         1
      1.67,0.33618355,0.05113137,0.027581409,0.023549961,0.096641484,0.33618355,0.010542955,0.027581409,0.61268508,0.023549961,         1
      1.68,0.33938382,0.051926671,0.028034277,0.023892394,0.099231883,0.33938382,0.010866827,0.028034277,0.60868951,0.023892394,         1
      1.69,0.34253147,0.052726217,0.028489226,0.024236992,0.10184662,0.34253147,0.011195986,0.028489226,0.60474231,0.024236992,         1
       1.7,0.34562659,0.053530118,0.028946287,0.024583831, 0.1044853,0.34562659,0.011530456,0.028946287,0.60084329,0.024583831,         1
      1.71,0.34866928,0.054338483,0.029405492,0.02493299,0.10714751,0.34866928,0.011870262,0.029405492,0.59699224,0.02493299,         1
      1.72,0.35165963,0.055151418,0.029866872,0.025284546,0.10983285,0.35165963,0.012215428,0.029866872,0.59318896,0.025284546,         1
      1.73,0.35459774,0.055969029,0.030330456,0.025638573,0.11254093,0.35459774,0.012565981,0.030330456,0.58943323,0.025638573,         1
      1.74,0.35748373,0.05679142,0.030796274,0.025995146,0.11527134,0.35748373,0.012921947,0.030796274,0.58572485,0.025995146,         1
      1.75,0.36031769,0.057618692,0.031264355,0.026354337,0.11802368,0.36031769,0.01328335,0.031264355,0.58206362,0.026354337,         1
      1.76,0.36309974,0.058450945,0.031734728,0.026716217,0.12079755,0.36309974,0.013650219,0.031734728,0.57844932,0.026716217,         1
      1.77,0.36582998,0.059288277,0.03220742,0.027080857,0.12359256,0.36582998,0.01402258,0.03220742,0.57488174,0.027080857,         1
      1.78,0.36850854,0.060130783,0.032682459,0.027448324,0.12640831,0.36850854,0.014400459,0.032682459,0.57136068,0.027448324,         1
      1.79,0.37113552,0.060978559,0.033159872,0.027818688, 0.1292444,0.37113552,0.014783885,0.033159872,0.56788592,0.027818688,         1
       1.8,0.37371106,0.061831698,0.033639684,0.028192014,0.13210044,0.37371106,0.015172886,0.033639684,0.56445725,0.028192014,         1
      1.81,0.37623527,0.062690289,0.034121921,0.028568367,0.13497603,0.37623527,0.015567489,0.034121921,0.56107444,0.028568367,         1
      1.82,0.37870828,0.063554422,0.034606609,0.028947812,0.13787079,0.37870828,0.015967722,0.034606609, 0.5577373,0.028947812,         1
      1.83,0.38113022,0.064424184,0.035093772,0.029330412,0.14078431,0.38113022,0.016373615,0.035093772, 0.5544456,0.029330412,         1
      1.84,0.38350122,0.065299661,0.035583434,0.029716227,0.14371621,0.38350122,0.016785197,0.035583434,0.55119912,0.029716227,         1
      1.85,0.38582142,0.066180936,0.036075617,0.030105319, 0.1466661,0.38582142,0.017202496,0.036075617,0.54799765,0.030105319,         1
      1.86,0.38809094,0.067068092,0.036570345,0.030497747,0.14963359,0.38809094,0.017625543,0.036570345,0.54484096,0.030497747,         1
      1.87,0.39030995,0.067961208,0.037067639,0.030893569,0.15261829,0.39030995,0.018054366,0.037067639,0.54172885,0.030893569,         1
      1.88,0.39247856,0.068860364,0.03756752,0.031292843,0.15561981,0.39247856,0.018488996,0.03756752,0.53866107,0.031292843,         1
      1.89,0.39459694,0.069765635,0.03807001,0.031695625,0.15863777,0.39459694,0.018929464,0.03807001,0.53563743,0.031695625,         1
       1.9,0.39666522,0.070677097,0.038575128,0.032101969,0.16167178,0.39666522,0.019375799,0.038575128,0.53265768,0.032101969,         1
      1.91,0.39868356,0.071594824,0.039082894,0.032511929,0.16472146,0.39868356,0.019828033,0.039082894,0.52972161,0.032511929,         1
      1.92,0.40065212,0.072518886,0.039593327,0.032925559,0.16778643,0.40065212,0.020286196,0.039593327,  0.526829,0.032925559,         1
      1.93,0.40257103,0.073449353,0.040106444,0.033342909,0.17086631,0.40257103,0.02075032,0.040106444,0.52397961,0.033342909,         1
      1.94,0.40444048,0.074386294,0.040622262,0.033764032,0.17396071,0.40444048,0.021220435,0.040622262,0.52117323,0.033764032,         1
      1.95, 0.4062606,0.075329775,0.041140799,0.034188975,0.17706925, 0.4062606,0.021696575,0.041140799,0.51840962,0.034188975,         1
      1.96,0.40803158,0.076279861,0.041662071,0.034617789,0.18019157,0.40803158,0.022178769,0.041662071,0.51568856,0.034617789,         1
      1.97,0.40975357,0.077236614,0.042186093,0.035050521,0.18332728,0.40975357,0.02266705,0.042186093,0.51300982,0.035050521,         1
      1.98,0.41142673,0.078200096,0.042712879,0.035487217,0.18647601,0.41142673,0.023161451,0.042712879,0.51037317,0.035487217,         1
      1.99,0.41305125,0.079170366,0.043242443,0.035927923,0.18963738,0.41305125,0.023662004,0.043242443,0.50777838,0.035927923,         1
         2, 0.4146273,0.080147483, 0.0437748,0.036372683,0.19281103, 0.4146273,0.02416874, 0.0437748,0.50522522,0.036372683,         1
      2.01,0.41615504,0.081131502,0.04430996,0.036821542,0.19599658,0.41615504,0.024681693,0.04430996,0.50271346,0.036821542,         1
      2.02,0.41763466,0.082122479,0.044847937,0.037274542,0.19919365,0.41763466,0.025200895,0.044847937,0.50024286,0.037274542,         1
      2.03,0.41906634,0.083120465,0.045388741,0.037731725,0.20240189,0.41906634,0.02572638,0.045388741, 0.4978132,0.037731725,         1
      2.04,0.42045025,0.084125513,0.045932382,0.038193131,0.20562093,0.42045025,0.02625818,0.045932382,0.49542423,0.038193131,         1
      2.05,0.42178659,0.085137672,0.046478871,0.038658801,0.20885039,0.42178659,0.026796328,0.046478871,0.49307574,0.038658801,         1
      2.06,0.42307554,0.086156989,0.047028216,0.039128774,0.21208993,0.42307554,0.027340857,0.047028216,0.49076747,0.039128774,         1
      2.07,0.42431729,0.087183512,0.047580425,0.039603087,0.21533916,0.42431729,0.027891802,0.047580425, 0.4884992,0.039603087,         1
      2.08,0.42551203,0.088217285,0.048135506,0.040081778,0.21859774,0.42551203,0.028449194,0.048135506,0.48627069,0.040081778,         1
      2.09,0.42665995,0.08925835,0.048693466,0.040564883, 0.2218653,0.42665995,0.029013068,0.048693466, 0.4840817,0.040564883,         1
       2.1,0.42776126,0.090306749,0.049254311,0.041052438,0.22514149,0.42776126,0.029583458,0.049254311,0.48193199,0.041052438,         1
      2.11,0.42881614,0.091362523,0.049818046,0.041544477,0.22842594,0.42881614,0.030160397,0.049818046,0.47982134,0.041544477,         1
      2.12, 0.4298248,0.092425709,0.050384675,0.042041033, 0.2317183, 0.4298248,0.030743918,0.050384675,0.47774949,0.042041033,         1
      2.13,0.43078745,0.093496343,0.050954203,0.04254214,0.23501822,0.43078745,0.031334055,0.050954203,0.47571621,0.04254214,         1
      2.14,0.43170427,0.094574462,0.051526632,0.043047829,0.23832535,0.43170427,0.031930842,0.051526632,0.47372126,0.043047829,         1
      2.15,0.43257549,0.095660097,0.052101965,0.043558132,0.24163934,0.43257549,0.032534314,0.052101965,0.47176441,0.043558132,         1
      2.16,0.43340131,0.096753282,0.052680203,0.044073079,0.24495983,0.43340131,0.033144503,0.052680203, 0.4698454,0.044073079,         1
      2.17,0.43418195,0.097854047,0.053261348,0.044592699,0.24828648,0.43418195,0.033761444,0.053261348,0.46796401,0.044592699,         1
      2.18, 0.4349176,0.098962419,0.053845398,0.045117021,0.25161895, 0.4349176,0.03438517,0.053845398,0.46611998,0.045117021,         1
      2.19, 0.4356085,0.10007843,0.054432353,0.045646074,0.25495688, 0.4356085,0.035015716,0.054432353,0.46431307,0.045646074,         1
       2.2,0.43625485, 0.1012021,0.055022213,0.046179883,0.25829995,0.43625485,0.035653114,0.055022213,0.46254305,0.046179883,         1
      2.21,0.43685688,0.10233345,0.055614974,0.046718475, 0.2616478,0.43685688, 0.0362974,0.055614974,0.46080967,0.046718475,         1
      2.22, 0.4374148,0.10347251,0.056210633,0.047261877,0.26500009, 0.4374148,0.036948606,0.056210633,0.45911269,0.047261877,         1
      2.23,0.43792884, 0.1046193,0.056809187,0.047810112, 0.2683565,0.43792884,0.037606766,0.056809187,0.45745186,0.047810112,         1
      2.24,0.43839922,0.10577384,0.057410632,0.048363205,0.27171668,0.43839922,0.038271915,0.057410632,0.45582694,0.048363205,         1
      2.25,0.43882617,0.10693614,0.058014961,0.048921179, 0.2750803,0.43882617,0.038944086,0.058014961,0.45423769,0.048921179,         1
      2.26,0.43920992,0.10810623,0.058622169,0.049484057,0.27844703,0.43920992,0.039623311,0.058622169,0.45268386,0.049484057,         1
      2.27, 0.4395507,0.10928411,0.059232249,0.050051859,0.28181654, 0.4395507,0.040309626,0.059232249, 0.4511652,0.050051859,         1
      2.28,0.43984873, 0.1104698,0.059845194,0.050624609, 0.2851885,0.43984873,0.041003063,0.059845194,0.44968147,0.050624609,         1
      2.29,0.44010426,0.11166332,0.060460994,0.051202325,0.28856258,0.44010426,0.041703655,0.060460994,0.44823242,0.051202325,         1
       2.3,0.44031752,0.11286467,0.061079642,0.051785028,0.29193846,0.44031752,0.042411436,0.061079642,0.44681781,0.051785028,         1
      2.31,0.44048875,0.11407386,0.061701126,0.052372736,0.29531581,0.44048875,0.043126439,0.061701126,0.44543739,0.052372736,         1
      2.32,0.44061818, 0.1152909,0.062325436,0.052965468,0.29869431,0.44061818,0.043848697,0.062325436,0.44409092,0.052965468,         1
      2.33,0.44070605, 0.1165158,0.062952561,0.053563241,0.30207365,0.44070605,0.044578242,0.062952561,0.44277814,0.053563241,         1
      2.34,0.44075262,0.11774856,0.063582489,0.054166073, 0.3054535,0.44075262,0.045315108,0.063582489,0.44149882,0.054166073,         1
      2.35,0.44075812,0.11898918,0.064215205,0.054773979,0.30883355,0.44075812,0.046059326,0.064215205,0.44025269,0.054773979,         1
      2.36, 0.4407228,0.12023767,0.064850698,0.055386976,0.31221349, 0.4407228,0.04681093,0.064850698,0.43903953,0.055386976,         1
      2.37, 0.4406469,0.12149403,0.065488952,0.056005078,  0.315593, 0.4406469,0.047569952,0.065488952,0.43785907,0.056005078,         1
      2.38,0.44053069,0.12275825,0.066129951,0.056628299,0.31897178,0.44053069,0.048336423,0.066129951,0.43671106,0.056628299,         1
      2.39,0.44037439,0.12403033,0.066773681,0.057256654,0.32234951,0.44037439,0.049110376,0.066773681,0.43559527,0.057256654,         1
       2.4,0.44017828,0.12531028,0.067420123,0.057890155,0.32572588,0.44017828,0.049891842,0.067420123,0.43451144,0.057890155,         1
      2.41, 0.4399426,0.12659808,0.06806926,0.058528815,0.32910061, 0.4399426,0.050680853,0.06806926,0.43345933,0.058528815,         1
      2.42, 0.4396676,0.12789372,0.068721075,0.059172645,0.33247337, 0.4396676,0.05147744,0.068721075,0.43243868,0.059172645,         1
      2.43,0.43935355, 0.1291972,0.069375547,0.059821658,0.33584387,0.43935355,0.052281634,0.069375547,0.43144925,0.059821658,         1
      2.44, 0.4390007,0.13050852,0.070032658,0.060475862,0.33921182, 0.4390007,0.053093466,0.070032658,0.43049078,0.060475862,         1
