      time;      TAmb;      TDif;      TRes;_block_jacobian_check_tol;_cs_rel_tol;_cs_step_size;_events_default_tol;_events_tol_factor;_nle_solver_default_tol;_nle_solver_min_tol;_nle_solver_tol_factor;constantVoltage.V;constantVoltage.i;constantVoltage.n.i;constantVoltage.n.v;constantVoltage.p.i;constantVoltage.p.v;constantVoltage.v;fixedTemperature.T;fixedTemperature.port.Q_flow;fixedTemperature.port.T;ground.p.i;ground.p.v;heatCapacitor.C;heatCapacitor.T;heatCapacitor.der(T);heatCapacitor.der_T;heatCapacitor.port.Q_flow;heatingResistor.LossPower;heatingResistor.R;heatingResistor.R_ref;heatingResistor.T;heatingResistor.T_ref;heatingResistor.alpha;heatingResistor.heatPort.Q_flow;heatingResistor.i;heatingResistor.n.i;heatingResistor.n.v;heatingResistor.p.i;heatingResistor.p.v;heatingResistor.v;idealSwitch.Goff;idealSwitch.LossPower;idealSwitch.Ron;idealSwitch.T;idealSwitch.T_heatPort;idealSwitch.i;idealSwitch.n.i;idealSwitch.n.v;idealSwitch.p.i;idealSwitch.p.v;idealSwitch.s;idealSwitch.unitCurrent;idealSwitch.unitVoltage;idealSwitch.v;onOffController.bandwidth;onOffController.reference;onOffController.u;ramp.duration;ramp.height;ramp.offset;ramp.startTime;    ramp.y;temperatureSensor.T;temperatureSensor.port.Q_flow;thermalConductor.G;thermalConductor.Q_flow;thermalConductor.dT;thermalConductor.port_a.Q_flow;thermalConductor.port_b.Q_flow;thermalConductor.port_b.T;_cs_solver;_log_level;_nle_solver_log_level;_block_jacobian_check;_enforce_bounds;_nle_solver_check_jac_cond;_rescale_after_singular_jac;_rescale_each_step;_use_Brent_in_1d;_use_automatic_scaling;_use_jacobian_scaling;_use_manual_equation_scaling;heatingResistor.useHeatPort;idealSwitch.control;idealSwitch.useHeatPort;logicalNot.u;logicalNot.y;onOffController.pre_y_start;onOffController.y;indicators.z[0];indicators.z[1];indicators.z[2];indicators.z[3];solver.numSteps;solver.minStepSize;solver.maxStepSize;solver.minOrder;solver.maxOrder;solver.numStateEvents;solver.numTimeEvents;   TAmb_cc;   TDif_cc;TRes=heatCapacitor.T_cc;_block_jacobian_check_cc;_block_jacobian_check_tol_cc;_cs_rel_tol_cc;_cs_solver_cc;_cs_step_size_cc;_enforce_bounds_cc;_events_default_tol_cc;_events_tol_factor_cc;_log_level_cc;_nle_solver_check_jac_cond_cc;_nle_solver_default_tol_cc;_nle_solver_log_level_cc;_nle_solver_min_tol_cc;_nle_solver_tol_factor_cc;_rescale_after_singular_jac_cc;_rescale_each_step_cc;_use_Brent_in_1d_cc;_use_automatic_scaling_cc;_use_jacobian_scaling_cc;_use_manual_equation_scaling_cc;constantVoltage.V_cc;constantVoltage.i=-heatingResistor.p.i_cc;constantVoltage.n.i=heatingResistor.p.i_cc;constantVoltage.n.v_cc;constantVoltage.p.i=-heatingResistor.p.i_cc;constantVoltage.p.v_cc;constantVoltage.v=constantVoltage.V_cc;fixedTemperature.T_cc;fixedTemperature.port.Q_flow=thermalConductor.port_a.Q_flow_cc;fixedTemperature.port.T=fixedTemperature.T_cc;ground.p.i_cc;ground.p.v=constantVoltage.n.v_cc;heatCapacitor.C_cc;heatCapacitor.T_cc;heatCapacitor.der(T)_cc;heatCapacitor.der_T_cc;heatCapacitor.port.Q_flow_cc;heatCapacitor.port.T=heatCapacitor.T_cc;heatingResistor.LossPower=-heatingResistor.heatPort.Q_flow_cc;heatingResistor.R_cc;heatingResistor.R_ref_cc;heatingResistor.T_cc;heatingResistor.T_heatPort=heatCapacitor.T_cc;heatingResistor.T_ref_cc;heatingResistor.alpha_cc;heatingResistor.heatPort.Q_flow_cc;heatingResistor.heatPort.T=heatCapacitor.T_cc;heatingResistor.i=heatingResistor.p.i_cc;heatingResistor.n.i=-heatingResistor.p.i_cc;heatingResistor.n.v=constantVoltage.n.v_cc;heatingResistor.p.i_cc;heatingResistor.p.v_cc;heatingResistor.useHeatPort_cc;heatingResistor.v_cc;idealSwitch.Goff_cc;idealSwitch.LossPower_cc;idealSwitch.Ron_cc;idealSwitch.T_cc;idealSwitch.T_heatPort=idealSwitch.T_cc;idealSwitch.control_cc;idealSwitch.i=heatingResistor.p.i_cc;idealSwitch.n.i=-heatingResistor.p.i_cc;idealSwitch.n.v=heatingResistor.p.v_cc;idealSwitch.p.i=heatingResistor.p.i_cc;idealSwitch.p.v=constantVoltage.p.v_cc;idealSwitch.s_cc;idealSwitch.unitCurrent_cc;idealSwitch.unitVoltage_cc;idealSwitch.useHeatPort_cc;idealSwitch.v_cc;logicalNot.u_cc;logicalNot.y=idealSwitch.control_cc;onOffController.bandwidth_cc;onOffController.pre_y_start_cc;onOffController.reference_cc;onOffController.u_cc;onOffController.y=logicalNot.u_cc;ramp.duration_cc;ramp.height_cc;ramp.offset_cc;ramp.startTime_cc;ramp.y=onOffController.reference_cc;temperatureSensor.T=onOffController.u_cc;temperatureSensor.port.Q_flow_cc;temperatureSensor.port.T=heatCapacitor.T_cc;thermalConductor.G_cc;thermalConductor.Q_flow=thermalConductor.port_a.Q_flow_cc;thermalConductor.dT_cc;thermalConductor.port_a.Q_flow_cc;thermalConductor.port_a.T=heatCapacitor.T_cc;thermalConductor.port_b.Q_flow=-thermalConductor.port_a.Q_flow_cc;thermalConductor.port_b.T=fixedTemperature.T_cc;qtronic.silver.allow_non_virtual_can;qtronic.silver.env.PROCESSOR_LEVEL;qtronic.silver.env.NUMBER_OF_PROCESSORS;qtronic.silver.real_time;qtronic.silver.env.Timestep;qtronic.silver.macro_step;qtronic.silver.version.sp;qtronic.silver.version.minor;qtronic.silver.version.major;         u;qtronic.silver.internal.stepDisabled;qtronic.silver.internal.pauseDisabled
      2.75;    293.15;         2; 301.88803;    1e-006;    1e-006;     0.001;    1e-010;    0.0001;    1e-010;    1e-012;    0.0001;        10;-9.9989658e-005;9.9989658e-005;         0;-9.9989658e-005;        10;        10;    293.15;0.87380302;    293.15;         0;         0;         1; 301.88803;-0.87380292;-0.87380292;-0.87380292;1.0340529e-007; 10.342668;        10;    293.15;    293.15;0.0039215686;-1.0340529e-007;9.9989658e-005;-9.9989658e-005;         0;9.9989658e-005;0.0010341598;0.0010341598;    1e-005;0.00099979318;    1e-005;    293.15;    293.15;9.9989658e-005;-9.9989658e-005;0.0010341598;9.9989658e-005;        10; 9.9989658;         1;         1; 9.9989658;         2;    28.125;  28.73803;         6;        25;        25;         2;    28.125;  28.73803;         0;       0.1;0.87380302; 8.7380302;0.87380302;-0.87380302;    293.15;         0;         3;         0;         0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         1;         0;         0;         1;         0;         0;      0.75;     -5.25;-0.3869698; 1.6130302;       292;      0.01;      0.01;         2;         2;         9;         0;    293.15;         2;   301.897;         0;    1e-006;    1e-006;         0;     0.001;         0;    1e-010;    0.0001;         3;         0;    1e-010;         0;    1e-012;    0.0001;         0;         0;         0;         0;         0;         0;        10;-9.99897e-005;9.99897e-005;         0;-9.99897e-005;        10;        10;    293.15;   0.87472;    293.15;         0;         0;         1;   301.897;  -0.87472;  -0.87472;  -0.87472;   301.897;1.03409e-007;    10.343;        10;    293.15;   301.897;    293.15;0.00392157;-1.03409e-007;   301.897;9.99897e-005;-9.99897e-005;         0;9.99897e-005; 0.0010342;         0; 0.0010342;    1e-005;0.000999793;    1e-005;    293.15;    293.15;         0;9.99897e-005;-9.99897e-005; 0.0010342;9.99897e-005;        10;   9.99897;         1;         1;         0;   9.99897;         0;         0;         2;         0;    28.125;   28.7472;         0;         6;        25;        25;         2;    28.125;   28.7472;         0;   301.897;       0.1;   0.87472;    8.7472;   0.87472;   301.897;  -0.87472;    293.15;         0;         6;         2;         0;     0.003;      0.01;         0;         0;1.4821969e-323;         1;         0;         0
      2.76;    293.15;         2;  301.8793;    1e-006;    1e-006;     0.001;    1e-010;    0.0001;    1e-010;    1e-012;    0.0001;        10;-9.9989659e-005;9.9989659e-005;         0;-9.9989659e-005;        10;        10;    293.15;0.87292965;    293.15;         0;         0;         1;  301.8793;-0.87292955;-0.87292955;-0.87292955;1.0340186e-007; 10.342325;        10;    293.15;    293.15;0.0039215686;-1.0340186e-007;9.9989659e-005;-9.9989659e-005;         0;9.9989659e-005;0.0010341256;0.0010341256;    1e-005;0.00099979319;    1e-005;    293.15;    293.15;9.9989659e-005;-9.9989659e-005;0.0010341256;9.9989659e-005;        10; 9.9989659;         1;         1; 9.9989659;         2; 28.166667; 28.729297;         6;        25;        25;         2; 28.166667; 28.729297;         0;       0.1;0.87292965; 8.7292965;0.87292965;-0.87292965;    293.15;         0;         3;         0;         0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         1;         0;         0;         1;         0;         0;      0.76;     -5.24;-0.43737013; 1.5626299;       293;      0.01;      0.01;         2;         2;         9;         0;    293.15;         2;   301.888;         0;    1e-006;    1e-006;         0;     0.001;         0;    1e-010;    0.0001;         3;         0;    1e-010;         0;    1e-012;    0.0001;         0;         0;         0;         0;         0;         0;        10;-9.99897e-005;9.99897e-005;         0;-9.99897e-005;        10;        10;    293.15;  0.873846;    293.15;         0;         0;         1;   301.888; -0.873846; -0.873846; -0.873846;   301.888;1.03405e-007;   10.3427;        10;    293.15;   301.888;    293.15;0.00392157;-1.03405e-007;   301.888;9.99897e-005;-9.99897e-005;         0;9.99897e-005;0.00103416;         0;0.00103416;    1e-005;0.000999793;    1e-005;    293.15;    293.15;         0;9.99897e-005;-9.99897e-005;0.00103416;9.99897e-005;        10;   9.99897;         1;         1;         0;   9.99897;         0;         0;         2;         0;   28.1667;   28.7385;         0;         6;        25;        25;         2;   28.1667;   28.7385;         0;   301.888;       0.1;  0.873846;   8.73846;  0.873846;   301.888; -0.873846;    293.15;         0;         6;         2;         0;     0.003;      0.01;         0;         0;1.4821969e-323;         1;         0;         0
      2.77;    293.15;         2; 301.87057;    1e-006;    1e-006;     0.001;    1e-010;    0.0001;    1e-010;    1e-012;    0.0001;        10;-9.9989659e-005;9.9989659e-005;         0;-9.9989659e-005;        10;        10;    293.15;0.87205716;    293.15;         0;         0;         1; 301.87057;-0.87205706;-0.87205706;-0.87205706;1.0339844e-007; 10.341983;        10;    293.15;    293.15;0.0039215686;-1.0339844e-007;9.9989659e-005;-9.9989659e-005;         0;9.9989659e-005;0.0010340914;0.0010340914;    1e-005;0.00099979319;    1e-005;    293.15;    293.15;9.9989659e-005;-9.9989659e-005;0.0010340914;9.9989659e-005;        10; 9.9989659;         1;         1; 9.9989659;         2; 28.208333; 28.720572;         6;        25;        25;         2; 28.208333; 28.720572;         0;       0.1;0.87205716; 8.7205716;0.87205716;-0.87205716;    293.15;         0;         3;         0;         0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         1;         0;         0;         1;         0;         0;      0.77;     -5.23;-0.48776173; 1.5122383;       294;      0.01;      0.01;         2;         2;         9;         0;    293.15;         2;    301.88;         0;    1e-006;    1e-006;         0;     0.001;         0;    1e-010;    0.0001;         3;         0;    1e-010;         0;    1e-012;    0.0001;         0;         0;         0;         0;         0;         0;        10;-9.99897e-005;9.99897e-005;         0;-9.99897e-005;        10;        10;    293.15;  0.872972;    293.15;         0;         0;         1;    301.88; -0.872972; -0.872972; -0.872972;    301.88;1.03402e-007;   10.3423;        10;    293.15;    301.88;    293.15;0.00392157;-1.03402e-007;    301.88;9.99897e-005;-9.99897e-005;         0;9.99897e-005;0.00103413;         0;0.00103413;    1e-005;0.000999793;    1e-005;    293.15;    293.15;         0;9.99897e-005;-9.99897e-005;0.00103413;9.99897e-005;        10;   9.99897;         1;         1;         0;   9.99897;         0;         0;         2;         0;   28.2083;   28.7297;         0;         6;        25;        25;         2;   28.2083;   28.7297;         0;    301.88;       0.1;  0.872972;   8.72972;  0.872972;    301.88; -0.872972;    293.15;         0;         6;         2;         0;     0.003;      0.01;         0;         0;1.4821969e-323;         1;         0;         0
      2.78;    293.15;         2; 301.86186;    1e-006;    1e-006;     0.001;    1e-010;    0.0001;    1e-010;    1e-012;    0.0001;        10;-9.9989659e-005;9.9989659e-005;         0;-9.9989659e-005;        10;        10;    293.15;0.87118554;    293.15;         0;         0;         1; 301.86186;-0.87118544;-0.87118544;-0.87118544;1.0339503e-007; 10.341641;        10;    293.15;    293.15;0.0039215686;-1.0339503e-007;9.9989659e-005;-9.9989659e-005;         0;9.9989659e-005;0.0010340572;0.0010340572;    1e-005;0.0009997932;    1e-005;    293.15;    293.15;9.9989659e-005;-9.9989659e-005;0.0010340572;9.9989659e-005;        10; 9.9989659;         1;         1; 9.9989659;         2;     28.25; 28.711855;         6;        25;        25;         2;     28.25; 28.711855;         0;       0.1;0.87118554; 8.7118554;0.87118554;-0.87118554;    293.15;         0;         3;         0;         0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         1;         0;         0;         1;         0;         0;      0.78;     -5.22;-0.53814461; 1.4618554;       295;      0.01;      0.01;         2;         2;         9;         0;    293.15;         2;   301.871;         0;    1e-006;    1e-006;         0;     0.001;         0;    1e-010;    0.0001;         3;         0;    1e-010;         0;    1e-012;    0.0001;         0;         0;         0;         0;         0;         0;        10;-9.99897e-005;9.99897e-005;         0;-9.99897e-005;        10;        10;    293.15;    0.8721;    293.15;         0;         0;         1;   301.871;   -0.8721;   -0.8721;   -0.8721;   301.871;1.03399e-007;    10.342;        10;    293.15;   301.871;    293.15;0.00392157;-1.03399e-007;   301.871;9.99897e-005;-9.99897e-005;         0;9.99897e-005;0.00103409;         0;0.00103409;    1e-005;0.000999793;    1e-005;    293.15;    293.15;         0;9.99897e-005;-9.99897e-005;0.00103409;9.99897e-005;        10;   9.99897;         1;         1;         0;   9.99897;         0;         0;         2;         0;     28.25;    28.721;         0;         6;        25;        25;         2;     28.25;    28.721;         0;   301.871;       0.1;    0.8721;     8.721;    0.8721;   301.871;   -0.8721;    293.15;         0;         6;         2;         0;     0.003;      0.01;         0;         0;1.4821969e-323;         1;         0;         0
      2.79;    293.15;         2; 301.85315;    1e-006;    1e-006;     0.001;    1e-010;    0.0001;    1e-010;    1e-012;    0.0001;        10;-9.998966e-005;9.998966e-005;         0;-9.998966e-005;        10;        10;    293.15;0.87031479;    293.15;         0;         0;         1; 301.85315;-0.87031469;-0.87031469;-0.87031469;1.0339161e-007;   10.3413;        10;    293.15;    293.15;0.0039215686;-1.0339161e-007;9.998966e-005;-9.998966e-005;         0;9.998966e-005;0.0010340231;0.0010340231;    1e-005;0.00099979321;    1e-005;    293.15;    293.15;9.998966e-005;-9.998966e-005;0.0010340231;9.998966e-005;        10;  9.998966;         1;         1;  9.998966;         2; 28.291667; 28.703148;         6;        25;        25;         2; 28.291667; 28.703148;         0;       0.1;0.87031479; 8.7031479;0.87031479;-0.87031479;    293.15;         0;         3;         0;         0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         1;         0;         0;         1;         0;         0;      0.79;     -5.21;-0.58851878; 1.4114812;       296;      0.01;      0.01;         2;         2;         9;         0;    293.15;         2;   301.862;         0;    1e-006;    1e-006;         0;     0.001;         0;    1e-010;    0.0001;         3;         0;    1e-010;         0;    1e-012;    0.0001;         0;         0;         0;         0;         0;         0;        10;-9.99897e-005;9.99897e-005;         0;-9.99897e-005;        10;        10;    293.15;  0.871228;    293.15;         0;         0;         1;   301.862; -0.871228; -0.871228; -0.871228;   301.862;1.03395e-007;   10.3417;        10;    293.15;   301.862;    293.15;0.00392157;-1.03395e-007;   301.862;9.99897e-005;-9.99897e-005;         0;9.99897e-005;0.00103406;         0;0.00103406;    1e-005;0.000999793;    1e-005;    293.15;    293.15;         0;9.99897e-005;-9.99897e-005;0.00103406;9.99897e-005;        10;   9.99897;         1;         1;         0;   9.99897;         0;         0;         2;         0;   28.2917;   28.7123;         0;         6;        25;        25;         2;   28.2917;   28.7123;         0;   301.862;       0.1;  0.871228;   8.71228;  0.871228;   301.862; -0.871228;    293.15;         0;         6;         2;         0;     0.003;      0.01;         0;         0;1.4821969e-323;         1;         0;         0
       2.8;    293.15;         2; 301.84445;    1e-006;    1e-006;     0.001;    1e-010;    0.0001;    1e-010;    1e-012;    0.0001;        10;-9.998966e-005;9.998966e-005;         0;-9.998966e-005;        10;        10;    293.15;0.86944491;    293.15;         0;         0;         1; 301.84445;-0.86944481;-0.86944481;-0.86944481;1.033882e-007; 10.340959;        10;    293.15;    293.15;0.0039215686;-1.033882e-007;9.998966e-005;-9.998966e-005;         0;9.998966e-005;0.001033989;0.001033989;    1e-005;0.00099979321;    1e-005;    293.15;    293.15;9.998966e-005;-9.998966e-005;0.001033989;9.998966e-005;        10;  9.998966;         1;         1;  9.998966;         2; 28.333333; 28.694449;         6;        25;        25;         2; 28.333333; 28.694449;         0;       0.1;0.86944491; 8.6944491;0.86944491;-0.86944491;    293.15;         0;         3;         0;         0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         1;         0;         0;         1;         0;         0;       0.8;      -5.2;-0.63888425; 1.3611158;       297;      0.01;      0.01;         2;         2;         9;         0;    293.15;         2;   301.854;         0;    1e-006;    1e-006;         0;     0.001;         0;    1e-010;    0.0001;         3;         0;    1e-010;         0;    1e-012;    0.0001;         0;         0;         0;         0;         0;         0;        10;-9.99897e-005;9.99897e-005;         0;-9.99897e-005;        10;        10;    293.15;  0.870357;    293.15;         0;         0;         1;   301.854; -0.870357; -0.870357; -0.870357;   301.854;1.03392e-007;   10.3413;        10;    293.15;   301.854;    293.15;0.00392157;-1.03392e-007;   301.854;9.99897e-005;-9.99897e-005;         0;9.99897e-005;0.00103402;         0;0.00103402;    1e-005;0.000999793;    1e-005;    293.15;    293.15;         0;9.99897e-005;-9.99897e-005;0.00103402;9.99897e-005;        10;   9.99897;         1;         1;         0;   9.99897;         0;         0;         2;         0;   28.3333;   28.7036;         0;         6;        25;        25;         2;   28.3333;   28.7036;         0;   301.854;       0.1;  0.870357;   8.70357;  0.870357;   301.854; -0.870357;    293.15;         0;         6;         2;         0;     0.003;      0.01;         0;         0;1.4821969e-323;         1;         0;         0
      2.81;    293.15;         2; 301.83576;    1e-006;    1e-006;     0.001;    1e-010;    0.0001;    1e-010;    1e-012;    0.0001;        10;-9.998966e-005;9.998966e-005;         0;-9.998966e-005;        10;        10;    293.15; 0.8685759;    293.15;         0;         0;         1; 301.83576;-0.86857579;-0.86857579;-0.86857579;1.033848e-007; 10.340618;        10;    293.15;    293.15;0.0039215686;-1.033848e-007;9.998966e-005;-9.998966e-005;         0;9.998966e-005;0.0010339549;0.0010339549;    1e-005;0.00099979322;    1e-005;    293.15;    293.15;9.998966e-005;-9.998966e-005;0.0010339549;9.998966e-005;        10;  9.998966;         1;         1;  9.998966;         2;    28.375; 28.685759;         6;        25;        25;         2;    28.375; 28.685759;         0;       0.1; 0.8685759;  8.685759; 0.8685759;-0.8685759;    293.15;         0;         3;         0;         0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         1;         0;         0;         1;         0;         0;      0.81;     -5.19;-0.68924102;  1.310759;       298;      0.01;      0.01;         3;         3;         9;         0;    293.15;         2;   301.845;         0;    1e-006;    1e-006;         0;     0.001;         0;    1e-010;    0.0001;         3;         0;    1e-010;         0;    1e-012;    0.0001;         0;         0;         0;         0;         0;         0;        10;-9.99897e-005;9.99897e-005;         0;-9.99897e-005;        10;        10;    293.15;  0.869487;    293.15;         0;         0;         1;   301.845; -0.869487; -0.869487; -0.869487;   301.845;1.03388e-007;    10.341;        10;    293.15;   301.845;    293.15;0.00392157;-1.03388e-007;   301.845;9.99897e-005;-9.99897e-005;         0;9.99897e-005;0.00103399;         0;0.00103399;    1e-005;0.000999793;    1e-005;    293.15;    293.15;         0;9.99897e-005;-9.99897e-005;0.00103399;9.99897e-005;        10;   9.99897;         1;         1;         0;   9.99897;         0;         0;         2;         0;    28.375;   28.6949;         0;         6;        25;        25;         2;    28.375;   28.6949;         0;   301.845;       0.1;  0.869487;   8.69487;  0.869487;   301.845; -0.869487;    293.15;         0;         6;         2;         0;     0.003;      0.01;         0;         0;1.4821969e-323;         1;         0;         0
      2.82;    293.15;         2; 301.82708;    1e-006;    1e-006;     0.001;    1e-010;    0.0001;    1e-010;    1e-012;    0.0001;        10;-9.9989661e-005;9.9989661e-005;         0;-9.9989661e-005;        10;        10;    293.15;0.86770776;    293.15;         0;         0;         1; 301.82708;-0.86770765;-0.86770765;-0.86770765;1.0338139e-007; 10.340278;        10;    293.15;    293.15;0.0039215686;-1.0338139e-007;9.9989661e-005;-9.9989661e-005;         0;9.9989661e-005;0.0010339208;0.0010339208;    1e-005;0.00099979323;    1e-005;    293.15;    293.15;9.9989661e-005;-9.9989661e-005;0.0010339208;9.9989661e-005;        10; 9.9989661;         1;         1; 9.9989661;         2; 28.416667; 28.677078;         6;        25;        25;         2; 28.416667; 28.677078;         0;       0.1;0.86770776; 8.6770776;0.86770776;-0.86770776;    293.15;         0;         3;         0;         0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         1;         0;         0;         1;         0;         0;      0.82;     -5.18;-0.7395891; 1.2604109;       299;      0.01;      0.01;         3;         3;         9;         0;    293.15;         2;   301.836;         0;    1e-006;    1e-006;         0;     0.001;         0;    1e-010;    0.0001;         3;         0;    1e-010;         0;    1e-012;    0.0001;         0;         0;         0;         0;         0;         0;        10;-9.99897e-005;9.99897e-005;         0;-9.99897e-005;        10;        10;    293.15;  0.868618;    293.15;         0;         0;         1;   301.836; -0.868618; -0.868618; -0.868618;   301.836;1.03385e-007;   10.3406;        10;    293.15;   301.836;    293.15;0.00392157;-1.03385e-007;   301.836;9.99897e-005;-9.99897e-005;         0;9.99897e-005;0.00103396;         0;0.00103396;    1e-005;0.000999793;    1e-005;    293.15;    293.15;         0;9.99897e-005;-9.99897e-005;0.00103396;9.99897e-005;        10;   9.99897;         1;         1;         0;   9.99897;         0;         0;         2;         0;   28.4167;   28.6862;         0;         6;        25;        25;         2;   28.4167;   28.6862;         0;   301.836;       0.1;  0.868618;   8.68618;  0.868618;   301.836; -0.868618;    293.15;         0;         6;         2;         0;     0.003;      0.01;         0;         0;1.4821969e-323;         1;         0;         0
      2.83;    293.15;         2;  301.8184;    1e-006;    1e-006;     0.001;    1e-010;    0.0001;    1e-010;    1e-012;    0.0001;        10;-9.9989661e-005;9.9989661e-005;         0;-9.9989661e-005;        10;        10;    293.15;0.86684048;    293.15;         0;         0;         1;  301.8184;-0.86684038;-0.86684038;-0.86684038;1.0337799e-007; 10.339937;        10;    293.15;    293.15;0.0039215686;-1.0337799e-007;9.9989661e-005;-9.9989661e-005;         0;9.9989661e-005;0.0010338868;0.0010338868;    1e-005;0.00099979323;    1e-005;    293.15;    293.15;9.9989661e-005;-9.9989661e-005;0.0010338868;9.9989661e-005;        10; 9.9989661;         1;         1; 9.9989661;         2; 28.458333; 28.668405;         6;        25;        25;         2; 28.458333; 28.668405;         0;       0.1;0.86684048; 8.6684048;0.86684048;-0.86684048;    293.15;         0;         3;         0;         0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         1;         0;         0;         1;         0;         0;      0.83;     -5.17;-0.78992851; 1.2100715;       300;      0.01;      0.01;         3;         3;         9;         0;    293.15;         2;   301.828;         0;    1e-006;    1e-006;         0;     0.001;         0;    1e-010;    0.0001;         3;         0;    1e-010;         0;    1e-012;    0.0001;         0;         0;         0;         0;         0;         0;        10;-9.99897e-005;9.99897e-005;         0;-9.99897e-005;        10;        10;    293.15;   0.86775;    293.15;         0;         0;         1;   301.828;  -0.86775;  -0.86775;  -0.86775;   301.828;1.03382e-007;   10.3403;        10;    293.15;   301.828;    293.15;0.00392157;-1.03382e-007;   301.828;9.99897e-005;-9.99897e-005;         0;9.99897e-005;0.00103392;         0;0.00103392;    1e-005;0.000999793;    1e-005;    293.15;    293.15;         0;9.99897e-005;-9.99897e-005;0.00103392;9.99897e-005;        10;   9.99897;         1;         1;         0;   9.99897;         0;         0;         2;         0;   28.4583;   28.6775;         0;         6;        25;        25;         2;   28.4583;   28.6775;         0;   301.828;       0.1;   0.86775;    8.6775;   0.86775;   301.828;  -0.86775;    293.15;         0;         6;         2;         0;     0.003;      0.01;         0;         0;1.4821969e-323;         1;         0;         0
      2.84;    293.15;         2; 301.80974;    1e-006;    1e-006;     0.001;    1e-010;    0.0001;    1e-010;    1e-012;    0.0001;        10;-9.9989661e-005;9.9989661e-005;         0;-9.9989661e-005;        10;        10;    293.15;0.86597408;    293.15;         0;         0;         1; 301.80974;-0.86597397;-0.86597397;-0.86597397;1.033746e-007; 10.339598;        10;    293.15;    293.15;0.0039215686;-1.033746e-007;9.9989661e-005;-9.9989661e-005;         0;9.9989661e-005;0.0010338529;0.0010338529;    1e-005;0.00099979324;    1e-005;    293.15;    293.15;9.9989661e-005;-9.9989661e-005;0.0010338529;9.9989661e-005;        10; 9.9989661;         1;         1; 9.9989661;         2;      28.5; 28.659741;         6;        25;        25;         2;      28.5; 28.659741;         0;       0.1;0.86597408; 8.6597408;0.86597408;-0.86597408;    293.15;         0;         3;         0;         0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         1;         0;         0;         1;         0;         0;      0.84;     -5.16;-0.84025924; 1.1597408;       301;      0.01;      0.01;         3;         3;         9;         0;    293.15;         2;   301.819;         0;    1e-006;    1e-006;         0;     0.001;         0;    1e-010;    0.0001;         3;         0;    1e-010;         0;    1e-012;    0.0001;         0;         0;         0;         0;         0;         0;        10;-9.99897e-005;9.99897e-005;         0;-9.99897e-005;        10;        10;    293.15;  0.866883;    293.15;         0;         0;         1;   301.819; -0.866883; -0.866883; -0.866883;   301.819;1.03378e-007;     10.34;        10;    293.15;   301.819;    293.15;0.00392157;-1.03378e-007;   301.819;9.99897e-005;-9.99897e-005;         0;9.99897e-005;0.00103389;         0;0.00103389;    1e-005;0.000999793;    1e-005;    293.15;    293.15;         0;9.99897e-005;-9.99897e-005;0.00103389;9.99897e-005;        10;   9.99897;         1;         1;         0;   9.99897;         0;         0;         2;         0;      28.5;   28.6688;         0;         6;        25;        25;         2;      28.5;   28.6688;         0;   301.819;       0.1;  0.866883;   8.66883;  0.866883;   301.819; -0.866883;    293.15;         0;         6;         2;         0;     0.003;      0.01;         0;         0;1.4821969e-323;         1;         0;         0
